Growth_phase,Strain,Length_px,Length
earlylog,ura3,44.28318,5.904424
earlylog,ura3,45.39824,6.053098667
earlylog,ura3,22.561028,3.008137067
earlylog,ura3,18.439089,2.4585452
earlylog,ura3,31.575306,4.2100408
earlylog,ura3,45.891174,6.1188232
earlylog,ura3,60.40695,8.05426
earlylog,ura3,36.345562,4.846074933
earlylog,ura3,50.990196,6.7986928
earlylog,ura3,24.738634,3.298484533
earlylog,ura3,39.446167,5.259488933
earlylog,ura3,21.587032,2.878270933
earlylog,ura3,44.553337,5.940444933
earlylog,ura3,45.122055,6.016274
earlylog,ura3,35.69314,4.759085333
earlylog,ura3,31.257,4.1676
earlylog,ura3,56.22277,7.496369333
earlylog,ura3,28.635643,3.818085733
earlylog,ura3,38.470768,5.129435733
earlylog,ura3,41.19466,5.492621333
earlylog,ura3,43.185646,5.758086133
earlylog,ura3,66.37017,8.849356
earlylog,ura3,32.55764,4.341018667
earlylog,ura3,60.166435,8.022191333
earlylog,ura3,50.635956,6.7514608
earlylog,ura3,49.497475,6.599663333
earlylog,ura3,51.78803,6.905070667
earlylog,ura3,86.145226,11.48603013
earlylog,ura3,35.69314,4.759085333
earlylog,ura3,45.39824,6.053098667
earlylog,ura3,41.761227,5.5681636
earlylog,ura3,50,6.666666667
earlylog,ura3,28.160255,3.754700667
earlylog,ura3,41.761227,5.5681636
earlylog,ura3,31.400637,4.1867516
earlylog,ura3,42.579338,5.677245067
earlylog,ura3,33.54102,4.472136
earlylog,ura3,35.128338,4.6837784
earlylog,ura3,29.15476,3.887301333
earlylog,ura3,27.89265,3.71902
earlylog,ura3,52.611786,7.0149048
earlylog,ura3,40.792156,5.438954133
earlylog,ura3,22.561028,3.008137067
earlylog,ura3,26.305893,3.5074524
earlylog,ura3,63.348244,8.446432533
earlylog,ura3,55.946404,7.459520533
earlylog,ura3,45.54119,6.072158667
earlylog,ura3,50.32892,6.710522667
earlylog,ura3,43.185646,5.758086133
earlylog,ura3,29.427877,3.923716933
earlylog,ura3,30.265491,4.0353988
earlylog,ura3,54.589375,7.278583333
earlylog,ura3,53.460266,7.128035467
earlylog,ura3,68.154236,9.087231467
earlylog,ura3,28.071337,3.742844933
earlylog,ura3,22.203604,2.960480533
earlylog,ura3,20.396078,2.719477067
earlylog,ura3,41.303753,5.507167067
earlylog,ura3,34.525352,4.603380267
earlylog,ura3,22.561028,3.008137067
earlylog,ura3,32.984844,4.3979792
earlylog,ura3,62.0967,8.27956
earlylog,ura3,27.658634,3.687817867
earlylog,ura3,40.1995,5.359933333
earlylog,ura3,55.326305,7.376840667
earlylog,ura3,20.22375,2.6965
earlylog,ura3,30.149628,4.0199504
earlylog,ura3,31.144823,4.152643067
earlylog,ura3,27.166155,3.622154
earlylog,ura3,44.911022,5.988136267
earlylog,ura3,60.530983,8.070797733
earlylog,ura3,76.655075,10.22067667
earlylog,ura3,42.107006,5.614267467
earlylog,ura3,27.658634,3.687817867
earlylog,ura3,37.215588,4.9620784
earlylog,ura3,45.17743,6.023657333
earlylog,ura3,35.902645,4.787019333
earlylog,ura3,32.38827,4.318436
earlylog,ura3,27.45906,3.661208
earlylog,ura3,58.21512,7.762016
earlylog,ura3,44.72136,5.962848
earlylog,ura3,80.65358,10.75381067
earlylog,ura3,31.400637,4.1867516
earlylog,ura3,53.235325,7.098043333
earlylog,ura3,67.62396,9.016528
earlylog,ura3,27.658634,3.687817867
earlylog,ura3,82.20097,10.96012933
earlylog,ura3,43.737854,5.831713867
earlylog,ura3,49.819675,6.642623333
earlylog,ura3,46.69047,6.225396
earlylog,ura3,63.387695,8.451692667
earlylog,ura3,37.48333,4.997777333
earlylog,ura3,24.351591,3.2468788
earlylog,ura3,34.234486,4.564598133
earlylog,ura3,32.55764,4.341018667
earlylog,ura3,28.86174,3.848232
earlylog,ura3,29.12044,3.882725333
earlylog,ura3,66.189125,8.825216667
earlylog,ura3,27.45906,3.661208
earlylog,ura3,26.476404,3.5301872
midlog,cdrS,54.378304,7.250440533
midlog,cdrS,60.00833,8.001110667
midlog,cdrS,86.162636,11.48835147
midlog,cdrS,64.00781,8.534374667
midlog,cdrS,76.941536,10.25887147
midlog,cdrS,55.362442,7.381658933
midlog,cdrS,39.623226,5.2830968
midlog,cdrS,26.305893,3.5074524
midlog,cdrS,53.160137,7.088018267
midlog,cdrS,20.396078,2.719477067
midlog,cdrS,190.16835,25.35578
midlog,cdrS,27.294687,3.6392916
midlog,cdrS,62.425957,8.323460933
midlog,cdrS,171.84296,22.91239467
midlog,cdrS,63.82006,8.509341333
midlog,cdrS,75.50497,10.06732933
midlog,cdrS,130.46455,17.39527333
midlog,cdrS,82.29824,10.97309867
midlog,cdrS,51.62364,6.883152
midlog,cdrS,195.96939,26.129252
midlog,cdrS,42.44997,5.659996
midlog,cdrS,48.373547,6.449806267
midlog,cdrS,48.8774,6.516986667
midlog,cdrS,20.615528,2.748737067
midlog,cdrS,85,11.33333333
midlog,cdrS,206.65189,27.55358533
midlog,cdrS,136.24243,18.16565733
midlog,cdrS,217.70622,29.027496
midlog,cdrS,59.439045,7.925206
midlog,cdrS,31.400637,4.1867516
midlog,cdrS,59.20304,7.893738667
midlog,cdrS,43.104523,5.747269733
midlog,cdrS,13.928389,1.857118533
midlog,cdrS,41.677334,5.556977867
midlog,cdrS,27.89265,3.71902
midlog,cdrS,20.248457,2.699794267
midlog,cdrS,34.132095,4.550946
midlog,cdrS,268.56097,35.80812933
midlog,cdrS,114.62984,15.28397867
midlog,cdrS,73.756355,9.834180667
midlog,cdrS,31.780497,4.2373996
midlog,cdrS,67.08204,8.944272
midlog,cdrS,61.326992,8.176932267
midlog,cdrS,87.84646,11.71286133
midlog,cdrS,65.43699,8.724932
midlog,cdrS,472.46692,62.99558933
midlog,cdrS,73.409805,9.787974
midlog,cdrS,48.83646,6.511528
midlog,cdrS,43.462627,5.795016933
midlog,cdrS,79.37884,10.58384533
midlog,cdrS,61.220913,8.1627884
midlog,cdrS,24.698177,3.293090267
midlog,cdrS,63.505905,8.467454
midlog,cdrS,19.723083,2.6297444
midlog,cdrS,31.257,4.1676
midlog,cdrS,47.169907,6.289320933
midlog,cdrS,40.1995,5.359933333
midlog,cdrS,19.104973,2.547329733
midlog,cdrS,82.61961,11.015948
midlog,cdrS,26.305893,3.5074524
midlog,cdrS,146.69696,19.55959467
midlog,cdrS,58.420887,7.7894516
midlog,cdrS,22.135944,2.9514592
midlog,cdrS,112.805145,15.040686
midlog,cdrS,108.17116,14.42282133
midlog,cdrS,51.24451,6.832601333
midlog,cdrS,25.70992,3.427989333
midlog,cdrS,85.70297,11.42706267
midlog,cdrS,22.472204,2.996293867
midlog,cdrS,166.01205,22.13494
midlog,cdrS,73.78347,9.837796
midlog,cdrS,59.682495,7.957666
midlog,cdrS,27.658634,3.687817867
midlog,cdrS,25.942244,3.458965867
midlog,cdrS,92.417534,12.32233787
midlog,cdrS,56.859474,7.5812632
midlog,cdrS,110.39022,14.718696
midlog,cdrS,31.38471,4.184628
midlog,cdrS,132.90974,17.72129867
midlog,cdrS,95.96353,12.79513733
midlog,cdrS,33.24154,4.432205333
midlog,cdrS,41.484936,5.5313248
midlog,cdrS,62.482,8.330933333
midlog,cdrS,280.43182,37.39090933
midlog,cdrS,50.47772,6.730362667
midlog,cdrS,29.832869,3.977715867
midlog,cdrS,24.186773,3.224903067
midlog,cdrS,29.206163,3.894155067
midlog,cdrS,48.76474,6.501965333
midlog,cdrS,64.40497,8.587329333
midlog,cdrS,163.487,21.79826667
midlog,cdrS,59.405388,7.9207184
midlog,cdrS,38.948685,5.193158
midlog,cdrS,24.698177,3.293090267
midlog,cdrS,121.16518,16.15535733
midlog,cdrS,28.460499,3.7947332
midlog,cdrS,78.39005,10.45200667
midlog,cdrS,49.658836,6.621178133
midlog,cdrS,24.186773,3.224903067
midlog,cdrS,47.434166,6.324555467
midlog,cdrS,46.957428,6.2609904
midlog,cdrS,33.13608,4.418144
midlog,cdrS,176.77386,23.569848
midlog,cdrS,35.805027,4.7740036
midlog,cdrS,17.464249,2.328566533
midlog,cdrS,44.407207,5.920960933
midlog,cdrS,50.566788,6.7422384
midlog,cdrS,20.615528,2.748737067
midlog,cdrS,22.472204,2.996293867
midlog,cdrS,218.5795,29.14393333
midlog,cdrS,24.207438,3.2276584
midlog,cdrS,187.51534,25.00204533
midlog,cdrS,40,5.333333333
midlog,cdrS,43.863426,5.8484568
midlog,cdrS,24.04163,3.205550667
midlog,cdrS,28.231188,3.7641584
midlog,cdrS,48.548943,6.4731924
midlog,cdrS,29.15476,3.887301333
midlog,cdrS,54.037025,7.204936667
midlog,cdrS,109.83624,14.644832
midlog,cdrS,20.09975,2.679966667
midlog,cdrS,69.354164,9.247221867
midlog,cdrS,52.478565,6.997142
midlog,cdrS,407.962,54.39493333
midlog,cdrS,129.09686,17.21291467
midlog,cdrS,87.80091,11.706788
midlog,cdrS,28.319605,3.775947333
midlog,cdrS,15.652476,2.0869968
midlog,cdrS,49.0306,6.537413333
midlog,cdrS,212.26869,28.302492
midlog,cdrS,19.416489,2.5888652
midlog,cdrS,76.55717,10.20762267
midlog,cdrS,68.18358,9.091144
midlog,cdrS,134.61426,17.948568
midlog,cdrS,60.53924,8.071898667
midlog,cdrS,66.730804,8.897440533
midlog,cdrS,38.587563,5.1450084
midlog,cdrS,40.459858,5.394647733
midlog,cdrS,108.85311,14.513748
midlog,cdrS,23.086792,3.078238933
midlog,cdrS,21.377558,2.850341067
midlog,cdrS,27.802877,3.707050267
midlog,cdrS,27.294687,3.6392916
midlog,cdrS,84.05355,11.20714
midlog,cdrS,28.160255,3.754700667
midlog,cdrS,28.42534,3.790045333
midlog,cdrS,58.0517,7.740226667
midlog,cdrS,43.60046,5.813394667
midlog,cdrS,224.83105,29.97747333
midlog,cdrS,85.16454,11.355272
midlog,cdrS,101.76935,13.56924667
midlog,cdrS,41.18252,5.491002667
midlog,cdrS,33.61547,4.482062667
midlog,cdrS,29.546574,3.9395432
midlog,cdrS,150.6154,20.08205333
midlog,cdrS,35.1141,4.68188
midlog,cdrS,48.104053,6.413873733
midlog,cdrS,77.41447,10.32192933
midlog,cdrS,48.104053,6.413873733
midlog,cdrS,145.34442,19.379256
midlog,cdrS,66.61081,8.881441333
midlog,cdrS,112.27199,14.96959867
midlog,cdrS,36.124783,4.816637733
midlog,cdrS,33.30165,4.44022
midlog,cdrS,278.91577,37.18876933
midlog,cdrS,111.11256,14.815008
midlog,cdrS,172.79178,23.038904
midlog,cdrS,281.46936,37.529248
midlog,cdrS,77.987175,10.39829
midlog,cdrS,401.21442,53.495256
midlog,cdrS,118.20744,15.760992
midlog,cdrS,54.378304,7.250440533
midlog,cdrS,148.06079,19.74143867
midlog,cdrS,95.80188,12.773584
midlog,cdrS,66.70832,8.894442667
midlog,cdrS,89.04493,11.87265733
midlog,cdrS,171.59254,22.87900533
midlog,cdrS,255.15486,34.020648
midlog,cdrS,70.83079,9.444105333
midlog,cdrS,59.682495,7.957666
midlog,cdrS,65.795135,8.772684667
midlog,cdrS,94.15413,12.553884
midlog,cdrS,251.64459,33.552612
midlog,cdrS,37.161808,4.954907733
midlog,cdrS,27.45906,3.661208
midlog,cdrS,90.80198,12.10693067
midlog,cdrS,63.63961,8.485281333
midlog,cdrS,54.67175,7.289566667
midlog,cdrS,71.34424,9.512565333
midlog,cdrS,42.638012,5.685068267
midlog,cdrS,130.64838,17.419784
midlog,cdrS,15.811388,2.108185067
midlog,cdrS,72.20111,9.626814667
midlog,cdrS,30.88689,4.118252
midlog,cdrS,67.46851,8.995801333
midlog,cdrS,71.11259,9.481678667
midlog,cdrS,100.31949,13.375932
midlog,cdrS,38.910152,5.188020267
midlog,cdrS,55.9017,7.45356
midlog,cdrS,123.178734,16.4238312
midlog,cdrS,50.92151,6.789534667
midlog,cdrS,47.434166,6.324555467
midlog,cdrS,37.363083,4.9817444
midlog,cdrS,50.566788,6.7422384
midlog,cdrS,44.102154,5.8802872
midlog,cdrS,87.458565,11.661142
midlog,cdrS,28.301943,3.7735924
midlog,cdrS,194.37077,25.91610267
midlog,cdrS,18.867962,2.515728267
midlog,cdrS,135.72398,18.09653067
midlog,cdrS,68.88396,9.184528
midlog,cdrS,158.8238,21.17650667
midlog,cdrS,21.095022,2.8126696
midlog,cdrS,97.06184,12.94157867
midlog,cdrS,181.60396,24.21386133
midlog,cdrS,38.28838,5.105117333
midlog,cdrS,58.00862,7.734482667
midlog,cdrS,110.54863,14.73981733
midlog,cdrS,170.62825,22.75043333
midlog,cdrS,63.51378,8.468504
midlog,cdrS,38.078865,5.077182
midlog,cdrS,35.17101,4.689468
midlog,cdrS,119.2057,15.89409333
midlog,cdrS,127.01575,16.93543333
midlog,cdrS,171.57214,22.87628533
midlog,cdrS,25.96151,3.461534667
midlog,cdrS,135.51753,18.069004
midlog,cdrS,20.880613,2.784081733
midlog,cdrS,19.235384,2.564717867
midlog,cdrS,28.460499,3.7947332
midlog,cdrS,67.89698,9.052930667
midlog,cdrS,31.575306,4.2100408
midlog,cdrS,53.15073,7.086764
midlog,cdrS,66.37017,8.849356
midlog,cdrS,55.97321,7.463094667
midlog,cdrS,32.06244,4.274992
midlog,cdrS,28.01785,3.735713333
midlog,cdrS,198.90953,26.52127067
midlog,cdrS,23.086792,3.078238933
midlog,cdrS,29.15476,3.887301333
midlog,cdrS,41.19466,5.492621333
midlog,cdrS,136.36716,18.182288
midlog,cdrS,16.763054,2.235073867
midlog,cdrS,17.262676,2.301690133
midlog,cdrS,52.63079,7.017438667
midlog,cdrS,67.18631,8.958174667
midlog,cdrS,86.88498,11.584664
midlog,cdrS,88.76936,11.83591467
midlog,cdrS,91.44397,12.19252933
midlog,cdrS,20.880613,2.784081733
midlog,cdrS,50.32892,6.710522667
midlog,cdrS,40.804413,5.4405884
midlog,cdrS,100.40418,13.387224
midlog,cdrS,18.248287,2.433104933
midlog,cdrS,146.40013,19.52001733
midlog,cdrS,34.928497,4.657132933
midlog,cdrS,119.28118,15.90415733
midlog,cdrS,124.197426,16.5596568
midlog,cdrS,55.108982,7.347864267
midlog,cdrS,33.12099,4.416132
midlog,cdrS,71.7844,9.571253333
midlog,cdrS,235.84741,31.44632133
midlog,cdrS,41.976185,5.596824667
midlog,cdrS,29.681644,3.957552533
midlog,cdrS,45.891174,6.1188232
midlog,cdrS,47.26521,6.302028
midlog,cdrS,58.077534,7.7436712
midlog,cdrS,114.75626,15.30083467
midlog,cdrS,44.181442,5.890858933
midlog,cdrS,48.507732,6.4676976
midlog,cdrS,42.190044,5.6253392
midlog,cdrS,40.4475,5.393
midlog,cdrS,211.00948,28.13459733
midlog,cdrS,53.235325,7.098043333
midlog,cdrS,195.16403,26.02187067
midlog,cdrS,42.107006,5.614267467
midlog,cdrS,19.313208,2.5750944
midlog,cdrS,80.411446,10.72152613
midlog,cdrS,41.761227,5.5681636
midlog,cdrS,31.38471,4.184628
midlog,cdrS,70.34913,9.379884
midlog,cdrS,23.853722,3.180496267
midlog,cdrS,27.166155,3.622154
midlog,cdrS,42.755116,5.700682133
midlog,cdrS,69.115845,9.215446
midlog,cdrS,28.442924,3.792389867
midlog,cdrS,45.122055,6.016274
midlog,cdrS,29.410883,3.921451067
midlog,cdrS,91.28527,12.17136933
midlog,cdrS,24.207438,3.2276584
midlog,cdrS,41.231056,5.497474133
midlog,cdrS,47.296936,6.306258133
midlog,cdrS,41.484936,5.5313248
midlog,cdrS,54.708317,7.294442267
midlog,cdrS,45.188496,6.0251328
midlog,cdrS,36.40055,4.853406667
midlog,cdrS,32.572994,4.343065867
midlog,cdrS,39.56008,5.274677333
midlog,cdrS,38.27532,5.103376
midlog,cdrS,41.785164,5.5713552
midlog,cdrS,46.615448,6.215393067
midlog,cdrS,136.01471,18.13529467
midlog,cdrS,30.083218,4.011095733
midlog,cdrS,131.8484,17.57978667
midlog,cdrS,56.302753,7.507033733
midlog,cdrS,32.38827,4.318436
midlog,cdrS,64.513565,8.601808667
midlog,cdrS,45.54119,6.072158667
midlog,cdrS,188.36667,25.115556
midlog,cdrS,20.248457,2.699794267
midlog,cdrS,46.09772,6.146362667
midlog,cdrS,17,2.266666667
midlog,cdrS,26.400757,3.520100933
midlog,cdrS,15.132746,2.017699467
midlog,cdrS,39.92493,5.323324
midlog,cdrS,31.04835,4.13978
midlog,cdrS,34.176014,4.556801867
midlog,cdrS,25.298222,3.373096267
midlog,cdrS,24.083189,3.211091867
midlog,cdrS,23.769728,3.169297067
midlog,cdrS,25.079872,3.343982933
midlog,cdrS,38.27532,5.103376
midlog,cdrS,39.357338,5.247645067
midlog,cdrS,21.400934,2.853457867
midlog,cdrS,17.720045,2.362672667
midlog,cdrS,16.552946,2.207059467
midlog,cdrS,170.23807,22.69840933
midlog,cdrS,120.784935,16.104658
midlog,cdrS,227.17834,30.29044533
midlog,cdrS,78,10.4
midlog,cdrS,54.708317,7.294442267
midlog,cdrS,61.204575,8.16061
midlog,cdrS,49.40648,6.587530667
midlog,cdrS,162.3607,21.64809333
midlog,cdrS,60.876926,8.116923467
midlog,cdrS,35.608986,4.7478648
midlog,cdrS,141.90842,18.92112267
midlog,cdrS,37.589893,5.011985733
midlog,cdrS,135.08516,18.01135467
midlog,cdrS,150.88075,20.11743333
midlog,cdrS,43.60046,5.813394667
midlog,cdrS,56.88585,7.58478
midlog,cdrS,29.15476,3.887301333
midlog,cdrS,31.906113,4.2541484
midlog,cdrS,25.079872,3.343982933
midlog,cdrS,97.308784,12.97450453
midlog,cdrS,17.464249,2.328566533
midlog,cdrS,73.34848,9.779797333
midlog,cdrS,101.636604,13.5515472
midlog,cdrS,128.86038,17.181384
midlog,cdrS,28.160255,3.754700667
midlog,cdrS,160.52725,21.40363333
midlog,cdrS,142.77255,19.03634
midlog,cdrS,20.248457,2.699794267
midlog,cdrS,73.3553,9.780706667
midlog,cdrS,114.43776,15.258368
midlog,cdrS,55.362442,7.381658933
midlog,cdrS,86.55634,11.54084533
midlog,cdrS,103.84604,13.84613867
midlog,cdrS,70.21396,9.361861333
midlog,cdrS,44.72136,5.962848
midlog,cdrS,36.67424,4.889898667
midlog,cdrS,111.54372,14.872496
midlog,cdrS,137.92752,18.390336
midlog,cdrS,89.20202,11.89360267
midlog,cdrS,121.69634,16.22617867
midlog,cdrS,58.940647,7.858752933
midlog,cdrS,53.037724,7.071696533
midlog,cdrS,76.55717,10.20762267
midlog,cdrS,61.09828,8.146437333
midlog,cdrS,30.364452,4.0485936
midlog,cdrS,178.21335,23.76178
midlog,cdrS,97.62172,13.01622933
midlog,cdrS,57.870544,7.716072533
midlog,cdrS,104.40307,13.92040933
midlog,cdrS,26.476404,3.5301872
midlog,cdrS,26.925823,3.590109733
midlog,cdrS,162.85576,21.71410133
midlog,cdrS,25.553865,3.407182
midlog,cdrS,99.985,13.33133333
midlog,cdrS,69.58448,9.277930667
midlog,cdrS,31.575306,4.2100408
midlog,cdrS,31.06445,4.141926667
midlog,cdrS,26.683329,3.5577772
midlog,cdrS,36.23534,4.831378667
midlog,cdrS,171.07309,22.80974533
midlog,cdrS,62.169125,8.289216667
midlog,cdrS,49.979996,6.663999467
midlog,cdrS,31.38471,4.184628
midlog,cdrS,34.058773,4.541169733
midlog,cdrS,22.561028,3.008137067
midlog,cdrS,57.567352,7.675646933
midlog,cdrS,38.626415,5.150188667
midlog,cdrS,41.677334,5.556977867
midlog,cdrS,75.58439,10.07791867
midlog,cdrS,21.189621,2.8252828
midlog,cdrS,70.028564,9.337141867
midlog,cdrS,101.96568,13.595424
midlog,cdrS,124.52309,16.60307867
midlog,cdrS,112.41441,14.988588
midlog,cdrS,71.70077,9.560102667
midlog,cdrS,15.297058,2.039607733
midlog,cdrS,19.646883,2.6195844
midlog,cdrS,64.195015,8.559335333
midlog,cdrS,47.010635,6.268084667
midlog,cdrS,60.41523,8.055364
midlog,cdrS,242.33241,32.310988
midlog,cdrS,39,5.2
midlog,cdrS,146.4138,19.52184
midlog,cdrS,22.472204,2.996293867
midlog,cdrS,34.0147,4.535293333
midlog,cdrS,32.202484,4.293664533
midlog,cdrS,20.248457,2.699794267
midlog,cdrS,42.059483,5.607931067
midlog,cdrS,67.6757,9.023426667
midlog,cdrS,31.906113,4.2541484
midlog,cdrS,35.44009,4.725345333
midlog,cdrS,41.231056,5.497474133
midlog,cdrS,147.8276,19.71034667
midlog,cdrS,20.615528,2.748737067
midlog,cdrS,51.1957,6.826093333
midlog,cdrS,173.52809,23.13707867
midlog,cdrS,100.08996,13.345328
midlog,cdrS,35.510563,4.734741733
midlog,cdrS,80.09994,10.679992
midlog,cdrS,26.832815,3.577708667
midlog,cdrS,15.132746,2.017699467
midlog,cdrS,233.63432,31.15124267
midlog,cdrS,29.546574,3.9395432
midlog,cdrS,48.507732,6.4676976
midlog,cdrS,79.624115,10.61654867
midlog,cdrS,53.08484,7.077978667
midlog,cdrS,23.853722,3.180496267
midlog,cdrS,45.453274,6.060436533
midlog,cdrS,18.788294,2.505105867
midlog,cdrS,141.22322,18.82976267
midlog,cdrS,55.569775,7.409303333
midlog,cdrS,26.476404,3.5301872
midlog,cdrS,136.23509,18.16467867
midlog,cdrS,22.472204,2.996293867
midlog,cdrS,44.777225,5.970296667
midlog,cdrS,172.24402,22.96586933
midlog,cdrS,24.166092,3.2221456
midlog,cdrS,78.77182,10.50290933
midlog,cdrS,48.76474,6.501965333
midlog,cdrS,36.221542,4.829538933
midlog,cdrS,100.4241,13.38988
midlog,cdrS,83.35467,11.113956
midlog,cdrS,102.96116,13.72815467
midlog,cdrS,78.54935,10.47324667
midlog,cdrS,110.54863,14.73981733
midlog,cdrS,67.74216,9.032288
midlog,cdrS,30.805843,4.107445733
midlog,cdrS,50.24938,6.699917333
midlog,cdrS,55.326305,7.376840667
midlog,cdrS,107.837845,14.37837933
midlog,cdrS,38.910152,5.188020267
midlog,cdrS,21.540659,2.872087867
midlog,cdrS,260.15573,34.68743067
midlog,cdrS,22.203604,2.960480533
midlog,cdrS,98.99495,13.19932667
midlog,cdrS,61.13101,8.150801333
midlog,cdrS,33.955853,4.527447067
midlog,cdrS,64.132675,8.551023333
midlog,cdrS,164.71187,21.96158267
midlog,cdrS,56.88585,7.58478
midlog,cdrS,87.66413,11.68855067
midlog,cdrS,96.317184,12.8422912
midlog,cdrS,81.32035,10.84271333
midlog,cdrS,53.75872,7.167829333
midlog,cdrS,50.358715,6.714495333
midlog,cdrS,21.470911,2.862788133
midlog,cdrS,28.301943,3.7735924
midlog,cdrS,92.26592,12.30212267
midlog,cdrS,40.5216,5.40288
midlog,cdrS,43.416588,5.7888784
midlog,cdrS,53.600372,7.146716267
midlog,cdrS,149.40215,19.92028667
midlog,cdrS,78.39005,10.45200667
midlog,cdrS,56.293873,7.505849733
midlog,cdrS,25.079872,3.343982933
midlog,cdrS,91.78235,12.23764667
midlog,cdrS,63.600315,8.480042
midlog,cdrS,39.849716,5.313295467
midlog,cdrS,34.4093,4.587906667
midlog,cdrL,172.10461,22.94728133
midlog,cdrL,57.68882,7.691842667
midlog,cdrL,24.596748,3.2795664
midlog,cdrL,61.073727,8.1431636
midlog,cdrL,110.64357,14.752476
midlog,cdrL,211.02133,28.13617733
midlog,cdrL,28.319605,3.775947333
midlog,cdrL,21.633308,2.884441067
midlog,cdrL,38.078865,5.077182
midlog,cdrL,41.761227,5.5681636
midlog,cdrL,99.46356,13.261808
midlog,cdrL,92.84934,12.379912
midlog,cdrL,22.472204,2.996293867
midlog,cdrL,21.931713,2.9242284
midlog,cdrL,44.04543,5.872724
midlog,cdrL,175.41095,23.38812667
midlog,cdrL,91.235954,12.16479387
midlog,cdrL,17.492855,2.332380667
midlog,cdrL,157.28,20.97066667
midlog,cdrL,158.31615,21.10882
midlog,cdrL,181.91206,24.25494133
midlog,cdrL,27.856777,3.714236933
midlog,cdrL,112.28535,14.97138
midlog,cdrL,28.600698,3.8134264
midlog,cdrL,19.416489,2.5888652
midlog,cdrL,27.294687,3.6392916
midlog,cdrL,165.42369,22.056492
midlog,cdrL,21,2.8
midlog,cdrL,28.284271,3.771236133
midlog,cdrL,25,3.333333333
midlog,cdrL,55.443665,7.392488667
midlog,cdrL,215.24405,28.69920667
midlog,cdrL,90.66973,12.08929733
midlog,cdrL,27.513634,3.668484533
midlog,cdrL,49.648766,6.619835467
midlog,cdrL,26.172504,3.4896672
midlog,cdrL,20,2.666666667
midlog,cdrL,41.785164,5.5713552
midlog,cdrL,131.38112,17.51748267
midlog,cdrL,18.601076,2.480143467
midlog,cdrL,25.317978,3.3757304
midlog,cdrL,36.769554,4.9026072
midlog,cdrL,21.633308,2.884441067
midlog,cdrL,25.806976,3.440930133
midlog,cdrL,75.00667,10.00088933
midlog,cdrL,25.806976,3.440930133
midlog,cdrL,35.341194,4.7121592
midlog,cdrL,16.124516,2.149935467
midlog,cdrL,142.05632,18.94084267
midlog,cdrL,38.078865,5.077182
midlog,cdrL,273.48492,36.464656
midlog,cdrL,40.496914,5.399588533
midlog,cdrL,59.211487,7.894864933
midlog,cdrL,68.60029,9.146705333
midlog,cdrL,19.924858,2.656647733
midlog,cdrL,22.472204,2.996293867
midlog,cdrL,33.37664,4.450218667
midlog,cdrL,51.47815,6.863753333
midlog,cdrL,54.08327,7.211102667
midlog,cdrL,22.022715,2.936362
midlog,cdrL,39.20459,5.227278667
midlog,cdrL,39.051247,5.206832933
midlog,cdrL,98.762344,13.16831253
midlog,cdrL,84.723076,11.29641013
midlog,cdrL,93.38094,12.450792
midlog,cdrL,54.81788,7.309050667
midlog,cdrL,20.615528,2.748737067
midlog,cdrL,212.96008,28.39467733
midlog,cdrL,38.948685,5.193158
midlog,cdrL,24.41311,3.255081333
midlog,cdrL,193.41406,25.78854133
midlog,cdrL,136.00368,18.133824
midlog,cdrL,95.587654,12.74502053
midlog,cdrL,31.38471,4.184628
midlog,cdrL,158.00316,21.067088
midlog,cdrL,46.957428,6.2609904
midlog,cdrL,26.400757,3.520100933
midlog,cdrL,19.697716,2.626362133
midlog,cdrL,27.202942,3.627058933
midlog,cdrL,42.755116,5.700682133
midlog,cdrL,46.173584,6.156477867
midlog,cdrL,17.492855,2.332380667
midlog,cdrL,29.832869,3.977715867
midlog,cdrL,86.4523,11.52697333
midlog,cdrL,31.304953,4.173993733
midlog,cdrL,58.137768,7.7517024
midlog,cdrL,29.732138,3.964285067
midlog,cdrL,207.38611,27.65148133
midlog,cdrL,35.057095,4.674279333
midlog,cdrL,63.529522,8.470602933
midlog,cdrL,30.479502,4.0639336
midlog,cdrL,67.08204,8.944272
midlog,cdrL,58.249462,7.766594933
midlog,cdrL,233.5744,31.14325333
midlog,cdrL,23.194826,3.092643467
midlog,cdrL,36.878178,4.9170904
midlog,cdrL,46.389652,6.185286933
midlog,cdrL,39.92493,5.323324
midlog,cdrL,46.840153,6.245353733
midlog,cdrL,138.10141,18.41352133
midlog,cdrL,51.312767,6.841702267
midlog,cdrL,160.75136,21.43351467
midlog,cdrL,24.207438,3.2276584
midlog,cdrL,107.35455,14.31394
midlog,cdrL,18.681541,2.490872133
midlog,cdrL,24.186773,3.224903067
midlog,cdrL,25.079872,3.343982933
midlog,cdrL,41.340054,5.5120072
midlog,cdrL,33.83785,4.511713333
midlog,cdrL,135.32553,18.043404
midlog,cdrL,14.866069,1.982142533
midlog,cdrL,20.808653,2.774487067
midlog,cdrL,29.12044,3.882725333
midlog,cdrL,19.723083,2.6297444
midlog,cdrL,75.70998,10.094664
midlog,cdrL,34.0147,4.535293333
midlog,cdrL,103.58089,13.81078533
midlog,cdrL,34.4093,4.587906667
midlog,cdrL,20.880613,2.784081733
midlog,cdrL,29.15476,3.887301333
midlog,cdrL,22.472204,2.996293867
midlog,cdrL,32.449963,4.326661733
midlog,cdrL,175.07141,23.34285467
