Growth_phase,Strain,Length_px,Length
earlysta,cdrL,28.635643,3.818085733
earlysta,cdrL,27.730848,3.6974464
earlysta,cdrL,18.867962,2.515728267
earlysta,cdrL,20.396078,2.719477067
earlysta,cdrL,27.202942,3.627058933
earlysta,cdrL,31.320919,4.176122533
earlysta,cdrL,61,8.133333333
earlysta,cdrL,19.235384,2.564717867
earlysta,cdrL,82.492424,10.99898987
earlysta,cdrL,30.413813,4.055175067
earlysta,cdrL,20.615528,2.748737067
earlysta,cdrL,33.24154,4.432205333
earlysta,cdrL,109.877205,14.650294
earlysta,cdrL,34.539833,4.605311067
earlysta,cdrL,22.561028,3.008137067
earlysta,cdrL,35.35534,4.714045333
earlysta,cdrL,22.847319,3.0463092
earlysta,cdrL,19.924858,2.656647733
earlysta,cdrL,36.013885,4.801851333
earlysta,cdrL,36.67424,4.889898667
earlysta,cdrL,139.53136,18.60418133
earlysta,cdrL,31.575306,4.2100408
earlysta,cdrL,168.31519,22.44202533
earlysta,cdrL,50.289165,6.705222
earlysta,cdrL,23.323807,3.109840933
earlysta,cdrL,30.413813,4.055175067
earlysta,cdrL,39.051247,5.206832933
earlysta,cdrL,88.11924,11.749232
earlysta,cdrL,38.327538,5.1103384
earlysta,cdrL,35.902645,4.787019333
earlysta,cdrL,82.46211,10.994948
earlysta,cdrL,20.22375,2.6965
earlysta,cdrL,24.351591,3.2468788
earlysta,cdrL,29.274563,3.903275067
earlysta,cdrL,27.89265,3.71902
earlysta,cdrL,34.928497,4.657132933
earlysta,cdrL,33.37664,4.450218667
earlysta,cdrL,30.675724,4.090096533
earlysta,cdrL,42.80187,5.706916
earlysta,cdrL,31.38471,4.184628
earlysta,cdrL,127.75758,17.034344
earlysta,cdrL,20.808653,2.774487067
earlysta,cdrL,34.36568,4.582090667
earlysta,cdrL,40.311287,5.374838267
earlysta,cdrL,21.84033,2.912044
earlysta,cdrL,37.107952,4.947726933
earlysta,cdrL,33.54102,4.472136
earlysta,cdrL,23.259407,3.101254267
earlysta,cdrL,40.1995,5.359933333
earlysta,cdrL,21.377558,2.850341067
earlysta,cdrL,32.75668,4.367557333
earlysta,cdrL,98.270035,13.10267133
earlysta,cdrL,28.442924,3.792389867
earlysta,cdrL,45.891174,6.1188232
earlysta,cdrL,30,4
earlysta,cdrL,19.416489,2.5888652
earlysta,cdrL,30.675724,4.090096533
earlysta,cdrL,18.681541,2.490872133
earlysta,cdrL,25.079872,3.343982933
earlysta,cdrL,15.811388,2.108185067
earlysta,cdrL,54.34151,7.245534667
earlysta,cdrL,14.866069,1.982142533
earlysta,cdrL,24.738634,3.298484533
earlysta,cdrL,36.40055,4.853406667
earlysta,cdrL,27.89265,3.71902
earlysta,cdrL,143.69412,19.159216
earlysta,cdrL,48.052055,6.406940667
earlysta,cdrL,30.413813,4.055175067
earlysta,cdrL,52.63079,7.017438667
earlysta,cdrL,65.459915,8.727988667
earlysta,cdrL,43.185646,5.758086133
earlysta,cdrL,50.990196,6.7986928
earlysta,cdrL,40.04997,5.339996
earlysta,cdrL,43.68066,5.824088
earlysta,cdrL,30.413813,4.055175067
earlysta,cdrL,76.29548,10.17273067
earlysta,cdrL,20.22375,2.6965
earlysta,cdrL,56.364883,7.515317733
earlysta,cdrL,16.40122,2.186829333
earlysta,cdrL,228.06358,30.40847733
earlysta,cdrL,80.75271,10.767028
earlysta,cdrL,44.181442,5.890858933
earlysta,cdrL,16.763054,2.235073867
earlysta,cdrL,37.12142,4.949522667
earlysta,cdrL,19.209373,2.561249733
earlysta,cdrL,18.027756,2.4037008
earlysta,cdrL,116.07756,15.477008
earlysta,cdrL,25.23886,3.365181333
earlysta,cdrL,20.248457,2.699794267
earlysta,cdrL,42.059483,5.607931067
earlysta,cdrL,23.537205,3.138294
earlysta,cdrL,21.954498,2.9272664
earlysta,cdrL,101.53325,13.53776667
earlysta,cdrL,17.720045,2.362672667
earlysta,cdrL,62.641838,8.352245067
earlysta,cdrL,172.70784,23.027712
earlysta,cdrL,133.18033,17.75737733
earlysta,cdrL,23.323807,3.109840933
earlysta,cdrL,52.392746,6.985699467
earlysta,cdrL,84.0595,11.20793333
earlysta,cdrL,26.57066,3.542754667
earlysta,cdrL,38.27532,5.103376
earlysta,cdrL,22.472204,2.996293867
earlysta,cdrL,14.3178215,1.909042867
earlysta,cdrL,87.458565,11.661142
earlysta,cdrL,18.027756,2.4037008
earlysta,cdrL,27.166155,3.622154
earlysta,cdrL,19.646883,2.6195844
earlysta,cdrL,82.29824,10.97309867
earlysta,cdrL,144.36066,19.248088
earlysta,cdrL,48.76474,6.501965333
earlysta,cdrL,29.410883,3.921451067
earlysta,cdrL,150.76472,20.10196267
earlysta,cdrL,21.931713,2.9242284
earlysta,cdrL,49.24429,6.565905333
earlysta,cdrL,72.03471,9.604628
earlysta,cdrL,21.540659,2.872087867
earlysta,cdrL,48.507732,6.4676976
earlysta,cdrL,27.658634,3.687817867
earlysta,cdrL,14.866069,1.982142533
earlysta,cdrL,57.72348,7.696464
earlysta,cdrL,33.526108,4.470147733
earlysta,cdrL,168.19037,22.42538267
earlysta,cdrL,18.027756,2.4037008
earlysta,cdrL,41.761227,5.5681636
earlysta,cdrL,37.589893,5.011985733
earlysta,cdrL,53.160137,7.088018267
earlysta,cdrL,49.24429,6.565905333
earlysta,cdrL,34.539833,4.605311067
earlysta,cdrL,18.439089,2.4585452
earlysta,cdrL,46.32494,6.176658667
earlysta,cdrL,20.248457,2.699794267
earlysta,cdrL,32.984844,4.3979792
earlysta,cdrL,64.513565,8.601808667
earlysta,cdrL,25.079872,3.343982933
earlysta,cdrL,28.231188,3.7641584
earlysta,cdrL,24.351591,3.2468788
earlysta,cdrL,168.30923,22.44123067
earlysta,cdrL,18.439089,2.4585452
earlysta,cdrL,17,2.266666667
earlysta,cdrL,28.79236,3.838981333
earlysta,cdrL,61.03278,8.137704
earlysta,cdrL,20.22375,2.6965
earlysta,cdrL,33.526108,4.470147733
earlysta,cdrL,22.472204,2.996293867
earlysta,cdrL,49.648766,6.619835467
earlysta,cdrL,17.720045,2.362672667
earlysta,cdrL,23.194826,3.092643467
earlysta,cdrL,130.64838,17.419784
earlysta,cdrL,123.69317,16.49242267
earlysta,cdrL,142.6359,19.01812
earlysta,cdrL,45.221676,6.0295568
earlysta,cdrL,32.695564,4.359408533
earlysta,cdrL,34.48188,4.597584
earlysta,cdrL,28.231188,3.7641584
earlysta,cdrL,29.410883,3.921451067
earlysta,cdrL,27.89265,3.71902
earlysta,cdrL,30.805843,4.107445733
earlysta,cdrL,19.416489,2.5888652
earlysta,cdrL,23.769728,3.169297067
earlysta,cdrL,14.3178215,1.909042867
earlysta,cdrL,13.601471,1.813529467
earlysta,cdrL,20.615528,2.748737067
earlysta,cdrL,46.173584,6.156477867
earlysta,cdrL,28.178005,3.757067333
earlysta,cdrL,98.9798,13.19730667
earlysta,cdrL,34.234486,4.564598133
earlysta,cdrL,35.1141,4.68188
earlysta,cdrL,47.67599,6.356798667
earlysta,cdrL,30.594116,4.079215467
earlysta,cdrL,24.758837,3.301178267
earlysta,cdrL,168.90826,22.52110133
earlysta,cdrL,23.409399,3.1212532
earlysta,cdrL,73.756355,9.834180667
earlysta,cdrL,16.155495,2.154066
earlysta,cdrL,19.104973,2.547329733
earlysta,cdrL,17.20465,2.293953333
earlysta,cdrL,22.561028,3.008137067
earlysta,cdrL,22.203604,2.960480533
earlysta,cdrL,22.022715,2.936362
earlysta,cdrL,128.03516,17.07135467
earlysta,cdrL,103.077644,13.74368587
earlysta,cdrL,47.539455,6.338594
earlysta,cdrL,32.572994,4.343065867
earlysta,cdrL,48.259712,6.434628267
earlysta,cdrL,25.495098,3.3993464
earlysta,cdrL,32.55764,4.341018667
earlysta,cdrL,41.231056,5.497474133
earlysta,cdrL,32.01562,4.268749333
earlysta,cdrL,43.416588,5.7888784
earlysta,cdrL,68.942,9.192266667
earlysta,cdrL,129.24782,17.23304267
earlysta,cdrL,61.326992,8.176932267
earlysta,cdrL,129.02713,17.20361733
earlysta,cdrL,14.422205,1.922960667
earlysta,cdrL,22.847319,3.0463092
earlysta,cdrL,37.589893,5.011985733
earlysta,cdrL,223.66046,29.82139467
earlysta,cdrL,130.04999,17.33999867
earlysta,cdrL,37.161808,4.954907733
earlysta,cdrL,228.47319,30.463092
earlysta,cdrL,29.274563,3.903275067
earlysta,cdrL,150.76472,20.10196267
earlysta,cdrL,38.626415,5.150188667
earlysta,cdrL,154.0422,20.53896
earlysta,cdrL,24.166092,3.2221456
earlysta,cdrL,144.92067,19.322756
earlysta,cdrL,197.85095,26.38012667
earlysta,cdrL,49.729267,6.630568933
earlysta,cdrL,22.472204,2.996293867
earlysta,cdrL,50.77401,6.769868
earlysta,cdrL,33.105892,4.414118933
earlysta,cdrL,109.23827,14.56510267
earlysta,cdrL,50.32892,6.710522667
earlysta,cdrL,17.464249,2.328566533
earlysta,cdrL,37.696156,5.026154133
earlysta,cdrL,29.12044,3.882725333
earlysta,cdrL,42.544094,5.672545867
earlysta,cdrL,34.48188,4.597584
earlysta,cdrL,153.63919,20.48522533
earlysta,cdrL,25.298222,3.373096267
earlysta,cdrL,81.394104,10.8525472
earlysta,cdrL,37.12142,4.949522667
earlysta,cdrL,131.03435,17.47124667
earlysta,cdrL,18.601076,2.480143467
earlysta,cdrL,67.36468,8.981957333
earlysta,cdrL,18.601076,2.480143467
earlysta,cdrL,36.687874,4.891716533
earlysta,cdrL,73.33485,9.77798
earlysta,cdrL,25.70992,3.427989333
earlysta,cdrL,42.755116,5.700682133
earlysta,cdrL,36.67424,4.889898667
earlysta,cdrL,16.492422,2.1989896
earlysta,cdrL,41,5.466666667
earlysta,cdrL,30.083218,4.011095733
earlysta,cdrL,50.32892,6.710522667
earlysta,cdrL,20.22375,2.6965
earlysta,cdrL,47.853943,6.380525733
earlysta,cdrL,59.808025,7.974403333
earlysta,cdrL,22.803509,3.040467867
earlysta,cdrL,26.832815,3.577708667
earlysta,cdrL,36.124783,4.816637733
earlysta,cdrL,101.86756,13.58234133
earlysta,cdrL,39.56008,5.274677333
earlysta,cdrL,166.35504,22.180672
earlysta,cdrL,21.587032,2.878270933
earlysta,cdrL,24.738634,3.298484533
earlysta,cdrL,29.068884,3.8758512
earlysta,cdrL,19.697716,2.626362133
earlysta,cdrL,43.965897,5.8621196
earlysta,cdrL,18.681541,2.490872133
earlysta,cdrL,43.416588,5.7888784
earlysta,cdrL,29.832869,3.977715867
earlysta,cdrL,30.413813,4.055175067
earlysta,cdrL,25.179358,3.357247733
earlysta,cdrL,26.925823,3.590109733
earlysta,cdrL,43.185646,5.758086133
earlysta,cdrL,17.20465,2.293953333
earlysta,cdrL,32.984844,4.3979792
earlysta,cdrL,20.396078,2.719477067
earlysta,cdrL,152.73834,20.365112
earlysta,cdrL,105.11898,14.015864
earlysta,cdrL,29.427877,3.923716933
earlysta,cdrL,24.351591,3.2468788
earlysta,cdrL,24.738634,3.298484533
earlysta,cdrL,17.720045,2.362672667
earlysta,ftsZ2,53.450912,7.126788267
earlysta,ftsZ2,100.28459,13.37127867
earlysta,ftsZ2,43.046486,5.739531467
earlysta,ftsZ2,20.248457,2.699794267
earlysta,ftsZ2,144.42299,19.25639867
earlysta,ftsZ2,22.803509,3.040467867
earlysta,ftsZ2,15,2
earlysta,ftsZ2,19.924858,2.656647733
earlysta,ftsZ2,51.971146,6.929486133
earlysta,ftsZ2,17.492855,2.332380667
earlysta,ftsZ2,153.05554,20.40740533
earlysta,ftsZ2,44.911022,5.988136267
earlysta,ftsZ2,96.56604,12.875472
earlysta,ftsZ2,33.13608,4.418144
earlysta,ftsZ2,141.59802,18.879736
earlysta,ftsZ2,60.40695,8.05426
earlysta,ftsZ2,13.453624,1.793816533
earlysta,ftsZ2,18.867962,2.515728267
earlysta,ftsZ2,220.00227,29.333636
earlysta,ftsZ2,45.891174,6.1188232
earlysta,ftsZ2,46.32494,6.176658667
earlysta,ftsZ2,15.033297,2.0044396
earlysta,ftsZ2,68.47627,9.130169333
earlysta,ftsZ2,38.63936,5.151914667
earlysta,ftsZ2,22.36068,2.981424
earlysta,ftsZ2,20.59126,2.745501333
earlysta,ftsZ2,114.01754,15.20233867
earlysta,ftsZ2,38.327538,5.1103384
earlysta,ftsZ2,141.11343,18.815124
earlysta,ftsZ2,96.04166,12.80555467
earlysta,ftsZ2,42.0119,5.601586667
earlysta,ftsZ2,22.090721,2.945429467
earlysta,ftsZ2,90.44335,12.05911333
earlysta,ftsZ2,29.546574,3.9395432
earlysta,ftsZ2,27.45906,3.661208
earlysta,ftsZ2,50.08992,6.678656
earlysta,ftsZ2,32.280025,4.304003333
earlysta,ftsZ2,16.27882,2.170509333
earlysta,ftsZ2,31.06445,4.141926667
earlysta,ftsZ2,23.021729,3.069563867
earlysta,ftsZ2,24.186773,3.224903067
earlysta,ftsZ2,33.24154,4.432205333
earlysta,ftsZ2,30.066593,4.008879067
earlysta,ftsZ2,18.867962,2.515728267
earlysta,ftsZ2,39.319206,5.2425608
earlysta,ftsZ2,26.41969,3.522625333
earlysta,ftsZ2,87.20665,11.62755333
earlysta,ftsZ2,44.14748,5.886330667
earlysta,ftsZ2,59.5399,7.938653333
earlysta,ftsZ2,21.189621,2.8252828
earlysta,ftsZ2,20.396078,2.719477067
earlysta,ftsZ2,52.46904,6.995872
earlysta,ftsZ2,28.600698,3.8134264
earlysta,ftsZ2,31.320919,4.176122533
earlysta,ftsZ2,83.198555,11.09314067
earlysta,ftsZ2,83.21658,11.095544
earlysta,ftsZ2,17.088007,2.278400933
earlysta,ftsZ2,16.643316,2.2191088
earlysta,ftsZ2,139.83205,18.64427333
earlysta,ftsZ2,33.37664,4.450218667
earlysta,ftsZ2,160.85086,21.44678133
earlysta,ftsZ2,24.698177,3.293090267
earlysta,ftsZ2,39.812057,5.308274267
earlysta,ftsZ2,87.28116,11.637488
earlysta,ftsZ2,17.029387,2.270584933
earlysta,ftsZ2,41.976185,5.596824667
earlysta,ftsZ2,25.179358,3.357247733
earlysta,ftsZ2,18.35756,2.447674667
earlysta,ftsZ2,27.313,3.641733333
earlysta,ftsZ2,31.04835,4.13978
earlysta,ftsZ2,58.940647,7.858752933
earlysta,ftsZ2,29.614185,3.948558
earlysta,ftsZ2,101.257095,13.500946
earlysta,ftsZ2,22.803509,3.040467867
earlysta,ftsZ2,56.515484,7.535397867
earlysta,ftsZ2,122.641754,16.35223387
earlysta,ftsZ2,39.623226,5.2830968
earlysta,ftsZ2,35.35534,4.714045333
earlysta,ftsZ2,61.66036,8.221381333
earlysta,ftsZ2,189.97368,25.329824
earlysta,ftsZ2,22.090721,2.945429467
earlysta,ftsZ2,15.264338,2.035245067
earlysta,ftsZ2,13.928389,1.857118533
earlysta,ftsZ2,19.235384,2.564717867
earlysta,ftsZ2,15.132746,2.017699467
earlysta,ftsZ2,48.703182,6.4937576
earlysta,ftsZ2,27.730848,3.6974464
earlysta,ftsZ2,21.260292,2.8347056
earlysta,ftsZ2,29.274563,3.903275067
earlysta,ftsZ2,35.44009,4.725345333
earlysta,ftsZ2,208.7223,27.82964
earlysta,ftsZ2,126.43575,16.8581
earlysta,ftsZ2,14.866069,1.982142533
earlysta,ftsZ2,58.137768,7.7517024
earlysta,ftsZ2,39.824615,5.309948667
earlysta,ftsZ2,22.847319,3.0463092
earlysta,ftsZ2,42.047592,5.6063456
earlysta,ftsZ2,59.908264,7.987768533
earlysta,ftsZ2,22.36068,2.981424
earlysta,ftsZ2,64.93843,8.658457333
earlysta,ftsZ2,29.017237,3.868964933
earlysta,ftsZ2,134.33168,17.91089067
earlysta,ftsZ2,45.607018,6.080935733
earlysta,ftsZ2,24.698177,3.293090267
earlysta,ftsZ2,16.643316,2.2191088
earlysta,ftsZ2,126.06348,16.808464
earlysta,ftsZ2,67.357254,8.9809672
earlysta,ftsZ2,57.271286,7.636171467
earlysta,ftsZ2,32.75668,4.367557333
earlysta,ftsZ2,23.43075,3.1241
earlysta,ftsZ2,66.48308,8.864410667
earlysta,ftsZ2,84.723076,11.29641013
earlysta,ftsZ2,84.8646,11.31528
earlysta,ftsZ2,91.706055,12.227474
earlysta,ftsZ2,46.957428,6.2609904
earlysta,ftsZ2,24.166092,3.2221456
earlysta,ftsZ2,78.26238,10.434984
earlysta,ftsZ2,148.85228,19.84697067
earlysta,ftsZ2,26.400757,3.520100933
earlysta,ftsZ2,23.086792,3.078238933
earlysta,ftsZ2,26.627054,3.550273867
earlysta,ftsZ2,88.19297,11.75906267
earlysta,ftsZ2,40.81666,5.442221333
earlysta,ftsZ2,20.396078,2.719477067
earlysta,ftsZ2,49.193497,6.559132933
earlysta,ftsZ2,28.071337,3.742844933
earlysta,ftsZ2,52.153618,6.953815733
earlysta,ftsZ2,23.853722,3.180496267
earlysta,ftsZ2,23.345236,3.112698133
earlysta,ftsZ2,155.41557,20.722076
earlysta,ftsZ2,34.36568,4.582090667
earlysta,ftsZ2,179.51323,23.93509733
earlysta,ftsZ2,40.311287,5.374838267
earlysta,ftsZ2,75.96052,10.12806933
earlysta,ftsZ2,122.19656,16.29287467
earlysta,ftsZ2,21.095022,2.8126696
earlysta,ftsZ2,17.804493,2.3739324
earlysta,ftsZ2,21.931713,2.9242284
earlysta,ftsZ2,90.13878,12.018504
earlysta,ftsZ2,133.96268,17.86169067
earlysta,ftsZ2,18.788294,2.505105867
earlysta,ftsZ2,20.615528,2.748737067
earlysta,ftsZ2,117.15375,15.6205
earlysta,ftsZ2,72.56721,9.675628
earlysta,ftsZ2,90.52071,12.069428
earlysta,ftsZ2,24.186773,3.224903067
earlysta,ftsZ2,83.48653,11.13153733
earlysta,ftsZ2,20.59126,2.745501333
earlysta,ftsZ2,21.095022,2.8126696
earlysta,ftsZ2,60.440052,8.0586736
earlysta,ftsZ2,100.304535,13.373938
earlysta,ftsZ2,113.78049,15.170732
earlysta,ftsZ2,32.280025,4.304003333
earlysta,ftsZ2,78.54935,10.47324667
earlysta,ftsZ2,28.284271,3.771236133
earlysta,ftsZ2,42.379242,5.6505656
earlysta,ftsZ2,28.635643,3.818085733
earlysta,ftsZ2,48.09366,6.412488
earlysta,ftsZ2,56.32051,7.509401333
earlysta,ftsZ2,44.28318,5.904424
earlysta,ftsZ2,40.792156,5.438954133
earlysta,ftsZ2,36.124783,4.816637733
earlysta,ftsZ2,25.298222,3.373096267
earlysta,ftsZ2,20.880613,2.784081733
earlysta,ftsZ2,103.44564,13.792752
earlysta,ftsZ2,94.92102,12.656136
earlysta,ftsZ2,28.635643,3.818085733
earlysta,ftsZ2,48.166378,6.422183733
earlysta,ftsZ2,18.973665,2.529822
earlysta,ftsZ2,70.88018,9.450690667
earlysta,ftsZ2,69.72087,9.296116
earlysta,ftsZ2,51.42956,6.857274667
earlysta,ftsZ2,35.69314,4.759085333
earlysta,ftsZ2,50.695168,6.759355733
earlysta,ftsZ2,30.413813,4.055175067
earlysta,ftsZ2,52.63079,7.017438667
earlysta,ftsZ2,52.63079,7.017438667
earlysta,ftsZ2,22.135944,2.9514592
earlysta,ftsZ2,18.439089,2.4585452
earlysta,ftsZ2,161.69725,21.55963333
earlysta,ftsZ2,57.070133,7.609351067
earlysta,ftsZ2,31.04835,4.13978
earlysta,ftsZ2,64.195015,8.559335333
earlysta,ftsZ2,17.464249,2.328566533
earlysta,ftsZ2,27.202942,3.627058933
earlysta,ftsZ2,20.248457,2.699794267
earlysta,ftsZ2,24.698177,3.293090267
earlysta,ftsZ2,28.231188,3.7641584
earlysta,ftsZ2,29.427877,3.923716933
earlysta,ftsZ2,151.79262,20.239016
earlysta,ftsZ2,33.54102,4.472136
earlysta,ftsZ2,21.587032,2.878270933
earlysta,ftsZ2,170.48753,22.73167067
earlysta,ftsZ2,44.38468,5.917957333
earlysta,ftsZ2,29.427877,3.923716933
earlysta,ftsZ2,52.392746,6.985699467
earlysta,ftsZ2,57.870544,7.716072533
earlysta,ftsZ2,20.09975,2.679966667
earlysta,ftsZ2,18.384777,2.4513036
earlysta,ftsZ2,48.373547,6.449806267
earlysta,ftsZ2,31.764761,4.235301467
earlysta,ftsZ2,228.60008,30.48001067
earlysta,ftsZ2,30.364452,4.0485936
earlysta,ftsZ2,38.470768,5.129435733
earlysta,ftsZ2,16.492422,2.1989896
earlysta,ftsZ2,98.35141,13.11352133
earlysta,ftsZ2,32.55764,4.341018667
earlysta,ftsZ2,52.773098,7.036413067
earlysta,ftsZ2,29.546574,3.9395432
earlysta,ftsZ2,73.97973,9.863964
earlysta,ftsZ2,23.345236,3.112698133
earlysta,ftsZ2,46.957428,6.2609904
earlysta,ftsZ2,49.0408,6.538773333
earlysta,ftsZ2,14.422205,1.922960667
earlysta,ftsZ2,20.248457,2.699794267
earlysta,ftsZ2,21.189621,2.8252828
earlysta,ftsZ2,80.06248,10.67499733
earlysta,ftsZ2,70,9.333333333
earlysta,ftsZ2,123.40584,16.454112
earlysta,ftsZ2,20.22375,2.6965
earlysta,ftsZ2,61.400326,8.186710133
earlysta,ftsZ2,22.803509,3.040467867
earlysta,ftsZ2,15.811388,2.108185067
earlysta,ftsZ2,117.881294,15.71750587
earlysta,ftsZ2,23.086792,3.078238933
earlysta,ftsZ2,171.23083,22.83077733
earlysta,ftsZ2,37.336308,4.9781744
earlysta,ftsZ2,14.866069,1.982142533
earlysta,ftsZ2,103.57606,13.81014133
earlysta,ftsZ2,29.15476,3.887301333
earlysta,ftsZ2,64.93843,8.658457333
earlysta,ftsZ2,62.425957,8.323460933
earlysta,ftsZ2,152.20053,20.293404
earlysta,ftsZ2,29.832869,3.977715867
earlysta,ftsZ2,22.022715,2.936362
earlysta,ftsZ2,38.832977,5.177730267
earlysta,ftsZ2,61.03278,8.137704
earlysta,ftsZ2,23.853722,3.180496267
earlysta,ftsZ2,104.67569,13.95675867
earlysta,ftsZ2,118.186295,15.75817267
earlysta,ftsZ2,42.544094,5.672545867
earlysta,ftsZ2,63.82006,8.509341333
earlysta,ftsZ2,80.36168,10.71489067
earlysta,ftsZ2,58.463665,7.795155333
earlysta,ftsZ2,67.11929,8.949238667
earlysta,ftsZ2,28.284271,3.771236133
earlysta,ftsZ2,154.93224,20.657632
earlysta,ftsZ2,150.08331,20.011108
earlysta,ftsZ2,16.155495,2.154066
earlysta,ftsZ2,18.027756,2.4037008
earlysta,ftsZ2,139.43457,18.591276
earlysta,ftsZ2,144.67896,19.290528
earlysta,ftsZ2,23.853722,3.180496267
earlysta,ftsZ2,97.862144,13.04828587
earlysta,ftsZ2,16.124516,2.149935467
earlysta,ftsZ2,17,2.266666667
earlysta,ftsZ2,24.166092,3.2221456
earlysta,ftsZ2,24.5153,3.268706667
earlysta,ftsZ2,34.132095,4.550946
earlysta,ftsZ2,27.658634,3.687817867
earlysta,ftsZ2,31.38471,4.184628
earlysta,ftsZ2,37.48333,4.997777333
earlysta,ftsZ2,20.615528,2.748737067
earlysta,ftsZ2,22.135944,2.9514592
earlysta,ftsZ2,98.99495,13.19932667
earlysta,ftsZ2,21.213203,2.828427067
earlysta,ftsZ2,49.0408,6.538773333
earlysta,ftsZ2,181.22086,24.16278133
earlysta,ftsZ2,108.503456,14.46712747
earlysta,ftsZ2,19.924858,2.656647733
earlysta,ftsZ2,21.260292,2.8347056
earlysta,ftsZ2,109.004585,14.53394467
earlysta,ftsZ2,95.90099,12.78679867
earlysta,ftsZ2,111.01801,14.80240133
earlysta,ftsZ2,51.78803,6.905070667
earlysta,ftsZ2,117.47766,15.663688
earlysta,ftsZ2,58.5235,7.803133333
earlysta,ftsZ2,58.463665,7.795155333
earlysta,ftsZ2,29.274563,3.903275067
earlysta,ftsZ2,23.086792,3.078238933
earlysta,ftsZ2,119.36499,15.915332
earlysta,ftsZ2,93.38094,12.450792
earlysta,ftsZ2,23.537205,3.138294
earlysta,ftsZ2,32.202484,4.293664533
earlysta,ftsZ2,22.022715,2.936362
earlysta,ftsZ2,150.26976,20.035968
earlysta,ftsZ2,13,1.733333333
earlysta,ftsZ2,257.85654,34.380872
earlysta,ftsZ2,17.088007,2.278400933
earlysta,ftsZ2,152.59424,20.34589867
earlysta,ftsZ2,21.213203,2.828427067
earlysta,ftsZ2,27.073973,3.609863067
earlysta,ftsZ2,21.189621,2.8252828
earlysta,ftsZ2,48.38388,6.451184
earlysta,ftsZ2,190.79047,25.43872933
earlysta,ftsZ2,104.80935,13.97458
earlysta,ftsZ2,141.83441,18.91125467
earlysta,ftsZ2,109.3435,14.57913333
earlysta,ftsZ2,124.80785,16.64104667
earlysta,ftsZ2,63.28507,8.438009333
earlysta,ftsZ2,21.377558,2.850341067
earlysta,ftsZ2,18.867962,2.515728267
earlysta,ftsZ2,17.088007,2.278400933
earlysta,ftsZ2,20.396078,2.719477067
earlysta,ftsZ2,20.615528,2.748737067
earlysta,ftsZ2,79.429214,10.59056187
earlysta,ftsZ2,56.859474,7.5812632
earlysta,ftsZ2,81.49233,10.865644
earlysta,ftsZ2,53.712196,7.161626133
earlysta,ftsZ2,49.979996,6.663999467
earlysta,ftsZ2,163.52675,21.80356667
earlysta,ftsZ2,205.76686,27.43558133
earlysta,ftsZ2,115.952576,15.46034347
earlysta,ftsZ2,146.63219,19.55095867
earlysta,ftsZ2,23.323807,3.109840933
earlysta,ftsZ2,17.20465,2.293953333
earlysta,ftsZ2,68.154236,9.087231467
earlysta,ftsZ2,19.849434,2.6465912
earlysta,ftsZ2,152.20053,20.293404
earlysta,ftsZ2,15,2
earlysta,ftsZ2,33.54102,4.472136
earlysta,ftsZ2,44.38468,5.917957333
earlysta,ftsZ2,17.262676,2.301690133
earlysta,ftsZ2,78.08969,10.41195867
earlysta,ftsZ2,41,5.466666667
earlysta,ftsZ2,54.589375,7.278583333
earlysta,ftsZ2,53.235325,7.098043333
earlysta,ftsZ2,189.78145,25.30419333
earlysta,ftsZ2,18.384777,2.4513036
earlysta,ftsZ2,21.540659,2.872087867
earlysta,ftsZ2,34.132095,4.550946
earlysta,ftsZ2,45.276924,6.0369232
earlysta,ftsZ2,66.88796,8.918394667
earlysta,ftsZ2,34.525352,4.603380267
earlysta,ftsZ2,27.073973,3.609863067
earlysta,ftsZ2,42.953465,5.727128667
earlysta,ftsZ2,17.088007,2.278400933
earlysta,ftsZ2,18.788294,2.505105867
earlysta,ftsZ2,14.035668,1.8714224
earlysta,ftsZ2,41,5.466666667
earlysta,ftsZ2,29.068884,3.8758512
earlysta,ftsZ2,53.160137,7.088018267
earlysta,ftsZ2,204.26698,27.23559733
earlysta,ftsZ2,19.235384,2.564717867
earlysta,ftsZ2,156.69716,20.89295467
earlysta,ftsZ2,13,1.733333333
earlysta,ftsZ2,74.726166,9.9634888
earlysta,ftsZ2,44.27189,5.902918667
earlysta,ftsZ2,27.89265,3.71902
earlysta,ftsZ2,50.32892,6.710522667
earlysta,ftsZ2,73.545906,9.8061208
earlysta,ftsZ2,24.186773,3.224903067
earlysta,ftsZ2,29.068884,3.8758512
earlysta,ftsZ2,99.12618,13.216824
earlysta,ftsZ2,59.908264,7.987768533
earlysta,ftsZ2,191.14915,25.48655333
earlysta,ftsZ2,97.082436,12.9443248
earlysta,ftsZ2,25.806976,3.440930133
earlysta,ftsZ2,104.48445,13.93126
earlysta,ftsZ2,15.556349,2.074179867
earlysta,ftsZ2,26.925823,3.590109733
earlysta,ftsZ2,70.40597,9.387462667
earlysta,ftsZ2,83.52245,11.13632667
earlysta,ftsZ2,19.646883,2.6195844
earlysta,ftsZ2,52.17279,6.956372
earlysta,ftsZ2,20.09975,2.679966667
earlysta,ftsZ2,23.086792,3.078238933
earlysta,ftsZ2,70.21396,9.361861333
earlysta,ftsZ2,27.294687,3.6392916
earlysta,ftsZ2,16.27882,2.170509333
earlysta,ftsZ2,88.52683,11.80357733
earlysta,ftsZ2,15.524175,2.06989
