Growth_phase,Strain,Area_px,Area
earlylog,ura3,472.375,8.397777778
earlylog,ura3,1034.75,18.39555556
earlylog,ura3,430.25,7.648888889
earlylog,ura3,385.625,6.855555556
earlylog,ura3,306.625,5.451111111
earlylog,ura3,411.125,7.308888889
earlylog,ura3,237.375,4.22
earlylog,ura3,332.375,5.908888889
earlylog,ura3,291.625,5.184444444
earlylog,ura3,330,5.866666667
earlylog,ura3,305.875,5.437777778
earlylog,ura3,342,6.08
earlylog,ura3,227.5,4.044444444
earlylog,ura3,248.125,4.411111111
earlylog,ura3,408.25,7.257777778
earlylog,ura3,365.75,6.502222222
earlylog,ura3,209.5,3.724444444
earlylog,ura3,249,4.426666667
earlylog,ura3,579.25,10.29777778
earlylog,ura3,319.125,5.673333333
earlylog,ura3,412.875,7.34
earlylog,ura3,435,7.733333333
earlylog,ura3,341,6.062222222
earlylog,ura3,262.875,4.673333333
earlylog,ura3,249.75,4.44
earlylog,ura3,467.375,8.308888889
earlylog,ura3,497.375,8.842222222
earlylog,ura3,617.75,10.98222222
earlylog,ura3,232.625,4.135555556
earlylog,ura3,202.25,3.595555556
earlylog,ura3,217.375,3.864444444
earlylog,ura3,359.5,6.391111111
earlylog,ura3,292.5,5.2
earlylog,ura3,237.125,4.215555556
earlylog,ura3,266.125,4.731111111
earlylog,ura3,558.375,9.926666667
earlylog,ura3,254.125,4.517777778
earlylog,ura3,551.375,9.802222222
earlylog,ura3,508.75,9.044444444
earlylog,ura3,187.75,3.337777778
earlylog,ura3,268.875,4.78
earlylog,ura3,320,5.688888889
earlylog,ura3,243.25,4.324444444
earlylog,ura3,424.375,7.544444444
earlylog,ura3,446.375,7.935555556
earlylog,ura3,839.625,14.92666667
earlylog,ura3,478.875,8.513333333
earlylog,ura3,336.5,5.982222222
earlylog,ura3,324.375,5.766666667
earlylog,ura3,671.75,11.94222222
earlylog,ura3,320.5,5.697777778
earlylog,ura3,301.25,5.355555556
earlylog,ura3,237.875,4.228888889
earlylog,ura3,511.875,9.1
earlylog,ura3,365,6.488888889
earlylog,ura3,384.5,6.835555556
earlylog,ura3,427.375,7.597777778
earlylog,ura3,510.375,9.073333333
earlylog,ura3,627.75,11.16
earlylog,ura3,236.75,4.208888889
earlylog,ura3,751,13.35111111
earlylog,ura3,384.125,6.828888889
earlylog,ura3,387.25,6.884444444
earlylog,ura3,392.75,6.982222222
earlylog,ura3,581.375,10.33555556
earlylog,ura3,306.875,5.455555556
earlylog,ura3,231.625,4.117777778
earlylog,ura3,317.375,5.642222222
earlylog,ura3,281.5,5.004444444
earlylog,ura3,273.25,4.857777778
earlylog,ura3,289.875,5.153333333
earlylog,ura3,583.375,10.37111111
earlylog,ura3,235.875,4.193333333
earlylog,ura3,264.75,4.706666667
midlog,cdrS,717.5,12.75555556
midlog,cdrS,715.625,12.72222222
midlog,cdrS,1148.875,20.42444444
midlog,cdrS,646.75,11.49777778
midlog,cdrS,903.25,16.05777778
midlog,cdrS,619.125,11.00666667
midlog,cdrS,393.75,7
midlog,cdrS,286,5.084444444
midlog,cdrS,443,7.875555556
midlog,cdrS,213.625,3.797777778
midlog,cdrS,1836.25,32.64444444
midlog,cdrS,150.25,2.671111111
midlog,cdrS,446.5,7.937777778
midlog,cdrS,2062.75,36.67111111
midlog,cdrS,645.625,11.47777778
midlog,cdrS,788.375,14.01555556
midlog,cdrS,1644.625,29.23777778
midlog,cdrS,1336,23.75111111
midlog,cdrS,685.875,12.19333333
midlog,cdrS,2530.125,44.98
midlog,cdrS,422.875,7.517777778
midlog,cdrS,457.375,8.131111111
midlog,cdrS,582.25,10.35111111
midlog,cdrS,139.375,2.477777778
midlog,cdrS,1067.375,18.97555556
midlog,cdrS,2587,45.99111111
midlog,cdrS,1575.625,28.01111111
midlog,cdrS,4629.875,82.30888889
midlog,cdrS,765.5,13.60888889
midlog,cdrS,164.625,2.926666667
midlog,cdrS,347.125,6.171111111
midlog,cdrS,655.625,11.65555556
midlog,cdrS,112,1.991111111
midlog,cdrS,420,7.466666667
midlog,cdrS,487.125,8.66
midlog,cdrS,150,2.666666667
midlog,cdrS,217.375,3.864444444
midlog,cdrS,2511.25,44.64444444
midlog,cdrS,782.375,13.90888889
midlog,cdrS,850.875,15.12666667
midlog,cdrS,169.5,3.013333333
midlog,cdrS,272.25,4.84
midlog,cdrS,256.125,4.553333333
midlog,cdrS,389.125,6.917777778
midlog,cdrS,259.25,4.608888889
midlog,cdrS,8768.5,155.8844444
midlog,cdrS,822,14.61333333
midlog,cdrS,932.125,16.57111111
midlog,cdrS,477.125,8.482222222
midlog,cdrS,1249.125,22.20666667
midlog,cdrS,648,11.52
midlog,cdrS,202.25,3.595555556
midlog,cdrS,611.125,10.86444444
midlog,cdrS,133.875,2.38
midlog,cdrS,342,6.08
midlog,cdrS,488.625,8.686666667
midlog,cdrS,569.5,10.12444444
midlog,cdrS,157.375,2.797777778
midlog,cdrS,1008.875,17.93555556
midlog,cdrS,348.875,6.202222222
midlog,cdrS,2493,44.32
midlog,cdrS,728,12.94222222
midlog,cdrS,145.875,2.593333333
midlog,cdrS,885.75,15.74666667
midlog,cdrS,1233.125,21.92222222
midlog,cdrS,363.875,6.468888889
midlog,cdrS,119.625,2.126666667
midlog,cdrS,866,15.39555556
midlog,cdrS,320.875,5.704444444
midlog,cdrS,1918.125,34.1
midlog,cdrS,840.5,14.94222222
midlog,cdrS,1048.875,18.64666667
midlog,cdrS,352.625,6.268888889
midlog,cdrS,236.75,4.208888889
midlog,cdrS,884.875,15.73111111
midlog,cdrS,620.5,11.03111111
midlog,cdrS,1493.25,26.54666667
midlog,cdrS,489.375,8.7
midlog,cdrS,1139,20.24888889
midlog,cdrS,1022.75,18.18222222
midlog,cdrS,241.875,4.3
midlog,cdrS,352.375,6.264444444
midlog,cdrS,531.875,9.455555556
midlog,cdrS,3890.625,69.16666667
midlog,cdrS,384.875,6.842222222
midlog,cdrS,126.25,2.244444444
midlog,cdrS,215.125,3.824444444
midlog,cdrS,255.375,4.54
midlog,cdrS,583.75,10.37777778
midlog,cdrS,815.75,14.50222222
midlog,cdrS,1619.75,28.79555556
midlog,cdrS,698.75,12.42222222
midlog,cdrS,432.375,7.686666667
midlog,cdrS,336.875,5.988888889
midlog,cdrS,1913.75,34.02222222
midlog,cdrS,436.625,7.762222222
midlog,cdrS,799.625,14.21555556
midlog,cdrS,754.625,13.41555556
midlog,cdrS,152.375,2.708888889
midlog,cdrS,467.625,8.313333333
midlog,cdrS,391.625,6.962222222
midlog,cdrS,583.625,10.37555556
midlog,cdrS,1668.75,29.66666667
midlog,cdrS,350.375,6.228888889
midlog,cdrS,149.625,2.66
midlog,cdrS,311.375,5.535555556
midlog,cdrS,202.875,3.606666667
midlog,cdrS,116.25,2.066666667
midlog,cdrS,254.375,4.522222222
midlog,cdrS,3089.25,54.92
midlog,cdrS,108.75,1.933333333
midlog,cdrS,3957.875,70.36222222
midlog,cdrS,362.25,6.44
midlog,cdrS,544.5,9.68
midlog,cdrS,123.125,2.188888889
midlog,cdrS,292.875,5.206666667
midlog,cdrS,464.875,8.264444444
midlog,cdrS,318.375,5.66
midlog,cdrS,838.875,14.91333333
midlog,cdrS,1198.5,21.30666667
midlog,cdrS,102.875,1.828888889
midlog,cdrS,686.625,12.20666667
midlog,cdrS,435.5,7.742222222
midlog,cdrS,8264.625,146.9266667
midlog,cdrS,1245.25,22.13777778
midlog,cdrS,992.875,17.65111111
midlog,cdrS,226.25,4.022222222
midlog,cdrS,134,2.382222222
midlog,cdrS,317.5,5.644444444
midlog,cdrS,2227.875,39.60666667
midlog,cdrS,131.625,2.34
midlog,cdrS,563.625,10.02
midlog,cdrS,998.875,17.75777778
midlog,cdrS,1521.375,27.04666667
midlog,cdrS,376,6.684444444
midlog,cdrS,677.125,12.03777778
midlog,cdrS,407.125,7.237777778
midlog,cdrS,397.125,7.06
midlog,cdrS,960.5,17.07555556
midlog,cdrS,170.125,3.024444444
midlog,cdrS,109.125,1.94
midlog,cdrS,131.375,2.335555556
midlog,cdrS,147.125,2.615555556
midlog,cdrS,1019.75,18.12888889
midlog,cdrS,132,2.346666667
midlog,cdrS,427,7.591111111
midlog,cdrS,652.5,11.6
midlog,cdrS,391.875,6.966666667
midlog,cdrS,3208,57.03111111
midlog,cdrS,882.875,15.69555556
midlog,cdrS,1262.75,22.44888889
midlog,cdrS,156.875,2.788888889
midlog,cdrS,356.5,6.337777778
midlog,cdrS,332.5,5.911111111
midlog,cdrS,1169.125,20.78444444
midlog,cdrS,200.625,3.566666667
midlog,cdrS,424.75,7.551111111
midlog,cdrS,430.125,7.646666667
midlog,cdrS,409.125,7.273333333
midlog,cdrS,1055.125,18.75777778
midlog,cdrS,282.375,5.02
midlog,cdrS,889.375,15.81111111
midlog,cdrS,160.875,2.86
midlog,cdrS,105.5,1.875555556
midlog,cdrS,3925.875,69.79333333
midlog,cdrS,1386.5,24.64888889
midlog,cdrS,2050,36.44444444
midlog,cdrS,3946.625,70.16222222
midlog,cdrS,757.625,13.46888889
midlog,cdrS,6109.125,108.6066667
midlog,cdrS,2114.125,37.58444444
midlog,cdrS,555.5,9.875555556
midlog,cdrS,2137.5,38
midlog,cdrS,1562.375,27.77555556
midlog,cdrS,611.5,10.87111111
midlog,cdrS,1390.875,24.72666667
midlog,cdrS,1817,32.30222222
midlog,cdrS,3686.375,65.53555556
midlog,cdrS,352.125,6.26
midlog,cdrS,830,14.75555556
midlog,cdrS,583.75,10.37777778
midlog,cdrS,576.625,10.25111111
midlog,cdrS,2873.125,51.07777778
midlog,cdrS,222.375,3.953333333
midlog,cdrS,155.25,2.76
midlog,cdrS,877.25,15.59555556
midlog,cdrS,592.625,10.53555556
midlog,cdrS,550.75,9.791111111
midlog,cdrS,973.5,17.30666667
midlog,cdrS,461.25,8.2
midlog,cdrS,1583,28.14222222
midlog,cdrS,127.875,2.273333333
midlog,cdrS,757.625,13.46888889
midlog,cdrS,304.375,5.411111111
midlog,cdrS,749.25,13.32
midlog,cdrS,667.375,11.86444444
midlog,cdrS,1437.25,25.55111111
midlog,cdrS,380.625,6.766666667
midlog,cdrS,592.875,10.54
midlog,cdrS,987.5,17.55555556
midlog,cdrS,412.25,7.328888889
midlog,cdrS,322.5,5.733333333
midlog,cdrS,313.375,5.571111111
midlog,cdrS,637.125,11.32666667
midlog,cdrS,447.625,7.957777778
midlog,cdrS,848.375,15.08222222
midlog,cdrS,224,3.982222222
midlog,cdrS,1989.875,35.37555556
midlog,cdrS,101.75,1.808888889
midlog,cdrS,1616.375,28.73555556
midlog,cdrS,836.125,14.86444444
midlog,cdrS,2166.5,38.51555556
midlog,cdrS,132.375,2.353333333
midlog,cdrS,787.375,13.99777778
midlog,cdrS,1368.125,24.32222222
midlog,cdrS,308.875,5.491111111
midlog,cdrS,651.625,11.58444444
midlog,cdrS,1925,34.22222222
midlog,cdrS,1895.625,33.7
midlog,cdrS,599,10.64888889
midlog,cdrS,377.25,6.706666667
midlog,cdrS,301.25,5.355555556
midlog,cdrS,1059.625,18.83777778
midlog,cdrS,1625.125,28.89111111
midlog,cdrS,2285.625,40.63333333
midlog,cdrS,299.875,5.331111111
midlog,cdrS,2148.625,38.19777778
midlog,cdrS,169.125,3.006666667
midlog,cdrS,109.625,1.948888889
midlog,cdrS,237,4.213333333
midlog,cdrS,616.75,10.96444444
midlog,cdrS,224.125,3.984444444
midlog,cdrS,435.375,7.74
midlog,cdrS,547.375,9.731111111
midlog,cdrS,300.375,5.34
midlog,cdrS,248.5,4.417777778
midlog,cdrS,360.875,6.415555556
midlog,cdrS,1538.5,27.35111111
midlog,cdrS,158.5,2.817777778
midlog,cdrS,116.5,2.071111111
midlog,cdrS,353.375,6.282222222
midlog,cdrS,1418,25.20888889
midlog,cdrS,176.625,3.14
midlog,cdrS,105.875,1.882222222
midlog,cdrS,731.875,13.01111111
midlog,cdrS,308,5.475555556
midlog,cdrS,402.25,7.151111111
midlog,cdrS,209.25,3.72
midlog,cdrS,679.25,12.07555556
midlog,cdrS,259.25,4.608888889
midlog,cdrS,978.625,17.39777778
midlog,cdrS,456.75,8.12
midlog,cdrS,1676.25,29.8
midlog,cdrS,113.25,2.013333333
midlog,cdrS,1493.625,26.55333333
midlog,cdrS,338.125,6.011111111
midlog,cdrS,581.875,10.34444444
midlog,cdrS,935.875,16.63777778
midlog,cdrS,342.375,6.086666667
midlog,cdrS,308,5.475555556
midlog,cdrS,439.375,7.811111111
midlog,cdrS,1878,33.38666667
midlog,cdrS,249.5,4.435555556
midlog,cdrS,322.875,5.74
midlog,cdrS,479.25,8.52
midlog,cdrS,517.625,9.202222222
midlog,cdrS,534.5,9.502222222
midlog,cdrS,1653.75,29.4
midlog,cdrS,323.875,5.757777778
midlog,cdrS,451.375,8.024444444
midlog,cdrS,230.25,4.093333333
midlog,cdrS,345.25,6.137777778
midlog,cdrS,3291,58.50666667
midlog,cdrS,1085.375,19.29555556
midlog,cdrS,2016.375,35.84666667
midlog,cdrS,691,12.28444444
midlog,cdrS,114.625,2.037777778
midlog,cdrS,663.125,11.78888889
midlog,cdrS,398.875,7.091111111
midlog,cdrS,480,8.533333333
midlog,cdrS,638.5,11.35111111
midlog,cdrS,225.75,4.013333333
midlog,cdrS,316.5,5.626666667
midlog,cdrS,469,8.337777778
midlog,cdrS,506.875,9.011111111
midlog,cdrS,284.75,5.062222222
midlog,cdrS,495.875,8.815555556
midlog,cdrS,144.625,2.571111111
midlog,cdrS,661.625,11.76222222
midlog,cdrS,115.25,2.048888889
midlog,cdrS,463.875,8.246666667
midlog,cdrS,444.75,7.906666667
midlog,cdrS,284.875,5.064444444
midlog,cdrS,986.125,17.53111111
midlog,cdrS,464.5,8.257777778
midlog,cdrS,441.75,7.853333333
midlog,cdrS,148.625,2.642222222
midlog,cdrS,331.5,5.893333333
midlog,cdrS,246.625,4.384444444
midlog,cdrS,510,9.066666667
midlog,cdrS,668.25,11.88
midlog,cdrS,753.625,13.39777778
midlog,cdrS,135.625,2.411111111
midlog,cdrS,2192.5,38.97777778
midlog,cdrS,303.875,5.402222222
midlog,cdrS,122,2.168888889
midlog,cdrS,398.75,7.088888889
midlog,cdrS,393.625,6.997777778
midlog,cdrS,2558.875,45.49111111
midlog,cdrS,164.75,2.928888889
midlog,cdrS,392,6.968888889
midlog,cdrS,113.875,2.024444444
midlog,cdrS,174.625,3.104444444
midlog,cdrS,124.125,2.206666667
midlog,cdrS,262.5,4.666666667
midlog,cdrS,251.375,4.468888889
midlog,cdrS,338.875,6.024444444
midlog,cdrS,186.25,3.311111111
midlog,cdrS,135,2.4
midlog,cdrS,203.125,3.611111111
midlog,cdrS,157,2.791111111
midlog,cdrS,277.375,4.931111111
midlog,cdrS,510.625,9.077777778
midlog,cdrS,141.625,2.517777778
midlog,cdrS,102.375,1.82
midlog,cdrS,105.75,1.88
midlog,cdrS,2320.375,41.25111111
midlog,cdrS,1085.75,19.30222222
midlog,cdrS,3174.75,56.44
midlog,cdrS,863.5,15.35111111
midlog,cdrS,487.375,8.664444444
midlog,cdrS,546.75,9.72
midlog,cdrS,462.125,8.215555556
midlog,cdrS,1466.625,26.07333333
midlog,cdrS,388,6.897777778
midlog,cdrS,173.875,3.091111111
midlog,cdrS,1557.25,27.68444444
midlog,cdrS,396.5,7.048888889
midlog,cdrS,1340.125,23.82444444
midlog,cdrS,1908.375,33.92666667
midlog,cdrS,319.625,5.682222222
midlog,cdrS,450.25,8.004444444
midlog,cdrS,277.5,4.933333333
midlog,cdrS,196,3.484444444
midlog,cdrS,141.375,2.513333333
midlog,cdrS,952.625,16.93555556
midlog,cdrS,121,2.151111111
midlog,cdrS,635,11.28888889
midlog,cdrS,753.5,13.39555556
midlog,cdrS,979,17.40444444
midlog,cdrS,112.875,2.006666667
midlog,cdrS,1983.875,35.26888889
midlog,cdrS,1732,30.79111111
midlog,cdrS,184.875,3.286666667
midlog,cdrS,1114.875,19.82
midlog,cdrS,1763.75,31.35555556
midlog,cdrS,492.375,8.753333333
midlog,cdrS,683.375,12.14888889
midlog,cdrS,1451.875,25.81111111
midlog,cdrS,612.875,10.89555556
midlog,cdrS,391,6.951111111
midlog,cdrS,146.875,2.611111111
midlog,cdrS,637.25,11.32888889
midlog,cdrS,1392.375,24.75333333
midlog,cdrS,1128.25,20.05777778
midlog,cdrS,730.875,12.99333333
midlog,cdrS,383.75,6.822222222
midlog,cdrS,380.25,6.76
midlog,cdrS,545,9.688888889
midlog,cdrS,649.375,11.54444444
midlog,cdrS,248.5,4.417777778
midlog,cdrS,2136.625,37.98444444
midlog,cdrS,1206,21.44
midlog,cdrS,731.875,13.01111111
midlog,cdrS,1030.75,18.32444444
midlog,cdrS,188.375,3.348888889
midlog,cdrS,206.75,3.675555556
midlog,cdrS,2645.125,47.02444444
midlog,cdrS,382.625,6.802222222
midlog,cdrS,801.375,14.24666667
midlog,cdrS,615.125,10.93555556
midlog,cdrS,363,6.453333333
midlog,cdrS,302.25,5.373333333
midlog,cdrS,176.75,3.142222222
midlog,cdrS,292.375,5.197777778
midlog,cdrS,1664.5,29.59111111
midlog,cdrS,474.75,8.44
midlog,cdrS,414.625,7.371111111
midlog,cdrS,297.625,5.291111111
midlog,cdrS,208.125,3.7
midlog,cdrS,148.25,2.635555556
midlog,cdrS,593.75,10.55555556
midlog,cdrS,386.875,6.877777778
midlog,cdrS,510,9.066666667
midlog,cdrS,266.875,4.744444444
midlog,cdrS,122.375,2.175555556
midlog,cdrS,237.625,4.224444444
midlog,cdrS,2315.375,41.16222222
midlog,cdrS,1613.625,28.68666667
midlog,cdrS,842.75,14.98222222
midlog,cdrS,769.5,13.68
midlog,cdrS,143.25,2.546666667
midlog,cdrS,103.25,1.835555556
midlog,cdrS,597.875,10.62888889
midlog,cdrS,199.25,3.542222222
midlog,cdrS,620.625,11.03333333
midlog,cdrS,3570,63.46666667
midlog,cdrS,431.75,7.675555556
midlog,cdrS,1153.875,20.51333333
midlog,cdrS,135.375,2.406666667
midlog,cdrS,107.125,1.904444444
midlog,cdrS,252.125,4.482222222
midlog,cdrS,204.625,3.637777778
midlog,cdrS,391.5,6.96
midlog,cdrS,323.875,5.757777778
midlog,cdrS,257.625,4.58
midlog,cdrS,146.75,2.608888889
midlog,cdrS,354.25,6.297777778
midlog,cdrS,989.5,17.59111111
midlog,cdrS,146.625,2.606666667
midlog,cdrS,421.125,7.486666667
midlog,cdrS,2473.375,43.97111111
midlog,cdrS,1520,27.02222222
midlog,cdrS,431.75,7.675555556
midlog,cdrS,821,14.59555556
midlog,cdrS,124.625,2.215555556
midlog,cdrS,116.625,2.073333333
midlog,cdrS,2237.625,39.78
midlog,cdrS,268.625,4.775555556
midlog,cdrS,453.75,8.066666667
midlog,cdrS,1017.5,18.08888889
midlog,cdrS,215.25,3.826666667
midlog,cdrS,112.625,2.002222222
midlog,cdrS,470.5,8.364444444
midlog,cdrS,167.625,2.98
midlog,cdrS,1485.25,26.40444444
midlog,cdrS,586.5,10.42666667
midlog,cdrS,128.875,2.291111111
midlog,cdrS,1399.875,24.88666667
midlog,cdrS,131.625,2.34
midlog,cdrS,440.375,7.828888889
midlog,cdrS,1883.25,33.48
midlog,cdrS,161.375,2.868888889
midlog,cdrS,655.625,11.65555556
midlog,cdrS,504.625,8.971111111
midlog,cdrS,209.375,3.722222222
midlog,cdrS,724.75,12.88444444
midlog,cdrS,825,14.66666667
midlog,cdrS,480.125,8.535555556
midlog,cdrS,426.75,7.586666667
midlog,cdrS,696,12.37333333
midlog,cdrS,508.5,9.04
midlog,cdrS,140.5,2.497777778
midlog,cdrS,500.5,8.897777778
midlog,cdrS,484.75,8.617777778
midlog,cdrS,1001.375,17.80222222
midlog,cdrS,250.625,4.455555556
midlog,cdrS,182.75,3.248888889
midlog,cdrS,2818.625,50.10888889
midlog,cdrS,130.25,2.315555556
midlog,cdrS,1043.75,18.55555556
midlog,cdrS,483.25,8.591111111
midlog,cdrS,350.75,6.235555556
midlog,cdrS,505.875,8.993333333
midlog,cdrS,1776.125,31.57555556
midlog,cdrS,449.625,7.993333333
midlog,cdrS,447.5,7.955555556
midlog,cdrS,827.375,14.70888889
midlog,cdrS,515.75,9.168888889
midlog,cdrS,440.875,7.837777778
midlog,cdrS,284.625,5.06
midlog,cdrS,130.25,2.315555556
midlog,cdrS,127.125,2.26
midlog,cdrS,777.25,13.81777778
midlog,cdrS,482.75,8.582222222
midlog,cdrS,559.75,9.951111111
midlog,cdrS,548.5,9.751111111
midlog,cdrS,1639.375,29.14444444
midlog,cdrS,566.25,10.06666667
midlog,cdrS,705.625,12.54444444
midlog,cdrS,209.875,3.731111111
midlog,cdrS,1214.375,21.58888889
midlog,cdrS,531.125,9.442222222
midlog,cdrS,333.25,5.924444444
midlog,cdrS,565.375,10.05111111
midlog,cdrL,1943.75,34.55555556
midlog,cdrL,321.25,5.711111111
midlog,cdrL,114,2.026666667
midlog,cdrL,607.75,10.80444444
midlog,cdrL,1224.875,21.77555556
midlog,cdrL,1535.25,27.29333333
midlog,cdrL,294.75,5.24
midlog,cdrL,115.875,2.06
midlog,cdrL,522,9.28
midlog,cdrL,796.125,14.15333333
midlog,cdrL,1015.25,18.04888889
midlog,cdrL,362,6.435555556
midlog,cdrL,110.375,1.962222222
midlog,cdrL,128,2.275555556
midlog,cdrL,344.75,6.128888889
midlog,cdrL,1121.625,19.94
midlog,cdrL,995.25,17.69333333
midlog,cdrL,147.375,2.62
midlog,cdrL,2823.625,50.19777778
midlog,cdrL,1516.375,26.95777778
midlog,cdrL,1497.5,26.62222222
midlog,cdrL,194,3.448888889
midlog,cdrL,908.75,16.15555556
midlog,cdrL,156.375,2.78
midlog,cdrL,101.625,1.806666667
midlog,cdrL,161.625,2.873333333
midlog,cdrL,870.75,15.48
midlog,cdrL,111.75,1.986666667
midlog,cdrL,283.75,5.044444444
midlog,cdrL,167.5,2.977777778
midlog,cdrL,205.875,3.66
midlog,cdrL,2003.875,35.62444444
midlog,cdrL,512.125,9.104444444
midlog,cdrL,158,2.808888889
midlog,cdrL,333.25,5.924444444
midlog,cdrL,157.5,2.8
midlog,cdrL,108.25,1.924444444
midlog,cdrL,252.75,4.493333333
midlog,cdrL,1346.125,23.93111111
midlog,cdrL,150.75,2.68
midlog,cdrL,161.625,2.873333333
midlog,cdrL,305,5.422222222
midlog,cdrL,100.75,1.791111111
midlog,cdrL,337.875,6.006666667
midlog,cdrL,910.75,16.19111111
midlog,cdrL,157.875,2.806666667
midlog,cdrL,396.375,7.046666667
midlog,cdrL,104.125,1.851111111
midlog,cdrL,905.125,16.09111111
midlog,cdrL,406.75,7.231111111
midlog,cdrL,4491.25,79.84444444
midlog,cdrL,309.75,5.506666667
midlog,cdrL,197.125,3.504444444
midlog,cdrL,466.75,8.297777778
midlog,cdrL,197.125,3.504444444
midlog,cdrL,126.5,2.248888889
midlog,cdrL,360.875,6.415555556
midlog,cdrL,477.125,8.482222222
midlog,cdrL,471.375,8.38
midlog,cdrL,136.625,2.428888889
midlog,cdrL,509.625,9.06
midlog,cdrL,369.875,6.575555556
midlog,cdrL,799,14.20444444
midlog,cdrL,892.375,15.86444444
midlog,cdrL,449.125,7.984444444
midlog,cdrL,748.125,13.3
midlog,cdrL,120.625,2.144444444
midlog,cdrL,2222.625,39.51333333
midlog,cdrL,316.625,5.628888889
midlog,cdrL,142.875,2.54
midlog,cdrL,1689,30.02666667
midlog,cdrL,765.875,13.61555556
midlog,cdrL,871.625,15.49555556
midlog,cdrL,393.25,6.991111111
midlog,cdrL,2362.5,42
midlog,cdrL,391.375,6.957777778
midlog,cdrL,205,3.644444444
midlog,cdrL,108.125,1.922222222
midlog,cdrL,320,5.688888889
midlog,cdrL,314,5.582222222
midlog,cdrL,801.75,14.25333333
midlog,cdrL,178.5,3.173333333
midlog,cdrL,262.375,4.664444444
midlog,cdrL,982.125,17.46
midlog,cdrL,285.125,5.068888889
midlog,cdrL,608,10.80888889
midlog,cdrL,245.25,4.36
midlog,cdrL,1988.125,35.34444444
midlog,cdrL,126.875,2.255555556
midlog,cdrL,479.5,8.524444444
midlog,cdrL,387.5,6.888888889
midlog,cdrL,722.875,12.85111111
midlog,cdrL,512.25,9.106666667
midlog,cdrL,2163.125,38.45555556
midlog,cdrL,155.375,2.762222222
midlog,cdrL,341.625,6.073333333
midlog,cdrL,351.375,6.246666667
midlog,cdrL,250.375,4.451111111
midlog,cdrL,548.125,9.744444444
midlog,cdrL,1290.125,22.93555556
midlog,cdrL,289.125,5.14
midlog,cdrL,1076.375,19.13555556
midlog,cdrL,137,2.435555556
midlog,cdrL,1019,18.11555556
midlog,cdrL,107,1.902222222
midlog,cdrL,112,1.991111111
midlog,cdrL,123.625,2.197777778
midlog,cdrL,470.875,8.371111111
midlog,cdrL,378.75,6.733333333
midlog,cdrL,1455.625,25.87777778
midlog,cdrL,124.375,2.211111111
midlog,cdrL,106.375,1.891111111
midlog,cdrL,146.75,2.608888889
midlog,cdrL,125,2.222222222
midlog,cdrL,760.875,13.52666667
midlog,cdrL,341.75,6.075555556
midlog,cdrL,568.75,10.11111111
midlog,cdrL,224.625,3.993333333
midlog,cdrL,124,2.204444444
midlog,cdrL,220.125,3.913333333
midlog,cdrL,121.375,2.157777778
midlog,cdrL,236.875,4.211111111
midlog,cdrL,1821.625,32.38444444
midlog,cdrL,205.75,3.657777778
midlog,cdrL,1371.125,24.37555556
midlog,cdrL,194.125,3.451111111
midlog,cdrL,116.5,2.071111111
midlog,cdrL,381.5,6.782222222
midlog,cdrL,139.625,2.482222222
midlog,cdrL,579.875,10.30888889
midlog,cdrL,320.125,5.691111111
midlog,cdrL,138,2.453333333
midlog,cdrL,117.375,2.086666667
midlog,cdrL,869.125,15.45111111
midlog,cdrL,137.75,2.448888889
midlog,cdrL,440.375,7.828888889
midlog,cdrL,242.375,4.308888889
midlog,cdrL,1499,26.64888889
midlog,cdrL,496.875,8.833333333
midlog,cdrL,560.625,9.966666667
midlog,cdrL,1234.75,21.95111111
midlog,cdrL,4072.125,72.39333333
midlog,cdrL,514.875,9.153333333
midlog,cdrL,374.25,6.653333333
midlog,cdrL,240.625,4.277777778
midlog,cdrL,342.5,6.088888889
midlog,cdrL,454,8.071111111
midlog,cdrL,128.625,2.286666667
midlog,cdrL,518.75,9.222222222
midlog,cdrL,4507.75,80.13777778
midlog,cdrL,3381.75,60.12
midlog,cdrL,143.75,2.555555556
midlog,cdrL,101.875,1.811111111
midlog,cdrL,473.125,8.411111111
midlog,cdrL,1951.375,34.69111111
midlog,cdrL,251.75,4.475555556
midlog,cdrL,133.875,2.38
midlog,cdrL,1515.125,26.93555556
midlog,cdrL,207.125,3.682222222
midlog,cdrL,370.875,6.593333333
midlog,cdrL,247.875,4.406666667
midlog,cdrL,222,3.946666667
midlog,cdrL,291.625,5.184444444
midlog,cdrL,512.625,9.113333333
midlog,cdrL,1931.5,34.33777778
midlog,cdrL,158,2.808888889
midlog,cdrL,125.5,2.231111111
midlog,cdrL,731.625,13.00666667
midlog,cdrL,2823.375,50.19333333
midlog,cdrL,104.125,1.851111111
midlog,cdrL,877.375,15.59777778
midlog,cdrL,263.125,4.677777778
midlog,cdrL,372.125,6.615555556
midlog,cdrL,725.25,12.89333333
midlog,cdrL,213.75,3.8
midlog,cdrL,383.125,6.811111111
midlog,cdrL,746.75,13.27555556
midlog,cdrL,570.25,10.13777778
midlog,cdrL,179.5,3.191111111
midlog,cdrL,150.25,2.671111111
midlog,cdrL,345.125,6.135555556
midlog,cdrL,737.75,13.11555556
midlog,cdrL,350.625,6.233333333
midlog,cdrL,247.75,4.404444444
midlog,cdrL,223.5,3.973333333
midlog,cdrL,305.25,5.426666667
midlog,cdrL,161.75,2.875555556
midlog,cdrL,109.625,1.948888889
