Growth_phase,Strain,Area_px,Area
earlysta,cdrL,220.625,3.922222222
earlysta,cdrL,426.125,7.575555556
earlysta,cdrL,134.125,2.384444444
earlysta,cdrL,106.25,1.888888889
earlysta,cdrL,200.375,3.562222222
earlysta,cdrL,127.75,2.271111111
earlysta,cdrL,1846.625,32.82888889
earlysta,cdrL,234.375,4.166666667
earlysta,cdrL,426.375,7.58
earlysta,cdrL,100.75,1.791111111
earlysta,cdrL,200.75,3.568888889
earlysta,cdrL,114.25,2.031111111
earlysta,cdrL,459.375,8.166666667
earlysta,cdrL,454.75,8.084444444
earlysta,cdrL,596.5,10.60444444
earlysta,cdrL,287.25,5.106666667
earlysta,cdrL,431.375,7.668888889
earlysta,cdrL,655.5,11.65333333
earlysta,cdrL,238,4.231111111
earlysta,cdrL,371.125,6.597777778
earlysta,cdrL,472.5,8.4
earlysta,cdrL,292.5,5.2
earlysta,cdrL,110.5,1.964444444
earlysta,cdrL,1076,19.12888889
earlysta,cdrL,839.5,14.92444444
earlysta,cdrL,150.625,2.677777778
earlysta,cdrL,168.5,2.995555556
earlysta,cdrL,639,11.36
earlysta,cdrL,402,7.146666667
earlysta,cdrL,1959.125,34.82888889
earlysta,cdrL,783.625,13.93111111
earlysta,cdrL,264.375,4.7
earlysta,cdrL,200.625,3.566666667
earlysta,cdrL,253.25,4.502222222
earlysta,cdrL,172.875,3.073333333
earlysta,cdrL,273.375,4.86
earlysta,cdrL,614.75,10.92888889
earlysta,cdrL,133.5,2.373333333
earlysta,cdrL,153.75,2.733333333
earlysta,cdrL,133,2.364444444
earlysta,cdrL,180.5,3.208888889
earlysta,cdrL,531.5,9.448888889
earlysta,cdrL,109.75,1.951111111
earlysta,cdrL,528,9.386666667
earlysta,cdrL,410.25,7.293333333
earlysta,cdrL,109.875,1.953333333
earlysta,cdrL,325.5,5.786666667
earlysta,cdrL,137.375,2.442222222
earlysta,cdrL,1148.875,20.42444444
earlysta,cdrL,132.5,2.355555556
earlysta,cdrL,307.5,5.466666667
earlysta,cdrL,717.5,12.75555556
earlysta,cdrL,253.25,4.502222222
earlysta,cdrL,386,6.862222222
earlysta,cdrL,111.5,1.982222222
earlysta,cdrL,101.375,1.802222222
earlysta,cdrL,220.5,3.92
earlysta,cdrL,1469,26.11555556
earlysta,cdrL,944,16.78222222
earlysta,cdrL,152.5,2.711111111
earlysta,cdrL,440,7.822222222
earlysta,cdrL,202.625,3.602222222
earlysta,cdrL,102.125,1.815555556
earlysta,cdrL,361.25,6.422222222
earlysta,cdrL,1435,25.51111111
earlysta,cdrL,904.75,16.08444444
earlysta,cdrL,2700,48
earlysta,cdrL,214.625,3.815555556
earlysta,cdrL,263.625,4.686666667
earlysta,cdrL,117.375,2.086666667
earlysta,cdrL,342.125,6.082222222
earlysta,cdrL,229.875,4.086666667
earlysta,cdrL,265.375,4.717777778
earlysta,cdrL,104.5,1.857777778
earlysta,cdrL,2076.375,36.91333333
earlysta,cdrL,558.875,9.935555556
earlysta,cdrL,181.625,3.228888889
earlysta,cdrL,582.75,10.36
earlysta,cdrL,179.375,3.188888889
earlysta,cdrL,419,7.448888889
earlysta,cdrL,1201.5,21.36
earlysta,cdrL,259.75,4.617777778
earlysta,cdrL,391.625,6.962222222
earlysta,cdrL,462.75,8.226666667
earlysta,cdrL,304.625,5.415555556
earlysta,cdrL,370.875,6.593333333
earlysta,cdrL,584.875,10.39777778
earlysta,cdrL,408.875,7.268888889
earlysta,cdrL,765.125,13.60222222
earlysta,cdrL,259.125,4.606666667
earlysta,cdrL,312.25,5.551111111
earlysta,cdrL,1210.25,21.51555556
earlysta,cdrL,180.25,3.204444444
earlysta,cdrL,302.5,5.377777778
earlysta,cdrL,268.5,4.773333333
earlysta,cdrL,275.125,4.891111111
earlysta,cdrL,151.375,2.691111111
earlysta,cdrL,394.375,7.011111111
earlysta,cdrL,118,2.097777778
earlysta,cdrL,1199.125,21.31777778
earlysta,cdrL,221.625,3.94
earlysta,cdrL,493.75,8.777777778
earlysta,cdrL,553.75,9.844444444
earlysta,cdrL,411.875,7.322222222
earlysta,cdrL,415.125,7.38
earlysta,cdrL,192.375,3.42
earlysta,cdrL,644.125,11.45111111
earlysta,cdrL,355,6.311111111
earlysta,cdrL,218,3.875555556
earlysta,cdrL,358.125,6.366666667
earlysta,cdrL,411.25,7.311111111
earlysta,cdrL,270.5,4.808888889
earlysta,cdrL,271.375,4.824444444
earlysta,cdrL,186,3.306666667
earlysta,cdrL,368.25,6.546666667
earlysta,cdrL,140.25,2.493333333
earlysta,cdrL,1349.25,23.98666667
earlysta,cdrL,304.125,5.406666667
earlysta,cdrL,636.625,11.31777778
earlysta,cdrL,321.75,5.72
earlysta,cdrL,306,5.44
earlysta,cdrL,504,8.96
earlysta,cdrL,2028.125,36.05555556
earlysta,cdrL,168.875,3.002222222
earlysta,cdrL,291,5.173333333
earlysta,cdrL,223.75,3.977777778
earlysta,cdrL,190.375,3.384444444
earlysta,cdrL,255.625,4.544444444
earlysta,cdrL,364.875,6.486666667
earlysta,cdrL,559.625,9.948888889
earlysta,cdrL,226.875,4.033333333
earlysta,cdrL,300.125,5.335555556
earlysta,cdrL,230.5,4.097777778
earlysta,cdrL,158.875,2.824444444
earlysta,cdrL,282,5.013333333
earlysta,cdrL,950.125,16.89111111
earlysta,cdrL,279.5,4.968888889
earlysta,cdrL,184.625,3.282222222
earlysta,cdrL,520.125,9.246666667
earlysta,cdrL,235.125,4.18
earlysta,cdrL,259.375,4.611111111
earlysta,cdrL,366.75,6.52
earlysta,cdrL,480,8.533333333
earlysta,cdrL,2089,37.13777778
earlysta,cdrL,339.5,6.035555556
earlysta,cdrL,1458.875,25.93555556
earlysta,cdrL,866.5,15.40444444
earlysta,cdrL,319.75,5.684444444
earlysta,cdrL,345.5,6.142222222
earlysta,cdrL,363.75,6.466666667
earlysta,cdrL,547.5,9.733333333
earlysta,cdrL,382,6.791111111
earlysta,cdrL,559.5,9.946666667
earlysta,cdrL,960.5,17.07555556
earlysta,cdrL,171.625,3.051111111
earlysta,cdrL,124.75,2.217777778
earlysta,cdrL,215,3.822222222
earlysta,cdrL,320,5.688888889
earlysta,cdrL,307.25,5.462222222
earlysta,cdrL,469.875,8.353333333
earlysta,cdrL,308.25,5.48
earlysta,cdrL,615,10.93333333
earlysta,cdrL,309.5,5.502222222
earlysta,cdrL,815.875,14.50444444
earlysta,cdrL,179.5,3.191111111
earlysta,cdrL,393.75,7
earlysta,cdrL,300.875,5.348888889
earlysta,cdrL,141.125,2.508888889
earlysta,cdrL,315.5,5.608888889
earlysta,cdrL,268.5,4.773333333
earlysta,cdrL,259.875,4.62
earlysta,cdrL,294.25,5.231111111
earlysta,cdrL,112.125,1.993333333
earlysta,cdrL,401.625,7.14
earlysta,cdrL,726.5,12.91555556
earlysta,cdrL,273.25,4.857777778
earlysta,cdrL,371.75,6.608888889
earlysta,cdrL,174,3.093333333
earlysta,cdrL,229.125,4.073333333
earlysta,cdrL,296.5,5.271111111
earlysta,cdrL,172.25,3.062222222
earlysta,cdrL,240.75,4.28
earlysta,cdrL,108.75,1.933333333
earlysta,cdrL,471.875,8.388888889
earlysta,cdrL,104.625,1.86
earlysta,cdrL,248.625,4.42
earlysta,cdrL,231.75,4.12
earlysta,cdrL,240.375,4.273333333
earlysta,cdrL,1318.5,23.44
earlysta,cdrL,291.125,5.175555556
earlysta,cdrL,354.5,6.302222222
earlysta,cdrL,433.25,7.702222222
earlysta,cdrL,411.625,7.317777778
earlysta,cdrL,304.25,5.408888889
earlysta,cdrL,361.375,6.424444444
earlysta,cdrL,307.5,5.466666667
earlysta,cdrL,265.5,4.72
earlysta,cdrL,233.75,4.155555556
earlysta,cdrL,1035.125,18.40222222
earlysta,cdrL,141.5,2.515555556
earlysta,cdrL,248.5,4.417777778
earlysta,cdrL,120.875,2.148888889
earlysta,cdrL,1805.25,32.09333333
earlysta,cdrL,685.5,12.18666667
earlysta,cdrL,392.75,6.982222222
earlysta,cdrL,128,2.275555556
earlysta,cdrL,275.25,4.893333333
earlysta,cdrL,187.75,3.337777778
earlysta,cdrL,188.75,3.355555556
earlysta,cdrL,1258.875,22.38
earlysta,cdrL,301.5,5.36
earlysta,cdrL,113.25,2.013333333
earlysta,cdrL,460.625,8.188888889
earlysta,cdrL,233.375,4.148888889
earlysta,cdrL,236.625,4.206666667
earlysta,cdrL,836.625,14.87333333
earlysta,cdrL,140,2.488888889
earlysta,cdrL,570.875,10.14888889
earlysta,cdrL,1850.25,32.89333333
earlysta,cdrL,907.875,16.14
earlysta,cdrL,256.75,4.564444444
earlysta,cdrL,568.125,10.1
earlysta,cdrL,663.25,11.79111111
earlysta,cdrL,175.25,3.115555556
earlysta,cdrL,215.5,3.831111111
earlysta,cdrL,196.5,3.493333333
earlysta,cdrL,104.875,1.864444444
earlysta,cdrL,1022.375,18.17555556
earlysta,cdrL,168.5,2.995555556
earlysta,cdrL,389.875,6.931111111
earlysta,cdrL,233.5,4.151111111
earlysta,cdrL,729.375,12.96666667
earlysta,cdrL,1138.5,20.24
earlysta,cdrL,344.75,6.128888889
earlysta,cdrL,289.125,5.14
earlysta,cdrL,1309.625,23.28222222
earlysta,cdrL,212.875,3.784444444
earlysta,cdrL,400.625,7.122222222
earlysta,cdrL,548,9.742222222
earlysta,cdrL,204.125,3.628888889
earlysta,cdrL,334,5.937777778
earlysta,cdrL,214.25,3.808888889
earlysta,cdrL,110.25,1.96
earlysta,cdrL,465.5,8.275555556
earlysta,cdrL,305.25,5.426666667
earlysta,cdrL,2378.25,42.28
earlysta,cdrL,109,1.937777778
earlysta,cdrL,489.5,8.702222222
earlysta,cdrL,453.125,8.055555556
earlysta,cdrL,414.5,7.368888889
earlysta,cdrL,256.75,4.564444444
earlysta,cdrL,403.125,7.166666667
earlysta,cdrL,216.625,3.851111111
earlysta,cdrL,276.5,4.915555556
earlysta,cdrL,276.125,4.908888889
earlysta,cdrL,387.875,6.895555556
earlysta,cdrL,625.625,11.12222222
earlysta,cdrL,193,3.431111111
earlysta,cdrL,231.875,4.122222222
earlysta,cdrL,176.125,3.131111111
earlysta,cdrL,1855.125,32.98
earlysta,cdrL,101.25,1.8
earlysta,cdrL,174.125,3.095555556
earlysta,cdrL,402.375,7.153333333
earlysta,cdrL,629.625,11.19333333
earlysta,cdrL,263,4.675555556
earlysta,cdrL,331.125,5.886666667
earlysta,cdrL,306,5.44
earlysta,cdrL,288.625,5.131111111
earlysta,cdrL,157.25,2.795555556
earlysta,cdrL,349.75,6.217777778
earlysta,cdrL,962.625,17.11333333
earlysta,cdrL,1069.375,19.01111111
earlysta,cdrL,1098.5,19.52888889
earlysta,cdrL,227.25,4.04
earlysta,cdrL,418.875,7.446666667
earlysta,cdrL,385.75,6.857777778
earlysta,cdrL,307.75,5.471111111
earlysta,cdrL,254.625,4.526666667
earlysta,cdrL,128.5,2.284444444
earlysta,cdrL,435.625,7.744444444
earlysta,cdrL,107,1.902222222
earlysta,cdrL,136,2.417777778
earlysta,cdrL,113,2.008888889
earlysta,cdrL,113,2.008888889
earlysta,cdrL,214.625,3.815555556
earlysta,cdrL,566.25,10.06666667
earlysta,cdrL,132.5,2.355555556
earlysta,cdrL,1101.875,19.58888889
earlysta,cdrL,255.5,4.542222222
earlysta,cdrL,389.625,6.926666667
earlysta,cdrL,507,9.013333333
earlysta,cdrL,130,2.311111111
earlysta,cdrL,139.375,2.477777778
earlysta,cdrL,2781.875,49.45555556
earlysta,cdrL,212.375,3.775555556
earlysta,cdrL,686.75,12.20888889
earlysta,cdrL,125.875,2.237777778
earlysta,cdrL,107.25,1.906666667
earlysta,cdrL,174,3.093333333
earlysta,cdrL,109.25,1.942222222
earlysta,cdrL,100.75,1.791111111
earlysta,cdrL,131.75,2.342222222
earlysta,cdrL,1311.625,23.31777778
earlysta,cdrL,760.375,13.51777778
earlysta,cdrL,485.125,8.624444444
earlysta,cdrL,309,5.493333333
earlysta,cdrL,474.25,8.431111111
earlysta,cdrL,358.25,6.368888889
earlysta,cdrL,167.5,2.977777778
earlysta,cdrL,321.625,5.717777778
earlysta,cdrL,301.125,5.353333333
earlysta,cdrL,756.25,13.44444444
earlysta,cdrL,511,9.084444444
earlysta,cdrL,1591.625,28.29555556
earlysta,cdrL,903,16.05333333
earlysta,cdrL,1161,20.64
earlysta,cdrL,103.125,1.833333333
earlysta,cdrL,212.75,3.782222222
earlysta,cdrL,321.375,5.713333333
earlysta,cdrL,2294.125,40.78444444
earlysta,cdrL,1190.125,21.15777778
earlysta,cdrL,499.625,8.882222222
earlysta,cdrL,2267.75,40.31555556
earlysta,cdrL,251,4.462222222
earlysta,cdrL,1087.875,19.34
earlysta,cdrL,232.75,4.137777778
earlysta,cdrL,1304.875,23.19777778
earlysta,cdrL,153.5,2.728888889
earlysta,cdrL,1089.375,19.36666667
earlysta,cdrL,1408.25,25.03555556
earlysta,cdrL,364.875,6.486666667
earlysta,cdrL,243,4.32
earlysta,cdrL,693.375,12.32666667
earlysta,cdrL,276.875,4.922222222
earlysta,cdrL,859.875,15.28666667
earlysta,cdrL,648.375,11.52666667
earlysta,cdrL,130.5,2.32
earlysta,cdrL,572.25,10.17333333
earlysta,cdrL,184.875,3.286666667
earlysta,cdrL,212,3.768888889
earlysta,cdrL,224.5,3.991111111
earlysta,cdrL,1695.125,30.13555556
earlysta,cdrL,213,3.786666667
earlysta,cdrL,1002.875,17.82888889
earlysta,cdrL,568.375,10.10444444
earlysta,cdrL,1150.125,20.44666667
earlysta,cdrL,216.75,3.853333333
earlysta,cdrL,458.625,8.153333333
earlysta,cdrL,163.75,2.911111111
earlysta,cdrL,329.5,5.857777778
earlysta,cdrL,741.75,13.18666667
earlysta,cdrL,309.75,5.506666667
earlysta,cdrL,325,5.777777778
earlysta,cdrL,330.125,5.868888889
earlysta,cdrL,101.125,1.797777778
earlysta,cdrL,362.875,6.451111111
earlysta,cdrL,299,5.315555556
earlysta,cdrL,428.875,7.624444444
earlysta,cdrL,123.875,2.202222222
earlysta,cdrL,351.875,6.255555556
earlysta,cdrL,328.625,5.842222222
earlysta,cdrL,217.375,3.864444444
earlysta,cdrL,308.375,5.482222222
earlysta,cdrL,405,7.2
earlysta,cdrL,909.875,16.17555556
earlysta,cdrL,329.75,5.862222222
earlysta,cdrL,1565.625,27.83333333
earlysta,cdrL,187,3.324444444
earlysta,cdrL,237.25,4.217777778
earlysta,cdrL,239.875,4.264444444
earlysta,cdrL,162.625,2.891111111
earlysta,cdrL,395.5,7.031111111
earlysta,cdrL,215.25,3.826666667
earlysta,cdrL,335.5,5.964444444
earlysta,cdrL,107.125,1.904444444
earlysta,cdrL,165.5,2.942222222
earlysta,cdrL,153.625,2.731111111
earlysta,cdrL,271.125,4.82
earlysta,cdrL,598.25,10.63555556
earlysta,cdrL,146,2.595555556
earlysta,cdrL,173.125,3.077777778
earlysta,cdrL,132.75,2.36
earlysta,cdrL,1116.125,19.84222222
earlysta,cdrL,1058.25,18.81333333
earlysta,cdrL,387.75,6.893333333
earlysta,cdrL,199.875,3.553333333
earlysta,cdrL,136.25,2.422222222
earlysta,cdrL,181.75,3.231111111
earlysta,ftsZ2,533,9.475555556
earlysta,ftsZ2,1360.125,24.18
earlysta,ftsZ2,400.5,7.12
earlysta,ftsZ2,116,2.062222222
earlysta,ftsZ2,1696.875,30.16666667
earlysta,ftsZ2,227.375,4.042222222
earlysta,ftsZ2,103.625,1.842222222
earlysta,ftsZ2,182.125,3.237777778
earlysta,ftsZ2,458.75,8.155555556
earlysta,ftsZ2,183.25,3.257777778
earlysta,ftsZ2,3070.875,54.59333333
earlysta,ftsZ2,375.25,6.671111111
earlysta,ftsZ2,718.375,12.77111111
earlysta,ftsZ2,120.375,2.14
earlysta,ftsZ2,1534,27.27111111
earlysta,ftsZ2,624,11.09333333
earlysta,ftsZ2,100.5,1.786666667
earlysta,ftsZ2,154.875,2.753333333
earlysta,ftsZ2,2647.375,47.06444444
earlysta,ftsZ2,389.5,6.924444444
earlysta,ftsZ2,286.875,5.1
earlysta,ftsZ2,115.875,2.06
earlysta,ftsZ2,616.625,10.96222222
earlysta,ftsZ2,439.75,7.817777778
earlysta,ftsZ2,148.375,2.637777778
earlysta,ftsZ2,145.625,2.588888889
earlysta,ftsZ2,1439.25,25.58666667
earlysta,ftsZ2,153.625,2.731111111
earlysta,ftsZ2,2794.875,49.68666667
earlysta,ftsZ2,1092,19.41333333
earlysta,ftsZ2,272.75,4.848888889
earlysta,ftsZ2,153.5,2.728888889
earlysta,ftsZ2,891.75,15.85333333
earlysta,ftsZ2,132,2.346666667
earlysta,ftsZ2,136.25,2.422222222
earlysta,ftsZ2,546.625,9.717777778
earlysta,ftsZ2,116.375,2.068888889
earlysta,ftsZ2,109.125,1.94
earlysta,ftsZ2,210.125,3.735555556
earlysta,ftsZ2,103.625,1.842222222
earlysta,ftsZ2,100.375,1.784444444
earlysta,ftsZ2,341.125,6.064444444
earlysta,ftsZ2,143.625,2.553333333
earlysta,ftsZ2,146.25,2.6
earlysta,ftsZ2,371.125,6.597777778
earlysta,ftsZ2,238.625,4.242222222
earlysta,ftsZ2,613,10.89777778
earlysta,ftsZ2,311.875,5.544444444
earlysta,ftsZ2,840.875,14.94888889
earlysta,ftsZ2,167,2.968888889
earlysta,ftsZ2,166.375,2.957777778
earlysta,ftsZ2,813.375,14.46
earlysta,ftsZ2,366.375,6.513333333
earlysta,ftsZ2,331.5,5.893333333
earlysta,ftsZ2,1380.125,24.53555556
earlysta,ftsZ2,621.25,11.04444444
earlysta,ftsZ2,103.375,1.837777778
earlysta,ftsZ2,175.625,3.122222222
earlysta,ftsZ2,1435.75,25.52444444
earlysta,ftsZ2,339.75,6.04
earlysta,ftsZ2,2141.375,38.06888889
earlysta,ftsZ2,135,2.4
earlysta,ftsZ2,336.625,5.984444444
earlysta,ftsZ2,1673.375,29.74888889
earlysta,ftsZ2,119.25,2.12
earlysta,ftsZ2,290.25,5.16
earlysta,ftsZ2,211.25,3.755555556
earlysta,ftsZ2,102.75,1.826666667
earlysta,ftsZ2,117.75,2.093333333
earlysta,ftsZ2,137.625,2.446666667
earlysta,ftsZ2,498.5,8.862222222
earlysta,ftsZ2,194.375,3.455555556
earlysta,ftsZ2,1034,18.38222222
earlysta,ftsZ2,147.25,2.617777778
earlysta,ftsZ2,198.875,3.535555556
earlysta,ftsZ2,1123.5,19.97333333
earlysta,ftsZ2,460.75,8.191111111
earlysta,ftsZ2,414.875,7.375555556
earlysta,ftsZ2,614.125,10.91777778
earlysta,ftsZ2,2270.75,40.36888889
earlysta,ftsZ2,126,2.24
earlysta,ftsZ2,131.5,2.337777778
earlysta,ftsZ2,102.375,1.82
earlysta,ftsZ2,111.125,1.975555556
earlysta,ftsZ2,110.75,1.968888889
earlysta,ftsZ2,444.5,7.902222222
earlysta,ftsZ2,146.75,2.608888889
earlysta,ftsZ2,101.75,1.808888889
earlysta,ftsZ2,169.875,3.02
earlysta,ftsZ2,397.25,7.062222222
earlysta,ftsZ2,2854.875,50.75333333
earlysta,ftsZ2,1210.25,21.51555556
earlysta,ftsZ2,137.625,2.446666667
earlysta,ftsZ2,382,6.791111111
earlysta,ftsZ2,206,3.662222222
earlysta,ftsZ2,188.875,3.357777778
earlysta,ftsZ2,401.875,7.144444444
earlysta,ftsZ2,506.625,9.006666667
earlysta,ftsZ2,209.375,3.722222222
earlysta,ftsZ2,716.125,12.73111111
earlysta,ftsZ2,264,4.693333333
earlysta,ftsZ2,1101,19.57333333
earlysta,ftsZ2,407.5,7.244444444
earlysta,ftsZ2,119,2.115555556
earlysta,ftsZ2,100.125,1.78
earlysta,ftsZ2,963.125,17.12222222
earlysta,ftsZ2,566.875,10.07777778
earlysta,ftsZ2,878.75,15.62222222
earlysta,ftsZ2,260.125,4.624444444
earlysta,ftsZ2,188.375,3.348888889
earlysta,ftsZ2,668.875,11.89111111
earlysta,ftsZ2,659.375,11.72222222
earlysta,ftsZ2,979.375,17.41111111
earlysta,ftsZ2,925.5,16.45333333
earlysta,ftsZ2,237.75,4.226666667
earlysta,ftsZ2,153.875,2.735555556
earlysta,ftsZ2,726.25,12.91111111
earlysta,ftsZ2,2356.25,41.88888889
earlysta,ftsZ2,360.75,6.413333333
earlysta,ftsZ2,126,2.24
earlysta,ftsZ2,210.5,3.742222222
earlysta,ftsZ2,865.125,15.38
earlysta,ftsZ2,389.75,6.928888889
earlysta,ftsZ2,143.75,2.555555556
earlysta,ftsZ2,542.875,9.651111111
earlysta,ftsZ2,217.125,3.86
earlysta,ftsZ2,299.875,5.331111111
earlysta,ftsZ2,118.25,2.102222222
earlysta,ftsZ2,219.375,3.9
earlysta,ftsZ2,1214.125,21.58444444
earlysta,ftsZ2,178.125,3.166666667
earlysta,ftsZ2,1644.25,29.23111111
earlysta,ftsZ2,176.125,3.131111111
earlysta,ftsZ2,429.125,7.628888889
earlysta,ftsZ2,1184.5,21.05777778
earlysta,ftsZ2,131.5,2.337777778
earlysta,ftsZ2,165.125,2.935555556
earlysta,ftsZ2,111.25,1.977777778
earlysta,ftsZ2,741.125,13.17555556
earlysta,ftsZ2,1669.625,29.68222222
earlysta,ftsZ2,185,3.288888889
earlysta,ftsZ2,122.75,2.182222222
earlysta,ftsZ2,940.125,16.71333333
earlysta,ftsZ2,576.25,10.24444444
earlysta,ftsZ2,883.25,15.70222222
earlysta,ftsZ2,267.875,4.762222222
earlysta,ftsZ2,926,16.46222222
earlysta,ftsZ2,130.875,2.326666667
earlysta,ftsZ2,108.125,1.922222222
earlysta,ftsZ2,389.25,6.92
earlysta,ftsZ2,993.75,17.66666667
earlysta,ftsZ2,836.125,14.86444444
earlysta,ftsZ2,267,4.746666667
earlysta,ftsZ2,550.375,9.784444444
earlysta,ftsZ2,218.5,3.884444444
earlysta,ftsZ2,244.125,4.34
earlysta,ftsZ2,246.5,4.382222222
earlysta,ftsZ2,532.875,9.473333333
earlysta,ftsZ2,677.5,12.04444444
earlysta,ftsZ2,228.375,4.06
earlysta,ftsZ2,329.75,5.862222222
earlysta,ftsZ2,258.375,4.593333333
earlysta,ftsZ2,107.25,1.906666667
earlysta,ftsZ2,135,2.4
earlysta,ftsZ2,763.25,13.56888889
earlysta,ftsZ2,766.125,13.62
earlysta,ftsZ2,171.375,3.046666667
earlysta,ftsZ2,529.625,9.415555556
earlysta,ftsZ2,140.875,2.504444444
earlysta,ftsZ2,661.5,11.76
earlysta,ftsZ2,533.5,9.484444444
earlysta,ftsZ2,237,4.213333333
earlysta,ftsZ2,387.5,6.888888889
earlysta,ftsZ2,353.875,6.291111111
earlysta,ftsZ2,107.125,1.904444444
earlysta,ftsZ2,251,4.462222222
earlysta,ftsZ2,286.625,5.095555556
earlysta,ftsZ2,168.75,3
earlysta,ftsZ2,107,1.902222222
earlysta,ftsZ2,1795.625,31.92222222
earlysta,ftsZ2,657,11.68
earlysta,ftsZ2,286.25,5.088888889
earlysta,ftsZ2,499.25,8.875555556
earlysta,ftsZ2,137.875,2.451111111
earlysta,ftsZ2,372,6.613333333
earlysta,ftsZ2,185.875,3.304444444
earlysta,ftsZ2,166.375,2.957777778
earlysta,ftsZ2,121.125,2.153333333
earlysta,ftsZ2,251.125,4.464444444
earlysta,ftsZ2,1658.25,29.48
earlysta,ftsZ2,102.875,1.828888889
earlysta,ftsZ2,115.375,2.051111111
earlysta,ftsZ2,1011,17.97333333
earlysta,ftsZ2,664.75,11.81777778
earlysta,ftsZ2,134.875,2.397777778
earlysta,ftsZ2,733,13.03111111
earlysta,ftsZ2,542.875,9.651111111
earlysta,ftsZ2,155.75,2.768888889
earlysta,ftsZ2,149,2.648888889
earlysta,ftsZ2,499,8.871111111
earlysta,ftsZ2,408.75,7.266666667
earlysta,ftsZ2,3313.75,58.91111111
earlysta,ftsZ2,204.375,3.633333333
earlysta,ftsZ2,306.25,5.444444444
earlysta,ftsZ2,165.25,2.937777778
earlysta,ftsZ2,604.625,10.74888889
earlysta,ftsZ2,133.125,2.366666667
earlysta,ftsZ2,523.75,9.311111111
earlysta,ftsZ2,319.75,5.684444444
earlysta,ftsZ2,941.625,16.74
earlysta,ftsZ2,263.75,4.688888889
earlysta,ftsZ2,293,5.208888889
earlysta,ftsZ2,335.875,5.971111111
earlysta,ftsZ2,110.375,1.962222222
earlysta,ftsZ2,168.5,2.995555556
earlysta,ftsZ2,188.375,3.348888889
earlysta,ftsZ2,637.625,11.33555556
earlysta,ftsZ2,332.875,5.917777778
earlysta,ftsZ2,1035.375,18.40666667
earlysta,ftsZ2,133,2.364444444
earlysta,ftsZ2,351.5,6.248888889
earlysta,ftsZ2,133,2.364444444
earlysta,ftsZ2,101.25,1.8
earlysta,ftsZ2,1013.375,18.01555556
earlysta,ftsZ2,102,1.813333333
earlysta,ftsZ2,2578,45.83111111
earlysta,ftsZ2,180.375,3.206666667
earlysta,ftsZ2,105.625,1.877777778
earlysta,ftsZ2,1113.625,19.79777778
earlysta,ftsZ2,255,4.533333333
earlysta,ftsZ2,563.75,10.02222222
earlysta,ftsZ2,516.125,9.175555556
earlysta,ftsZ2,1141.625,20.29555556
earlysta,ftsZ2,422,7.502222222
earlysta,ftsZ2,200.875,3.571111111
earlysta,ftsZ2,209,3.715555556
earlysta,ftsZ2,505.625,8.988888889
earlysta,ftsZ2,257.625,4.58
earlysta,ftsZ2,1223.375,21.74888889
earlysta,ftsZ2,1304.625,23.19333333
earlysta,ftsZ2,200.375,3.562222222
earlysta,ftsZ2,583,10.36444444
earlysta,ftsZ2,611.875,10.87777778
earlysta,ftsZ2,433.375,7.704444444
earlysta,ftsZ2,541.125,9.62
earlysta,ftsZ2,144.75,2.573333333
earlysta,ftsZ2,1779.75,31.64
earlysta,ftsZ2,1317.5,23.42222222
earlysta,ftsZ2,103.25,1.835555556
earlysta,ftsZ2,120.5,2.142222222
earlysta,ftsZ2,1819.125,32.34
earlysta,ftsZ2,1605,28.53333333
earlysta,ftsZ2,167.5,2.977777778
earlysta,ftsZ2,1415.125,25.15777778
earlysta,ftsZ2,106.875,1.9
earlysta,ftsZ2,100.625,1.788888889
earlysta,ftsZ2,163.75,2.911111111
earlysta,ftsZ2,133.25,2.368888889
earlysta,ftsZ2,159,2.826666667
earlysta,ftsZ2,202.25,3.595555556
earlysta,ftsZ2,188.625,3.353333333
earlysta,ftsZ2,140.25,2.493333333
earlysta,ftsZ2,205.875,3.66
earlysta,ftsZ2,113.625,2.02
earlysta,ftsZ2,1338.125,23.78888889
earlysta,ftsZ2,103.125,1.833333333
earlysta,ftsZ2,282.375,5.02
earlysta,ftsZ2,1733.125,30.81111111
earlysta,ftsZ2,1098.625,19.53111111
earlysta,ftsZ2,150.5,2.675555556
earlysta,ftsZ2,118.875,2.113333333
earlysta,ftsZ2,1778.125,31.61111111
earlysta,ftsZ2,479.25,8.52
earlysta,ftsZ2,1539.875,27.37555556
earlysta,ftsZ2,321.75,5.72
earlysta,ftsZ2,714.125,12.69555556
earlysta,ftsZ2,480.125,8.535555556
earlysta,ftsZ2,315.625,5.611111111
earlysta,ftsZ2,126.25,2.244444444
earlysta,ftsZ2,263,4.675555556
earlysta,ftsZ2,1249.5,22.21333333
earlysta,ftsZ2,960.625,17.07777778
earlysta,ftsZ2,142.625,2.535555556
earlysta,ftsZ2,396.375,7.046666667
earlysta,ftsZ2,141.25,2.511111111
earlysta,ftsZ2,2254.5,40.08
earlysta,ftsZ2,103.125,1.833333333
earlysta,ftsZ2,1709,30.38222222
earlysta,ftsZ2,131.25,2.333333333
earlysta,ftsZ2,1328.125,23.61111111
earlysta,ftsZ2,136,2.417777778
earlysta,ftsZ2,278.375,4.948888889
earlysta,ftsZ2,108.75,1.933333333
earlysta,ftsZ2,495.875,8.815555556
earlysta,ftsZ2,1674.375,29.76666667
