Experiment,Threshold,Strain,Replicate,Area_px,Circularity,Length_px,Area_micron,Length_micron
20170601,-5,EV,A,218.60938,0.9909755,17.359514,3.886388978,2.314601867
20170601,-5,EV,A,243.32812,0.98602384,18.584272,4.325833244,2.477902933
20170601,-5,EV,A,220.67188,0.9733665,18.978653,3.923055644,2.530487067
20170601,-5,EV,A,194.03516,0.991373,16.65308,3.449513956,2.220410667
20170601,-5,EV,A,186.32422,0.9814742,16.88946,3.312430578,2.251928
20170601,-5,EV,A,278.57812,0.9486235,22.407972,4.952499911,2.9877296
20170601,-5,EV,A,235.46875,0.9420249,20.945322,4.186111111,2.7927096
20170601,-5,EV,A,293.64062,0.969629,21.718832,5.220277689,2.895844267
20170601,-5,EV,A,231.90625,0.98633313,18.570185,4.122777778,2.476024667
20170601,-5,EV,A,206.46094,0.99286926,16.51242,3.670416711,2.201656
20170601,-5,EV,A,204.47656,0.9302769,19.960712,3.635138844,2.661428267
20170601,-5,EV,A,252.76562,0.9881924,18.67801,4.493611022,2.490401333
20170601,-5,EV,A,236.25,0.993476,18.011665,4.2,2.401555333
20170601,-5,EV,A,216.35938,0.99104345,17.777187,3.846388978,2.3702916
20170601,-5,EV,A,299.03125,0.9099258,25.082968,5.316111111,3.344395733
20170601,-5,EV,A,330.3125,0.9453429,24.661638,5.872222222,3.2882184
20170601,-5,EV,A,183.34375,0.93016076,19.061457,3.259444444,2.5415276
20170601,-5,EV,A,164.95312,0.9324019,17.909582,2.932499911,2.387944267
20170601,-5,EV,A,119.578125,0.9443266,14.897377,2.125833333,1.986316933
20170601,-5,EV,A,189.03635,0.98465014,16.53553,3.360646222,2.204737333
20170601,-5,EV,A,279.52637,0.97744924,20.620634,4.969357689,2.749417867
20170601,-5,EV,A,281.45508,0.87800586,25.17919,5.003645867,3.357225333
20170601,-5,EV,A,299.89062,0.9830177,20.560204,5.3313888,2.741360533
20170601,-5,EV,A,314.78906,0.96937895,21.798841,5.596249956,2.906512133
20170601,-5,EV,A,181.71265,0.9911291,15.684124,3.230447111,2.091216533
20170601,-5,EV,A,294.76172,0.97339785,20.959806,5.240208356,2.7946408
20170601,-5,EV,A,238.57812,0.97281456,19.75709,4.2413888,2.634278667
20170601,-5,EV,A,332.65625,0.8597312,27.73126,5.913888889,3.697501333
20170601,-5,EV,A,230.78125,0.99287266,17.982435,4.102777778,2.397658
20170601,-5,EV,A,183.4375,0.9852816,16.463198,3.261111111,2.195093067
20170601,-5,EV,A,255.05469,0.99107844,19.094183,4.5343056,2.545891067
20170601,-5,EV,A,192.14062,0.9749681,17.41008,3.415833244,2.321344
20170601,-5,EV,A,202.64062,0.98396695,17.44064,3.602499911,2.325418667
20170601,-5,EV,A,292.78125,0.98332536,21.099312,5.205,2.8132416
20170601,-5,EV,A,158.42188,0.9883776,15.021059,2.816388978,2.002807867
20170601,-5,EV,A,280.60938,0.9760682,21.10257,4.9886112,2.813676
20170601,-5,EV,A,274.78125,0.96145546,21.830593,4.885,2.910745733
20170601,-5,EV,A,234.15625,0.9908985,18.113098,4.162777778,2.415079733
20170601,-5,EV,A,373.5625,0.9415167,25.91233,6.641111111,3.454977333
20170601,-5,EV,A,184.1875,0.9716519,17.417967,3.274444444,2.3223956
20170601,-5,EV,A,290.78125,0.93357754,23.374115,5.169444444,3.116548667
20170601,-5,EV,A,276.78125,0.9765828,20.434614,4.920555556,2.7246152
20170601,-5,EV,A,198.79688,0.981914,17.808086,3.534166756,2.374411467
20170601,-5,EV,A,225.46875,0.964158,19.596655,4.008333333,2.612887333
20170601,-5,EV,A,192.91211,0.9920243,16.424753,3.429548622,2.189967067
20170601,-5,EV,A,269.1953,0.96730167,21.429592,4.785694222,2.857278933
20170601,-5,EV,C,288.87988,0.9944242,19.69089,5.135642311,2.625452
20170601,-5,EV,C,248.60938,0.99504375,18.214785,4.419722311,2.428638
20170601,-5,EV,C,271.67188,0.972586,21.260857,4.829722311,2.834780933
20170601,-5,EV,C,416.58984,0.9711784,26.123188,7.4060416,3.483091733
20170601,-5,EV,C,369.29688,0.9768494,24.11265,6.565277867,3.21502
20170601,-5,EV,C,221.22656,0.9874096,18.2053,3.932916622,2.427373333
20170601,-5,EV,C,231.9375,0.95725167,19.805286,4.123333333,2.6407048
20170601,-5,EV,C,151.02344,0.98125976,14.788793,2.684861156,1.971839067
20170601,-5,EV,C,235.58203,0.9818745,19.239899,4.188124978,2.565319867
20170601,-5,EV,C,261.35156,0.9849805,19.487036,4.646249956,2.598271467
20170601,-5,EV,C,172.32812,0.9868364,15.965307,3.063611022,2.1287076
20170601,-5,EV,C,203.11719,0.99157745,16.793257,3.610972267,2.239100933
20170601,-5,EV,C,285.26562,0.9841762,20.986223,5.0713888,2.798163067
20170601,-5,EV,C,248.5,0.9943103,18.292885,4.417777778,2.439051333
20170601,-5,EV,C,276.3047,0.9868749,19.961718,4.912083556,2.6615624
20170601,-5,EV,C,206.00879,0.9837771,17.394747,3.662378489,2.3192996
20170601,-5,EV,C,288.86914,0.9647373,22.345346,5.135451378,2.979379467
20170601,-5,EV,C,301.1289,0.9793139,21.705664,5.353402667,2.894088533
20170601,-5,EV,C,324.33008,0.9871902,21.548916,5.765868089,2.8731888
20170601,-5,EV,C,156.28906,0.9928005,14.536236,2.778472178,1.9381648
20170601,-5,EV,C,146.25,0.99299127,14.160075,2.6,1.88801
20170601,-5,EV,C,260.96875,0.98049295,20.092028,4.639444444,2.678937067
20170601,-5,EV,C,164.57031,0.9912184,14.929976,2.9256944,1.990663467
20170601,-5,EV,C,126.0625,0.9530578,14.673218,2.241111111,1.956429067
20170601,-5,EV,C,331.15234,0.9292347,24.117771,5.887152711,3.2157028
20170601,-5,EV,C,377.08984,0.9896256,23.15111,6.703819378,3.086814667
20170601,-5,EV,C,409.16016,0.96052325,26.151985,7.2739584,3.486931333
20170601,-5,EV,C,189.68555,0.9901383,16.248543,3.372187556,2.1664724
20170601,-5,EV,C,384.32422,0.9484327,25.9214,6.832430578,3.456186667
20170601,-5,EV,C,168.71875,0.994438,15.162232,2.999444444,2.021630933
20170601,-5,EV,C,223.07812,0.9931538,17.590261,3.965833244,2.345368133
20170601,-5,EV,C,133.09375,0.9800528,14.362382,2.366111111,1.914984267
20170601,-5,EV,C,247.72656,0.98532695,19.236174,4.404027733,2.5648232
20170601,-5,EV,C,249.43335,0.98070705,19.658285,4.434370667,2.621104667
20170601,-5,EV,C,173.11719,0.99687004,15.098831,3.077638933,2.013177467
20170601,-5,EV,C,216.09961,0.9753807,18.62917,3.841770844,2.483889333
20170601,-5,EV,C,259.60938,0.9941573,18.907122,4.615277867,2.5209496
20170601,-5,EV,C,236.96875,0.99326175,18.065695,4.212777778,2.408759333
20170601,-5,EV,C,126.47461,0.9924931,13.262337,2.248437511,1.7683116
20170601,-5,EV,C,117.04199,0.9642915,13.98975,2.080746489,1.8653
20170601,-5,EV,C,356.03125,0.94658226,23.723345,6.329444444,3.163112667
20170601,-5,EV,C,183.26562,0.91569394,17.685951,3.258055467,2.3581268
20170601,-5,EV,C,238.0625,0.9436854,19.19798,4.232222222,2.559730667
20170601,-5,EV,C,241.33862,0.9929758,18.302732,4.290464356,2.440364267
20170601,-5,EV,C,169.55566,0.9898432,15.451552,3.014322844,2.060206933
20170601,-5,EV,C,289.4922,0.99469745,19.922289,5.146528,2.6563052
20170601,-5,EV,C,225.79688,0.98185265,18.684027,4.014166756,2.4912036
20170601,-5,EV,C,136.69531,0.9856057,13.905993,2.430138844,1.8541324
20170601,-5,EV,C,249.63477,0.99253047,18.818264,4.437951467,2.509101867
20170601,-5,EV,C,298.51562,0.9877948,20.820538,5.306944356,2.776071733
20170601,-5,EV,C,170.99219,0.9959804,15.142205,3.039861156,2.018960667
20170601,-5,EV,C,178.88525,0.98827046,16.065245,3.180182222,2.142032667
20170601,-5,EV,C,303.53125,0.9872812,20.682611,5.396111111,2.757681467
20170601,-5,EV,C,478.6875,0.8642432,28.88647,8.51,3.851529333
20170601,-5,EV,C,134.375,0.98915154,14.043812,2.388888889,1.872508267
20170601,-5,EV,C,225.51953,0.97273105,19.033901,4.009236089,2.537853467
20170601,-5,EV,C,329.14844,0.96972257,22.599169,5.851527822,3.013222533
20170601,-5,EV,C,178.80078,0.9911003,16.13924,3.178680533,2.151898667
20170601,-5,EV,C,365.59375,0.9783953,23.268929,6.499444444,3.102523867
20170601,-5,EV,C,589.53125,0.96189517,29.551277,10.48055556,3.940170267
20170601,-5,EV,C,185.57812,0.99456364,16.002773,3.299166578,2.133703067
20170601,-5,EV,C,210.80273,0.9968898,16.579937,3.747604089,2.210658267
20170601,-5,EV,C,182.5664,0.9843992,16.660883,3.245624889,2.221451067
20170601,-5,EV,C,212.42188,0.99033636,17.319757,3.776388978,2.309300933
20170601,-5,EV,C,399.84375,0.9824956,23.653875,7.108333333,3.15385
20170601,-5,EV,C,236.125,0.9875577,18.366022,4.197777778,2.448802933
20170601,-5,EV,C,368.854,0.9929137,22.217691,6.557404444,2.9623588
20170601,-5,EV,C,258.94727,0.9890367,19.505882,4.603507022,2.600784267
20170601,-5,EV,C,239.75,0.9903446,18.585594,4.262222222,2.4780792
20170601,-5,EV,C,403.57812,0.9635624,25.886198,7.174722133,3.451493067
20170601,-5,EV,C,312.78027,0.9804509,22.10548,5.560538133,2.947397333
20170601,-5,EV,C,239.07031,0.9923749,17.99234,4.250138844,2.398978667
20170601,-5,EV,C,192.75,0.99598837,16.240425,3.426666667,2.16539
20170601,-5,EV,C,195.92969,0.98242164,17.467361,3.483194489,2.328981467
20170601,-5,EV,C,206.90625,0.9909902,16.94069,3.678333333,2.258758667
20170601,-5,EV,C,216.01953,0.98143953,18.341501,3.8403472,2.445533467
20170601,-5,EV,C,661.71875,0.89833975,35.394802,11.76388889,4.719306933
20170601,-5,EV,C,520.09375,0.97016054,26.795933,9.246111111,3.572791067
20170601,-5,EV,C,131.79297,0.99183935,13.770015,2.342986133,1.836002
20170601,-5,EV,C,214.71484,0.99159116,17.413187,3.817152711,2.321758267
20170601,-5,EV,C,234.65625,0.9842564,19.03871,4.171666667,2.538494667
20170601,-5,EV,C,315.70312,0.97548366,21.868694,5.612499911,2.915825867
20170601,-5,EV,C,219.40625,0.991972,17.440868,3.900555556,2.325449067
20170601,-5,EV,C,250.1875,0.9920775,18.667048,4.447777778,2.488939733
20170601,-5,EV,C,210.10938,0.990367,17.24457,3.735277867,2.299276
20170601,-5,EV,C,188.76562,0.993305,15.94052,3.355833244,2.125402667
20170601,-5,EV,C,295.07812,0.9582445,22.02072,5.245833244,2.936096
20170601,-5,EV,C,456.84375,0.9692374,26.421713,8.121666667,3.522895067
20170601,-5,EV,C,200.96436,0.992802,16.676426,3.572699733,2.223523467
20170601,-5,EV,C,169.97656,0.98585504,15.95512,3.021805511,2.127349333
20170601,-5,EV,C,176.4375,0.9933566,15.678872,3.136666667,2.090516267
20170601,-5,EV,C,228.375,0.9731901,19.231953,4.06,2.5642604
20170601,-5,EV,C,179.32812,0.95393217,16.170168,3.188055467,2.1560224
20170601,-5,EV,C,196.23438,0.9615474,16.813023,3.4886112,2.2417364
20170601,-5,EV,C,324.62207,0.97809887,21.61325,5.771059022,2.881766667
20170601,-5,EV,C,343.04297,0.94585013,24.40767,6.098541689,3.254356
20170601,-5,EV,C,390.4453,0.96324736,25.504398,6.941249778,3.4005864
20170601,-5,EV,C,282.65625,0.99255335,20.160727,5.025,2.688096933
20170601,-5,EV,C,232.60938,0.99109155,18.097807,4.135277867,2.413040933
20170601,-5,EV,C,511.26172,0.9449681,29.17682,9.089097244,3.890242667
20170601,-5,EV,C,269.71143,0.99084115,19.341196,4.794869867,2.578826133
20170601,-5,EV,C,301.16406,0.98686063,21.05869,5.354027733,2.807825333
20170601,-5,EV,C,431.78125,0.9670013,26.460531,7.676111111,3.5280708
20170601,-5,EV,C,217.47656,0.99318963,17.372023,3.866249956,2.316269733
20170601,-5,EV,C,237.49219,0.98862344,18.708858,4.222083378,2.4945144
20170601,-5,EV,C,179.78125,0.99285835,15.749117,3.196111111,2.099882267
20170601,-5,EV,C,216.69531,0.9933142,17.497938,3.852361067,2.3330584
20170601,-5,EV,C,261.60938,0.990185,19.491613,4.650833422,2.598881733
20170601,-5,EV,C,254.6875,0.97911674,19.620392,4.527777778,2.616052267
20170601,-5,EV,C,188.84375,0.9234549,17.559975,3.357222222,2.34133
20170601,-5,EV,C,172,0.95279664,15.923131,3.057777778,2.123084133
20170601,-5,EV,C,809.93555,0.97491425,35.802715,14.39885422,4.773695333
20170601,-5,EV,C,317.3672,0.9765718,22.342915,5.642083556,2.979055333
20170601,-5,EV,C,186.52344,0.99582255,15.785248,3.315972267,2.104699733
20170601,-5,EV,C,350.92188,0.97452766,23.196487,6.2386112,3.092864933
20170601,-5,EV,C,363.57812,0.95883363,24.834248,6.463611022,3.311233067
20170601,-5,EV,C,188.17578,0.99375814,16.137222,3.3453472,2.1516296
20170601,-5,EV,C,168.75781,0.9886809,15.861413,3.000138844,2.114855067
20170601,-5,EV,C,389.5,0.96294016,24.507986,6.924444444,3.267731467
20170601,-5,EV,C,200.60156,0.99296904,16.315638,3.566249956,2.1754184
20170601,-5,EV,C,118.40234,0.99365705,12.764855,2.104930489,1.701980667
20170601,-5,EV,C,349.55664,0.9302675,25.446718,6.214340267,3.392895733
20170601,-5,EV,C,240.01562,0.965984,19.32034,4.266944356,2.576045333
20170601,-5,EV,C,213.73828,0.9892238,17.439716,3.799791644,2.325295467
20170601,-5,EV,C,249.78125,0.98678374,19.112362,4.440555556,2.548314933
20170601,-5,EV,C,202.1875,0.99136764,16.902172,3.594444444,2.253622933
20170601,-5,EV,C,191.59375,0.97107154,17.37807,3.406111111,2.317076
20170601,-5,EV,C,350.15625,0.96783316,23.771551,6.225,3.169540133
20170601,-5,EV,C,140.01562,0.98754334,14.249653,2.489166578,1.899953733
20170601,-5,EV,D,391.40137,0.92466223,27.308432,6.958246578,3.641124267
20170601,-5,EV,D,332.67212,0.90031457,25.506569,5.914171022,3.400875867
20170601,-5,EV,D,225.42188,0.913695,19.861187,4.007500089,2.648158267
20170601,-5,EV,D,273.38672,0.9875748,19.947718,4.860208356,2.659695733
20170601,-5,EV,D,313.3623,0.901251,25.871948,5.570885333,3.449593067
20170601,-5,EV,D,403.5547,0.9569514,25.627153,7.174305778,3.416953733
20170601,-5,EV,D,360.32422,0.9659874,23.232845,6.405763911,3.097712667
20170601,-5,EV,D,233.11719,0.960465,19.729288,4.1443056,2.630571733
20170601,-5,EV,D,229.67578,0.94253886,20.100214,4.083124978,2.680028533
20170601,-5,EV,D,323.01562,0.90839946,25.590199,5.742499911,3.412026533
20170601,-5,EV,D,259.20312,0.9755704,20.2544,4.608055467,2.700586667
20170601,-5,EV,D,249.51953,0.9681369,20.41302,4.435902756,2.721736
20170601,-5,EV,D,248.54492,0.97738993,19.403027,4.418576356,2.587070267
20170601,-5,EV,D,278.53125,0.9862278,20.315975,4.951666667,2.708796667
20170601,-5,EV,D,467.10156,0.8740571,31.114614,8.304027733,4.1486152
20170601,-5,EV,D,299.5703,0.91174585,24.622215,5.325694222,3.282962
20170601,-5,EV,D,225.15234,0.9484279,19.857937,4.002708267,2.647724933
20170601,-5,EV,D,453.78125,0.9031835,28.892042,8.067222222,3.852272267
20170601,-5,EV,D,396.04688,0.9414026,25.242563,7.040833422,3.365675067
20170601,-5,EV,D,221.96875,0.9276204,20.729887,3.946111111,2.763984933
20170601,-5,EV,D,213.73438,0.96429354,19.02194,3.799722311,2.536258667
20170601,-5,EV,D,292.5703,0.9612428,22.323318,5.201249778,2.9764424
20170601,-5,EV,D,262.0664,0.9832911,19.85287,4.658958222,2.647049333
20170601,-5,EV,D,214.61914,0.9700949,17.797964,3.815451378,2.373061867
20170601,-5,EV,D,191.85938,0.9928549,16.378464,3.410833422,2.1837952
20170601,-5,EV,D,276.29688,0.9624713,21.062128,4.911944533,2.808283733
20170601,-5,EV,D,207.14453,0.9617561,18.651102,3.682569422,2.4868136
20170601,-5,EV,D,249.20312,0.8441484,23.17812,4.430277689,3.090416
20170601,-5,EV,D,287.1328,0.909173,23.936007,5.104583111,3.1914676
20170601,-5,EV,D,190.06055,0.98069435,17.074514,3.378854222,2.276601867
20170601,-5,EV,D,297.0625,0.95743555,22.654108,5.281111111,3.020547733
20170601,-5,EV,D,205.53125,0.98653203,17.455229,3.653888889,2.327363867
20170601,-5,EV,D,198.4375,0.9825186,17.363855,3.527777778,2.315180667
20170601,-5,EV,D,184.11328,0.9468666,18.312408,3.273124978,2.4416544
20170601,-5,EV,D,384.78125,0.9423843,26.586332,6.840555556,3.544844267
20170601,-5,EV,D,188.60938,0.9494822,18.58153,3.353055644,2.477537333
20170601,-5,EV,D,187.875,0.97943336,17.008787,3.34,2.267838267
20170601,-5,EV,D,330.23438,0.93396485,24.071152,5.870833422,3.209486933
20170601,-5,EV,D,162.21875,0.992687,14.929393,2.883888889,1.990585733
20170601,-5,EV,D,218.6875,0.9942228,17.069767,3.887777778,2.275968933
20170601,-5,EV,D,185.5774,0.98534703,16.828432,3.299153778,2.243790933
20170601,-5,EV,D,158.26562,0.9863949,15.324285,2.813611022,2.043238
20170601,-5,EV,D,226.34375,0.98077494,17.875694,4.023888889,2.383425867
20170601,-5,EV,D,202.57812,0.9667448,18.350864,3.6013888,2.446781867
20170601,-5,EV,D,225.09375,0.9721258,18.06012,4.001666667,2.408016
20170601,-5,EV,D,289.125,0.9461888,20.918993,5.14,2.789199067
20170601,-5,EV,D,178.51562,0.9748737,17.077713,3.173611022,2.2770284
20170601,-5,EV,D,207.40625,0.9788537,18.230997,3.687222222,2.4307996
20170601,-5,EV,D,115.88672,0.9944232,12.401584,2.060208356,1.653544533
20170601,-5,EV,D,270.6875,0.6834827,30.46511,4.812222222,4.062014667
20170601,-5,EV,D,143.32031,0.9897262,14.3892355,2.547916622,1.918564733
20170601,-5,EV,D,76.13086,0.98369306,10.709011,1.353437511,1.427868133
20170601,-5,EV,D,153.98438,0.86309105,18.594278,2.737500089,2.479237067
20170601,-5,EV,D,124.80469,0.97880214,13.622351,2.218750044,1.816313467
20170601,-5,EV,D,230.3125,0.9637503,19.562502,4.094444444,2.6083336
20170601,-5,EV,D,398.03125,0.9611599,24.03679,7.076111111,3.204905333
20170601,-5,EV,D,185.23438,0.9398037,17.458832,3.293055644,2.327844267
20170601,-5,EV,D,252.8164,0.95659333,20.112263,4.494513778,2.681635067
20170601,-5,EV,D,340.3672,0.9785266,21.558853,6.050972444,2.874513733
20170601,-5,EV,D,215.92969,0.97486854,17.689249,3.838750044,2.358566533
20170601,-5,EV,D,192.85938,0.9579092,17.804996,3.4286112,2.373999467
20170601,-5,EV,D,229.61353,0.99352163,17.803083,4.082018311,2.3737444
20170601,-5,EV,D,210.24341,0.97651243,18.095127,3.737660622,2.4126836
20170601,-5,EV,D,260.38232,0.9687091,20.45128,4.629019022,2.726837333
20170601,-5,EV,D,274.4917,0.98759604,19.59968,4.879852444,2.613290667
20170601,-5,EV,D,249.75293,0.9639459,20.15236,4.440052089,2.686981333
20170601,-5,EV,D,531.9336,0.91841936,30.999758,9.456597333,4.133301067
20170601,-5,EV,D,350.35156,0.9870715,22.430887,6.228472178,2.990784933
20170601,-5,EV,D,259.7871,0.99063563,19.242798,4.618437333,2.5657064
20170601,-5,EV,D,360.07422,0.9479759,25.07924,6.401319467,3.343898667
20170601,-5,EV,D,334.08203,0.95309865,23.878466,5.939236089,3.183795467
20170601,-5,EV,D,390.4453,0.96818954,24.686743,6.941249778,3.291565733
20170601,-5,EV,D,278.9961,0.94246984,22.905807,4.959930667,3.0541076
20170601,-5,EV,D,337.43262,0.99160117,21.397802,5.998802133,2.853040267
20170601,-5,EV,D,232.91016,0.9788216,19.214111,4.140625067,2.561881467
20170601,-5,EV,D,273.76953,0.97643596,20.849487,4.867013867,2.7799316
20170601,-5,EV,D,246.99414,0.9804731,19.519146,4.391006933,2.6025528
20170601,-5,EV,D,263.85156,0.98974377,19.427996,4.6906944,2.590399467
20170601,-5,EV,D,338.98438,0.9689761,23.505108,6.026388978,3.1340144
20170601,-5,EV,D,214.96094,0.9901153,17.631931,3.821527822,2.350924133
20170601,-5,EV,D,330.28516,0.98324096,21.432465,5.871736178,2.857662
20170601,-5,EV,D,163.25,0.9916289,14.782214,2.902222222,1.970961867
20170601,-5,EV,D,272.54688,0.9787121,20.568869,4.845277867,2.742515867
20170601,-5,EV,D,151.28809,0.9839678,14.83455,2.689566044,1.97794
20170601,-5,EV,D,212.25,0.89505565,19.156855,3.773333333,2.554247333
20170601,-5,EV,D,194.90466,0.98408186,17.329424,3.464971733,2.310589867
20170601,-5,EV,D,399.54688,0.95253736,24.868149,7.103055644,3.3157532
20170601,-5,EV,D,209.88281,0.98599267,17.312717,3.731249956,2.308362267
20170601,-5,EV,D,227.80469,0.97751415,18.570364,4.049861156,2.476048533
20170601,-5,EV,D,148.55273,0.99228317,14.400119,2.640937422,1.920015867
20170601,-5,EV,D,238.2893,0.89879066,22.728765,4.236254222,3.030502
20170601,-5,EV,D,266.89062,0.9384624,21.810379,4.744722133,2.908050533
20170601,-5,EV,D,249.01562,0.97957635,19.535328,4.426944356,2.6047104
20170601,-5,EV,D,235.3125,0.9789586,18.959335,4.183333333,2.527911333
20170601,-5,EV,D,246.71875,0.9221292,21.946386,4.386111111,2.9261848
20170601,-5,EV,D,184.39107,0.9275429,17.9552,3.278063467,2.394026667
20170601,-5,EV,D,237.78125,0.97636586,19.0274,4.227222222,2.536986667
20170601,-5,EV,D,356.5,0.9291282,25.967663,6.337777778,3.462355067
20170601,-5,EV,D,262.28125,0.96880394,20.834816,4.662777778,2.777975467
20170601,-5,EV,D,301.69727,0.9793391,21.699715,5.363507022,2.893295333
20170601,-5,EV,D,275.73438,0.9940345,19.199728,4.901944533,2.559963733
20170601,-5,EV,D,258.29688,0.9905898,19.055346,4.591944533,2.5407128
20170601,-5,EV,D,216.94531,0.96239555,19.113588,3.856805511,2.5484784
20170601,-5,EV,D,180.70312,0.9953788,15.567607,3.212499911,2.075680933
20170601,-5,EV,D,174.22656,0.99128956,15.589097,3.097361067,2.078546267
20170601,-5,EV,D,447.45312,0.952547,25.29508,7.954722133,3.372677333
20170601,-5,EV,D,243.50977,0.9850234,19.154179,4.329062578,2.553890533
20170601,-5,EV,D,212.14062,0.9953872,16.956457,3.7713888,2.260860933
20170601,-5,EV,D,217.98438,0.9882397,17.337229,3.875277867,2.311630533
20170601,-5,EV,D,359.125,0.93068296,26.362322,6.384444444,3.514976267
20170601,-5,EV,D,209.51562,0.9545675,18.750717,3.724722133,2.5000956
20170601,-5,EV,D,243.03125,0.8810005,23.405432,4.320555556,3.120724267
20170601,-5,EV,D,188.22656,0.9873308,16.757626,3.346249956,2.234350133
20170601,-5,EV,D,315.34375,0.9081231,25.128757,5.606111111,3.350500933
20170601,-5,EV,D,197.5625,0.98249424,17.319616,3.512222222,2.309282133
20170601,-5,EV,D,323.59375,0.9392354,24.15735,5.752777778,3.22098
20170601,-5,EV,D,147.54688,0.98481244,14.837079,2.623055644,1.9782772
20170601,-5,EV,D,113,0.9791046,12.94716,2.008888889,1.726288
20170601,-5,EV,D,94.390625,0.9927438,11.474169,1.678055556,1.5298892
20170601,-5,EV,D,145.625,0.9693737,15.670087,2.588888889,2.089344933
20170601,-5,EV,D,290.6328,0.96773684,20.991924,5.166805333,2.7989232
20170601,-5,EV,D,297.95312,0.9680222,21.734493,5.296944356,2.8979324
20170601,-5,EV,D,324.60156,0.98509103,21.399025,5.7706944,2.853203333
20170601,-5,EV,D,272.44336,0.8833515,23.17097,4.843437511,3.089462667
20170601,-5,EV,D,172.32812,0.9527359,17.187132,3.063611022,2.2916176
20170601,-5,EV,D,385.1294,0.9476832,24.292984,6.846744889,3.239064533
20170601,-5,EV,D,244.2732,0.99065423,18.261,4.342634667,2.4348
20170601,-5,EV,D,300.98877,0.96882606,22.434238,5.350911467,2.991231733
20170601,-5,EV,D,208.68066,0.987147,17.678143,3.7098784,2.357085733
20170601,-5,EV,D,351.49854,0.9635517,23.841179,6.248862933,3.178823867
20170601,-5,EV,D,385.4297,0.9661952,24.845749,6.852083556,3.312766533
20170601,-5,EV,D,305.3828,0.98341775,21.351662,5.429027556,2.846888267
20170601,-5,EV,D,306.85693,0.9280023,23.925922,5.455234311,3.190122933
20170601,-5,EV,D,386.33594,0.9631542,24.59895,6.868194489,3.27986
20170601,-5,EV,D,256.60938,0.870778,23.123255,4.561944533,3.083100667
20170601,-5,EV,D,261.7422,0.9843997,19.460855,4.653194667,2.594780667
20170601,-5,EV,D,287.95703,0.98640585,20.671648,5.119236089,2.756219733
20170601,-5,EV,D,237.75781,0.94535065,21.024786,4.226805511,2.8033048
20170601,-5,EV,D,186.23438,0.9903437,16.197485,3.310833422,2.159664667
20170601,-5,EV,D,261.40625,0.9324322,22.445862,4.647222222,2.9927816
20170601,-5,EV,D,305.85938,0.9469105,23.629887,5.437500089,3.1506516
20170601,-5,EV,D,281.875,0.9846591,20.276745,5.011111111,2.703566
20170601,-5,EV,D,263.76562,0.9820853,19.842371,4.689166578,2.645649467
20170601,-5,EV,D,367.17578,0.88869536,26.772644,6.527569422,3.569685867
20170601,-5,EV,D,214.48438,0.99131984,17.427208,3.813055644,2.323627733
20170601,-5,EV,D,361.4453,0.9740924,23.663109,6.425694222,3.1550812
20170601,-5,EV,D,201.5625,0.97300905,17.966295,3.583333333,2.395506
20170601,-5,EV,D,298.71875,0.9900215,20.902645,5.310555556,2.787019333
20170601,-5,EV,D,474.65234,0.9640714,27.358097,8.438263822,3.647746267
20170601,-5,EV,D,179.51562,0.97919846,16.377575,3.1913888,2.183676667
20170601,-5,EV,D,328.6914,0.98407656,22.036755,5.843402667,2.938234
20170601,-5,EV,D,240.35938,0.9818665,19.112171,4.273055644,2.548289467
20170601,-5,EV,D,404.51172,0.9773057,25.446966,7.191319467,3.3929288
20170601,-5,EV,D,277.4375,0.91760546,23.64125,4.932222222,3.152166667
20170601,-5,EV,D,265.07812,0.9702896,20.98099,4.712499911,2.797465333
20170601,-5,EV,D,218.9375,0.9846737,17.871601,3.892222222,2.382880133
20170601,-5,EV,D,146.28125,0.9942718,14.142961,2.600555556,1.885728133
20170601,-5,EV,D,252.64844,0.95405596,21.33602,4.491527822,2.844802667
20170601,-5,EV,D,166.58594,0.9883156,15.402955,2.961527822,2.053727333
20170601,-5,EV,D,233.16406,0.9969675,17.635513,4.145138844,2.351401733
20170601,-5,EV,D,227.14062,0.9411672,20.532127,4.038055467,2.737616933
20170601,-5,EV,D,309.79688,0.96735466,22.015837,5.507500089,2.935444933
20170601,-5,EV,D,262.32227,0.9440527,21.800203,4.663507022,2.906693733
20170601,-5,EV,D,191.94531,0.9750863,17.424253,3.412361067,2.323233733
20170601,-5,EV,D,262.96875,0.96242046,21.323065,4.675,2.843075333
20170601,-5,EV,D,332.89062,0.96723646,23.255497,5.918055467,3.100732933
20170601,-5,EV,D,259.17188,0.9730536,20.163506,4.607500089,2.688467467
20170601,-5,EV,D,547.75,0.95880866,29.152721,9.737777778,3.887029467
20170601,-5,EV,D,376.59375,0.9435482,25.529491,6.695,3.403932133
20170601,-5,EV,D,203.54688,0.9768161,18.24635,3.6186112,2.432846667
20170601,-5,EV,D,273.65625,0.9717323,20.760508,4.865,2.768067733
20170601,-5,EV,D,149.42188,0.98410624,14.60827,2.656388978,1.947769333
20170601,-5,EV,D,332.59375,0.82884574,29.235846,5.912777778,3.8981128
20170601,-5,EV,D,294.74707,0.9780414,20.77842,5.239947911,2.770456
20170601,-5,EV,D,131.83594,0.98112977,14.178913,2.343750044,1.890521733
20170601,-5,EV,D,119.765625,0.9829658,13.477534,2.129166667,1.797004533
