Experiment,Threshold,Strain,Replicate,Area_px,Circularity,Length_px,Area_micron,Length_micron
20170601,-5,EV,D,131.89062,0.98816276,13.948358,2.344722133,1.859781067
20170601,-5,EV,D,173.3125,0.95757216,17.4213,3.081111111,2.32284
20170601,-5,EV,D,156.19385,0.95601547,16.706778,2.776779556,2.2275704
20170601,-5,EV,D,130.71875,0.97023344,14.743939,2.323888889,1.965858533
20170601,-5,EV,D,132.42188,0.9770061,14.538743,2.354166756,1.938499067
20170601,-5,EV,D,114.83594,0.98466736,13.131412,2.041527822,1.750854933
20170601,-5,EV,D,114.24609,0.99334675,12.486317,2.0310416,1.664842267
20170601,-5,EV,D,156.0625,0.95749587,16.4851,2.774444444,2.198013333
20170601,-5,EV,D,84.609375,0.9884467,11.031638,1.504166667,1.470885067
20170601,-5,EV,D,104.63281,0.9626982,13.391068,1.860138844,1.785475733
20170601,-5,EV,D,143.03125,0.9805495,14.878027,2.542777778,1.983736933
20170601,-5,EV,D,187.75586,0.9288715,19.056139,3.337881956,2.540818533
20170601,-5,EV,D,495.25,0.48645565,51.856934,8.804444444,6.914257867
20170601,-5,EV,D,125.72656,0.9577707,14.311515,2.235138844,1.908202
20170601,-5,EV,D,164.45312,0.9262949,17.762724,2.923611022,2.3683632
20170601,-5,EV,D,159.66797,0.90699106,18.013578,2.838541689,2.4018104
20170601,-5,EV,D,141.02637,0.9750998,15.096215,2.507135467,2.012828667
20170601,-5,EV,D,224.63281,0.90588486,20.678867,3.993472178,2.757182267
20170601,-5,EV,D,136.39453,0.91021717,15.877454,2.424791644,2.116993867
20170601,-5,EV,D,291.5625,0.9274994,21.956493,5.183333333,2.9275324
20170601,-5,EV,D,194.96094,0.8964457,19.742212,3.465972267,2.632294933
20170601,-5,EV,D,415.6953,0.96247995,26.105717,7.390138667,3.480762267
20170601,-5,EV,D,242.72852,0.93784285,20.170252,4.315173689,2.689366933
20170601,-5,EV,D,335.8479,0.97321343,21.95391,5.970629333,2.927188
20170601,-5,EV,D,475.17188,0.9725974,25.975569,8.447500089,3.4634092
20170601,-5,EV,D,479.85938,0.91387856,28.599655,8.530833422,3.813287333
20170601,-5,EV,D,376.95215,0.93013674,26.49232,6.701371556,3.532309333
20170601,-5,EV,D,230.31348,0.9811952,17.930622,4.094461867,2.3907496
20170601,-5,EV,D,336.0377,0.9507438,24.107374,5.974003556,3.214316533
20170601,-5,EV,D,320.71094,0.900906,24.215216,5.701527822,3.228695467
20170601,-5,EV,D,329.7373,0.9405879,23.069527,5.861996444,3.075936933
20170601,-5,EV,D,389.42578,0.9554281,24.241377,6.923124978,3.2321836
20170601,-5,EV,D,376.50098,0.9857284,23.146685,6.693350756,3.086224667
20170601,-5,EV,D,325.64062,0.9658987,23.623821,5.789166578,3.1498428
20170601,-5,EV,D,331.71875,0.8846043,26.075352,5.897222222,3.4767136
20170601,-5,EV,D,394.78125,0.9817886,24.555466,7.018333333,3.274062133
20170601,-5,EV,D,264.98828,0.99205947,19.136606,4.710902756,2.551547467
20170601,-5,EV,D,278.64062,0.98844945,20.049616,4.953611022,2.673282133
20170601,-5,EV,D,284.35938,0.98496443,20.513138,5.055277867,2.735085067
20170601,-5,EV,D,281.58984,0.93964255,23.239674,5.0060416,3.0986232
20170601,-5,EV,D,297.667,0.95855606,21.85469,5.291857778,2.913958667
20170601,-5,EV,D,247.35156,0.97593164,19.955046,4.397361067,2.6606728
20170601,-5,EV,D,559.3828,0.8743542,31.978537,9.944583111,4.263804933
20170601,-5,EV,D,255.82422,0.96363497,20.193747,4.547986133,2.6924996
20170601,-5,EV,D,213.01172,0.99042666,16.867092,3.786875022,2.2489456
20170601,-5,EV,D,374.52344,0.96990895,24.528229,6.658194489,3.270430533
20170601,-5,EV,D,303.67578,0.8994636,24.70136,5.398680533,3.293514667
20170601,-5,EV,D,211.30469,0.98669523,17.599298,3.756527822,2.346573067
20170601,-5,EV,D,317.1328,0.9745608,21.653744,5.637916444,2.887165867
20170601,-5,EV,D,222.45117,0.9860893,18.345802,3.954687467,2.446106933
20170601,-5,EV,D,324.6914,0.97243327,22.31289,5.772291556,2.975052
20170601,-5,EV,D,290.14062,0.9240299,23.922081,5.158055467,3.1896108
20170601,-5,EV,D,414.82812,0.9687242,26.075005,7.374722133,3.476667333
20170601,-5,EV,D,225.32031,0.98112595,18.772219,4.0056944,2.502962533
20170601,-5,EV,D,156.29297,0.9859712,15.04981,2.778541689,2.006641333
20170601,-5,EV,D,215.15625,0.9428853,19.946573,3.825,2.659543067
20170601,-5,EV,D,240.70312,0.98878753,18.562775,4.279166578,2.475036667
20170601,-5,EV,D,200.27148,0.9859478,16.76619,3.560381867,2.235492
20170601,-5,EV,D,288.75,0.9846083,20.136541,5.133333333,2.684872133
20170601,-5,EV,D,263.89453,0.9220913,22.80698,4.691458311,3.040930667
20170601,-5,EV,D,463.34375,0.9013398,30.303617,8.237222222,4.040482267
20170601,-5,EV,D,234.69922,0.8821738,22.306402,4.172430578,2.974186933
20170601,-5,EV,D,261.21094,0.9809183,20.037167,4.643750044,2.671622267
20170601,-5,EV,D,426.8828,0.92977154,26.551243,7.589027556,3.540165733
20170601,-5,EV,D,146.40332,0.9921575,14.43261,2.602725689,1.924348
20170601,-5,EV,D,266.98438,0.9426996,22.327414,4.746388978,2.976988533
20170601,-5,EV,D,230.01562,0.9943694,17.702866,4.089166578,2.360382133
20170601,-5,EV,D,134.60938,0.995635,13.363985,2.393055644,1.781864667
20170601,-5,EV,D,314.8125,0.97408295,21.281126,5.596666667,2.837483467
20170601,-5,EV,D,290.10938,0.97363037,21.23237,5.157500089,2.830982667
20170601,-5,EV,D,284.0547,0.89647406,23.843699,5.049861333,3.179159867
20170601,-5,EV,D,223.95312,0.98158735,18.49847,3.9813888,2.466462667
20170601,-5,EV,D,404.64062,0.80247116,32.03463,7.193611022,4.271284
20170601,-5,EV,D,224.89844,0.98728186,17.984774,3.998194489,2.397969867
20170601,-5,EV,D,184.20312,0.95323116,17.973406,3.274722133,2.396454133
20170601,-5,EV,D,173.09375,0.97135764,16.797941,3.077222222,2.239725467
20170601,-5,EV,D,257.4375,0.9457432,21.761375,4.576666667,2.901516667
20170601,-5,EV,D,330.4375,0.98114365,21.189968,5.874444444,2.825329067
20170601,-5,EV,D,265.03125,0.96504277,20.187307,4.711666667,2.691640933
20170601,-5,EV,D,280.65625,0.98813915,19.389935,4.989444444,2.585324667
20170601,-5,EV,D,152.75,0.9891811,14.964694,2.715555556,1.995292533
20170601,-5,EV,D,219.14062,0.9775978,18.477911,3.895833244,2.463721467
20170601,-5,EV,D,331.0078,0.92617244,23.654509,5.884583111,3.153934533
20170601,-5,EV,D,164.01562,0.98355776,15.756449,2.915833244,2.100859867
20170601,-5,EV,D,341.6875,0.9834716,22.42434,6.074444444,2.989912
20170601,-5,EV,D,386.71875,0.9899334,23.00857,6.875,3.067809333
20170601,-5,EV,D,245.29688,0.9632701,20.459219,4.360833422,2.727895867
20170601,-5,EV,D,344.75,0.9828449,22.82358,6.128888889,3.043144
20170601,-5,EV,D,227.23438,0.9778101,18.759193,4.039722311,2.501225733
20170601,-5,EV,D,239.5625,0.9610522,20.229021,4.258888889,2.6972028
20170601,-5,EV,D,196.51562,0.9925713,16.244616,3.493611022,2.1659488
20170601,-5,EV,D,195.17188,0.97369343,17.988409,3.469722311,2.398454533
20170601,-5,EV,D,215.76562,0.9829172,18.280113,3.835833244,2.4373484
20170601,-5,EV,D,411.6875,0.9385399,27.449532,7.318888889,3.6599376
20170601,-5,EV,D,419.28125,0.9456703,26.24559,7.453888889,3.499412
20170601,-5,EV,D,190.0625,0.9727102,17.768976,3.378888889,2.3691968
20170601,-5,EV,D,301.65625,0.9745405,21.237804,5.362777778,2.8317072
20170601,-5,EV,D,384.59375,0.80240005,30.772793,6.837222222,4.103039067
20170601,-5,EV,D,238.75,0.95129335,20.695269,4.244444444,2.7593692
20170601,-5,EV,D,171.45312,0.9891428,15.721947,3.048055467,2.0962596
20170601,-5,EV,D,389.96875,0.96808887,24.606607,6.932777778,3.280880933
20170601,-5,EV,D,202.5625,0.9565568,17.506237,3.601111111,2.334164933
20170601,-5,EV,D,181.5,0.9573854,17.622784,3.226666667,2.349704533
20170601,-5,EV,D,387.4375,0.96370053,24.112099,6.887777778,3.214946533
20170601,-5,EV,D,169.99219,0.9872277,15.70876,3.022083378,2.094501333
20170601,-5,EV,D,178.46875,0.9755365,16.562473,3.172777778,2.208329733
20170601,-5,EV,D,344.21875,0.98297364,22.662529,6.119444444,3.021670533
20170601,-5,EV,D,204.74219,0.950592,19.07545,3.639861156,2.543393333
20170601,-5,EV,D,226.96875,0.9883286,17.950333,4.035,2.393377733
20170601,-5,EV,D,184.25,0.99510044,15.777551,3.275555556,2.103673467
20170601,-5,EV,D,230.625,0.9842971,17.561567,4.1,2.341542267
20170601,-5,EV,D,212.14062,0.9888395,17.344164,3.7713888,2.3125552
20170601,-5,EV,D,341.67188,0.9786897,23.236694,6.074166756,3.098225867
20170601,-5,EV,D,127.8125,0.98906153,13.554434,2.272222222,1.807257867
20170601,-5,EV,D,111.11133,0.99257654,12.267872,1.975312533,1.635716267
20170601,-5,EV,D,102.50781,0.9222204,14.270009,1.822361067,1.902667867
20170601,-5,EV,D,72.44531,0.98906076,10.092392,1.287916622,1.345652267
20170601,-5,EV,D,122.58594,0.96362644,14.368592,2.1793056,1.915812267
20170601,-5,EV,D,102.25,0.9535386,13.384281,1.817777778,1.7845708
20170601,-5,EV,D,369.7578,0.95121586,25.742418,6.573472,3.4323224
20170601,-5,EV,D,404.7173,0.96367687,25.059273,7.194974222,3.3412364
20170601,-5,EV,D,157.59424,0.9296993,16.215174,2.801675378,2.1620232
20170601,-5,EV,D,300.27246,0.9397319,21.841188,5.338177067,2.9121584
20170601,-5,EV,D,346.81396,0.8491598,27.368153,6.165581511,3.649087067
20170601,-5,EV,D,193.65088,0.9619805,17.147633,3.442682311,2.286351067
20170601,-5,EV,D,164.6997,0.94443,16.304235,2.927994667,2.173898
20170601,-5,EV,D,220.84375,0.9291662,19.03005,3.926111111,2.53734
20170601,-5,EV,D,214.72656,0.94768685,19.308664,3.817361067,2.574488533
20170601,-5,EV,D,361.67188,0.9653026,22.874859,6.429722311,3.0499812
20170601,-5,EV,D,337.96875,0.95981526,23.582453,6.008333333,3.144327067
20170601,-5,EV,D,178.71875,0.9487163,17.175074,3.177222222,2.290009867
20170601,-5,EV,D,173.96875,0.9424772,16.416008,3.092777778,2.188801067
20170601,-5,EV,D,301.6875,0.85567296,25.400759,5.363333333,3.386767867
20170601,-5,EV,D,203.28125,0.82619256,22.578587,3.613888889,3.010478267
20170601,-5,EV,D,151.35938,0.9566902,16.49711,2.690833422,2.199614667
20170601,-5,EV,D,191.60019,0.9810912,16.834078,3.4062256,2.244543733
20170601,-5,EV,D,346.94055,0.83837837,28.499615,6.167832,3.799948667
20170601,-5,EV,D,245.6911,0.9769835,18.89559,4.367841778,2.519412
20170601,-5,EV,D,410.22327,0.9605505,25.22478,7.292858133,3.363304
20170601,-5,EV,D,363.49414,0.9531834,25.4857,6.462118044,3.398093333
20170601,-5,EV,D,359.0337,0.95293224,23.774563,6.382821333,3.169941733
20170601,-5,EV,D,577.86597,0.9871467,28.708578,10.2731728,3.8278104
20170601,-5,EV,D,471.08984,0.97244966,26.769562,8.374930489,3.569274933
20170601,-5,EV,D,229.23047,0.9805694,18.387823,4.075208356,2.451709733
20170601,-5,EV,D,293.50684,0.8856262,24.846447,5.217899378,3.3128596
20170601,-5,EV,D,310.7461,0.9878805,21.359558,5.524375111,2.847941067
20170601,-5,EV,D,332.29932,0.9897588,21.574902,5.907543467,2.8766536
20170601,-5,EV,D,247.26562,0.9879234,18.554766,4.395833244,2.4739688
20170601,-5,EV,D,265.54688,0.9014335,21.905722,4.720833422,2.920762933
20170601,-5,EV,D,300.16406,0.94130045,22.555223,5.336249956,3.007363067
20170601,-5,EV,D,380.76172,0.91949046,27.389206,6.769097244,3.651894133
20170601,-5,EV,D,312.72852,0.9596659,22.060266,5.559618133,2.9413688
20170601,-5,EV,D,253.57812,0.9534968,19.770367,4.508055467,2.636048933
20170601,-5,EV,D,456.50586,0.9172504,29.063328,8.115659733,3.8751104
20170601,-5,EV,D,222.24316,0.9798843,17.79705,3.950989511,2.37294
20170601,-5,EV,D,377.1875,0.9039745,26.99298,6.705555556,3.599064
20170601,-5,EV,D,214.375,0.93609315,19.074184,3.811111111,2.543224533
20170601,-5,EV,D,381.83594,0.9389082,26.084244,6.788194489,3.4778992
20170601,-5,EV,D,345.04297,0.9783025,23.046093,6.134097244,3.0728124
20170601,-5,EV,D,254.39844,0.99070066,18.624454,4.522638933,2.483260533
20170601,-5,EV,D,229.49805,0.99044096,17.975735,4.079965333,2.396764667
20170601,-5,EV,D,197.34375,0.98385257,16.878403,3.508333333,2.250453733
20170601,-5,EV,D,257.9297,0.92570543,22.13494,4.585416889,2.951325333
20170601,-5,EV,D,262.9297,0.9724147,20.889389,4.674305778,2.785251867
20170601,-5,EV,D,756.03906,0.95164,33.292416,13.4406944,4.4389888
20170601,-5,EV,D,199.5,0.988554,17.195705,3.546666667,2.292760667
20170601,-5,EV,D,340.40625,0.8512019,28.023512,6.051666667,3.736468267
20170601,-5,EV,D,317.6875,0.94718814,24.102566,5.647777778,3.213675467
20170601,-5,EV,D,247.21094,0.98778176,18.749172,4.394861156,2.4998896
20170601,-5,EV,D,320.25,0.96185476,23.073284,5.693333333,3.076437867
20170601,-5,EV,D,278.3672,0.9857505,19.975729,4.948750222,2.663430533
20170601,-5,EV,D,258.89062,0.98609823,19.256176,4.602499911,2.567490133
20170601,-5,EV,D,287.95312,0.9484804,22.91227,5.119166578,3.054969333
20170601,-5,EV,D,379.07812,0.9555732,24.733099,6.739166578,3.297746533
20170601,-5,EV,D,216.66797,0.8916609,21.604275,3.851875022,2.88057
20170601,-5,EV,D,299.8672,0.9886071,20.704042,5.330972444,2.760538933
20170601,-5,EV,D,255.77344,0.98907375,19.278976,4.547083378,2.570530133
20170601,-5,EV,D,430.09375,0.9781,25.150715,7.646111111,3.353428667
20170601,-5,EV,D,212.26562,0.992798,17.29993,3.773611022,2.306657333
20170601,-5,EV,D,342.83594,0.9610193,23.43481,6.094861156,3.124641333
20170601,-5,EV,D,268.53125,0.9677654,20.398712,4.773888889,2.719828267
20170601,-5,EV,D,272.8672,0.9850586,19.691444,4.850972444,2.625525867
20170601,-5,EV,D,258.38867,0.96467143,19.64769,4.593576356,2.619692
20170601,-5,EV,D,218.29688,0.97737324,17.979975,3.880833422,2.39733
20170601,-5,EV,D,300.51562,0.9525508,22.624054,5.342499911,3.016540533
20170601,-5,EV,D,182.15625,0.9913503,15.729975,3.238333333,2.09733
20170601,-5,EV,D,269.125,0.95681965,20.844383,4.784444444,2.779251067
20170601,-5,EV,D,194.25,0.9938246,16.05854,3.453333333,2.141138667
20170601,-5,EV,D,152.25,0.9934623,14.41609,2.706666667,1.922145333
20170601,-5,EV,D,265.3833,0.9503471,21.583788,4.717925333,2.8778384
20170601,-5,EV,D,210.75,0.97092545,18.128399,3.746666667,2.417119867
20170601,-5,EV,D,293.23438,0.9611049,22.074785,5.213055644,2.943304667
20170601,-5,EV,D,240.57422,0.9527611,19.873604,4.276875022,2.649813867
20170601,-5,EV,D,266.34375,0.9642069,19.972223,4.735,2.662963067
20170601,-5,EV,D,335.4043,0.99013275,21.344902,5.962743111,2.845986933
20170601,-5,EV,D,304.28125,0.9821505,21.690008,5.409444444,2.892001067
20170601,-5,EV,D,259.42188,0.9563353,21.567999,4.611944533,2.8757332
20170601,-5,EV,D,353.75,0.9269028,23.570992,6.288888889,3.142798933
20170601,-5,EV,D,267.14844,0.88196266,23.57749,4.7493056,3.143665333
20170601,-5,EV,D,288.53125,0.9500483,22.688625,5.129444444,3.02515
20170601,-5,EV,D,350.625,0.97417396,23.365799,6.233333333,3.115439867
20170601,-5,EV,D,229.90625,0.9886928,18.03489,4.087222222,2.404652
20170601,-5,EV,D,289.15625,0.9845557,19.944054,5.140555556,2.6592072
20170601,-5,EV,D,250.71875,0.98179984,19.69068,4.457222222,2.625424
20170601,-5,EV,D,278.4375,0.949593,22.607712,4.95,3.0143616
20170601,-5,EV,D,306.85742,0.96011645,22.03544,5.455243022,2.938058667
20170601,-5,EV,D,212,0.98607343,17.36255,3.768888889,2.315006667
20170601,-5,EV,D,213.875,0.9651319,18.593758,3.802222222,2.479167733
20170601,-5,EV,D,144.32812,0.9932921,13.932136,2.565833244,1.857618133
20170601,-5,EV,D,222.95703,0.89042896,21.699978,3.963680533,2.8933304
20170601,-5,EV,D,170.07227,0.9759293,16.36923,3.023507022,2.182564
20170601,-5,EV,D,233.9375,0.9624869,19.199097,4.158888889,2.5598796
20170601,-5,EV,D,246.76562,0.9084245,22.80253,4.386944356,3.040337333
20170601,-5,EV,D,417.6875,0.9694363,25.796259,7.425555556,3.4395012
20170601,-5,EV,D,205.40625,0.98612034,17.527002,3.651666667,2.3369336
20170601,-5,EV,D,270.33398,0.7971731,25.355864,4.805937422,3.380781867
20170601,-5,EV,D,475.375,0.9173154,30.345707,8.451111111,4.046094267
20170601,-5,EV,D,237,0.98443884,18.78168,4.213333333,2.504224
20170601,-5,EV,D,334.25,0.93252367,22.965483,5.942222222,3.0620644
20170601,-5,EV,D,253.9375,0.9467674,21.702318,4.514444444,2.8936424
20170601,-5,EV,D,236.125,0.9955627,17.748064,4.197777778,2.366408533
20170601,-5,EV,D,152.8125,0.9942201,14.254475,2.716666667,1.900596667
20170601,-5,EV,D,375.75,0.9782657,23.222954,6.68,3.096393867
20170601,-5,EV,D,313.40625,0.97285354,22.045347,5.571666667,2.9393796
20170601,-5,EV,D,270.34375,0.8883643,23.466105,4.806111111,3.128814
20170601,-5,EV,D,317.78125,0.9736392,22.007116,5.649444444,2.934282133
20170601,-5,EV,D,168.125,0.9886297,15.526225,2.988888889,2.070163333
20170601,-5,EV,D,185.02344,0.8623592,19.81548,3.2893056,2.642064
20170601,-5,EV,D,259.9453,0.7290291,27.47318,4.621249778,3.663090667
20170601,-5,EV,D,134.90625,0.9668347,15.005466,2.398333333,2.0007288
20170601,-5,EV,D,88.953125,0.98753786,11.453643,1.581388889,1.5271524
20170601,-5,EV,D,116.23047,0.97708076,13.000405,2.066319467,1.733387333
20170601,-5,EV,D,179.17188,0.9154066,19.098816,3.185277867,2.5465088
20170601,-5,EV,D,152.99219,0.8594719,18.780989,2.719861156,2.504131867
20170601,-5,EV,D,136.66406,0.9892894,14.018526,2.429583289,1.8691368
20170601,-5,EV,D,122.33594,0.9478553,14.920522,2.174861156,1.989402933
20170601,-5,EV,D,154.625,0.95286113,15.400469,2.748888889,2.053395867
20170601,-5,EV,D,143.09375,0.9420599,14.573235,2.543888889,1.943098
20170601,-5,EV,D,256.98438,0.9174316,21.529898,4.5686112,2.870653067
20170601,-5,EV,D,146.60938,0.78009146,19.33169,2.606388978,2.577558667
20170601,-5,EV,D,291.85938,0.9652234,21.623392,5.1886112,2.883118933
20170601,-5,EV,D,149.54688,0.96508735,15.0082245,2.6586112,2.0010966
20170601,-5,EV,D,234.00781,0.947603,19.836285,4.160138844,2.644838
20170601,-5,EV,D,173.15625,0.9574428,16.107052,3.078333333,2.147606933
20170601,-5,EV,D,299.1792,0.96500844,22.349375,5.318741333,2.979916667
20170601,-5,EV,D,246.65503,0.929723,22.03453,4.384978311,2.937937333
20170601,-5,EV,D,330.75708,0.9774727,22.764078,5.880125867,3.0352104
20170601,-5,EV,D,418.1648,0.9737922,24.966108,7.434040889,3.3288144
20170601,-5,EV,D,280.8086,0.8938174,23.097622,4.992152889,3.079682933
20170601,-5,EV,D,275.97754,0.9780666,20.377903,4.906267378,2.717053733
20170601,-5,EV,D,325.10547,0.9771411,22.662409,5.7796528,3.021654533
20170601,-5,EV,D,375.76855,0.9380316,26.492516,6.680329778,3.532335467
20170601,-5,EV,D,345.11328,0.9876324,21.846428,6.1353472,2.912857067
20170601,-5,EV,D,261.7959,0.955404,21.304981,4.654149333,2.840664133
20170601,-5,EV,D,320.16406,0.9483091,22.516863,5.691805511,3.0022484
20170601,-5,EV,D,380.2461,0.9764692,24.600965,6.759930667,3.280128667
20170601,-5,EV,D,278.60364,0.97840524,20.504284,4.9529536,2.733904533
20170601,-5,EV,D,218.02344,0.9858842,17.610079,3.875972267,2.348010533
20170601,-5,EV,D,350.375,0.85799545,27.261377,6.228888889,3.634850267
20170601,-5,EV,D,424.13672,0.95831656,25.610561,7.540208356,3.414741467
20170601,-5,EV,D,286.08398,0.9733049,20.883993,5.085937422,2.7845324
20170601,-5,EV,D,365.23743,0.9162433,26.502851,6.493109867,3.533713467
20170601,-5,EV,D,205.80469,0.9905374,17.255142,3.658750044,2.3006856
20170601,-5,EV,D,506.4961,0.9021127,29.216572,9.004375111,3.895542933
20170601,-5,EV,D,246.94922,0.98530173,18.886608,4.390208356,2.5182144
20170601,-5,EV,D,210.0625,0.9804774,17.724983,3.734444444,2.363331067
20170601,-5,EV,D,313.40625,0.960615,22.615774,5.571666667,3.015436533
20170601,-5,EV,D,250.52734,0.9660953,20.061722,4.453819378,2.674896267
20170601,-5,EV,D,197.72266,0.9933092,16.295256,3.515069511,2.1727008
20170601,-5,EV,D,325.03027,0.957574,22.987135,5.778315911,3.064951333
20170601,-5,EV,D,359.26562,0.88171524,28.404627,6.386944356,3.7872836
20170601,-5,EV,D,505.20312,0.96444654,27.125164,8.9813888,3.616688533
20170601,-5,EV,D,186.64062,0.97399837,17.382074,3.318055467,2.317609867
20170601,-5,EV,D,444.72217,0.97586775,26.24928,7.906171911,3.499904
20170601,-5,EV,D,226.125,0.9771037,18.703747,4.02,2.493832933
20170601,-5,EV,D,292.26953,0.9775879,21.388376,5.195902756,2.851783467
20170601,-5,EV,D,284.53125,0.98474765,20.339304,5.058333333,2.7119072
20170601,-5,EV,D,299.29297,0.9636416,22.024622,5.320763911,2.936616267
20170601,-5,EV,D,160.82812,0.98152983,15.446817,2.859166578,2.0595756
20170601,-5,EV,D,399.96875,0.9924706,23.540266,7.110555556,3.138702133
20170601,-5,EV,D,276.1328,0.9759829,19.654453,4.909027556,2.620593733
20170601,-5,EV,D,409.27734,0.8518495,29.685972,7.2760416,3.9581296
20170601,-5,EV,D,272.65234,0.9900286,19.570723,4.847152711,2.609429733
20170601,-5,EV,D,237.8125,0.9868086,18.516697,4.227777778,2.468892933
20170601,-5,EV,D,194.49414,0.9959846,16.240265,3.4576736,2.165368667
20170601,-5,EV,D,174.94336,0.98932445,15.893878,3.110104178,2.119183733
20170601,-5,EV,D,242.58594,0.9805112,19.507202,4.312638933,2.600960267
20170601,-5,EV,D,174.6875,0.977182,16.758934,3.105555556,2.234524533
20170601,-5,EV,D,366.1875,0.9813386,23.211023,6.51,3.094803067
20170601,-5,EV,D,433.21875,0.98922443,24.61165,7.701666667,3.281553333
20170601,-5,EV,D,258.59375,0.98761475,18.992783,4.597222222,2.532371067
20170601,-5,EV,D,192.72461,0.969523,17.847559,3.426215289,2.379674533
20170601,-5,EV,D,238.15625,0.97949576,19.013098,4.233888889,2.535079733
20170601,-5,EV,D,213.46875,0.9914321,17.054789,3.795,2.273971867
20170601,-5,EV,D,263.21094,0.97850984,19.843824,4.6793056,2.6458432
20170601,-5,EV,D,165.53125,0.9914483,15.353607,2.942777778,2.0471476
20170601,-5,EV,D,223.24219,0.98446065,17.788504,3.968750044,2.371800533
20170601,-5,EV,D,415.45312,0.9787414,25.002342,7.385833244,3.3336456
20170601,-5,EV,D,273,0.9880335,20.000275,4.853333333,2.666703333
20170601,-5,EV,D,342.9375,0.9403976,25.132818,6.096666667,3.3510424
20170601,-5,EV,D,163.54688,0.9889496,15.456782,2.907500089,2.060904267
20170601,-5,EV,D,234.76562,0.98806345,18.266333,4.173611022,2.435511067
20170601,-5,EV,D,252.95312,0.98669493,19.36649,4.496944356,2.582198667
20170601,-5,EV,D,213.65039,0.99138063,17.379305,3.798229156,2.317240667
20170601,-5,EV,D,195.48438,0.9403672,19.146446,3.475277867,2.552859467
20170601,-5,EV,D,159.48438,0.98971695,14.984811,2.835277867,1.9979748
20170601,-5,EV,D,268.6172,0.92305684,22.814993,4.775416889,3.041999067
20170601,-5,EV,D,231.40625,0.9711658,19.211327,4.113888889,2.561510267
20170601,-5,EV,D,198.4375,0.9673556,18.480742,3.527777778,2.464098933
20170601,-5,EV,D,214.64062,0.97670096,18.523268,3.815833244,2.469769067
20170601,-5,EV,D,387.75,0.8442855,30.3137,6.893333333,4.041826667
20170601,-5,EV,D,186.51562,0.98535633,16.676777,3.315833244,2.223570267
20170601,-5,EV,D,183.4375,0.98342925,16.678783,3.261111111,2.223837733
20170601,-5,EV,D,233.10938,0.95151913,20.495117,4.144166756,2.732682267
20170601,-5,EV,D,311.34375,0.9801433,21.960825,5.535,2.92811
20170601,-5,EV,D,437.45312,0.981499,24.82564,7.776944356,3.310085333
20170601,-5,EV,D,374.78125,0.94886935,24.753222,6.662777778,3.3004296
20170601,-5,EV,D,387.98438,0.9804421,22.940783,6.897500089,3.058771067
20170601,-5,EV,D,253.82812,0.94825786,21.557318,4.512499911,2.874309067
20170601,-5,EV,D,265.15625,0.9826747,19.40251,4.713888889,2.587001333
20170601,-5,EV,D,249.70898,0.9455839,20.68686,4.439270756,2.758248
20170601,-5,EV,D,345.1875,0.9795753,23.393162,6.136666667,3.119088267
20170601,-5,EV,D,151.24121,0.99345356,14.394697,2.688732622,1.919292933
20170601,-5,EV,D,159.55469,0.9900269,15.037318,2.836527822,2.004975733
20170601,-5,EV,D,385.65625,0.97685176,24.419382,6.856111111,3.2559176
20170601,-5,EV,D,161.80469,0.83826846,19.341543,2.876527822,2.5788724
20170601,-5,EV,D,126.68359,0.99103004,13.553284,2.252152711,1.807104533
20170601,-5,EV,D,176.18164,0.9582519,17.654577,3.132118044,2.3539436
20170601,-5,EV,D,146.45312,0.9744558,15.2865,2.603611022,2.0382
20170601,-5,EV,D,90.546875,0.9915232,11.153554,1.609722222,1.487140533
20170601,-5,EV,D,150.67188,0.9412159,16.791613,2.6786112,2.238881733
20170601,-5,EV,D,126.875,0.99037373,13.583041,2.255555556,1.811072133
20170601,-5,EV,D,132.35938,0.98294026,14.249845,2.353055644,1.899979333
20170601,-5,EV,D,242.11035,0.98429406,18.34449,4.304184,2.445932
20170601,-5,EV,D,234.08398,0.95297486,19.654646,4.161492978,2.620619467
20170601,-5,EV,D,321.8711,0.9655383,22.183842,5.722152889,2.9578456
20170601,-5,EV,D,95.20508,0.89330196,12.85152,1.692534756,1.713536
20170601,-5,EV,D,201.46094,0.8962065,18.215696,3.581527822,2.428759467
20170601,-5,EV,D,338.48438,0.9214891,25.504456,6.017500089,3.400594133
20170601,-5,EV,D,325.4375,0.9597609,22.538784,5.785555556,3.0051712
20170601,-5,EV,D,182.21875,0.97142977,16.756844,3.239444444,2.234245867
20170601,-5,EV,D,190.625,0.9732387,16.519226,3.388888889,2.202563467
20170601,-5,EV,D,190.82031,0.95876265,18.2605,3.392361067,2.434733333
20170601,-5,EV,D,191.21875,0.93662405,18.511263,3.399444444,2.4681684
20170601,-5,EV,D,159.22656,0.9709595,15.917053,2.8306944,2.122273733
20170601,-5,EV,D,425.5879,0.89997566,28.674904,7.566007111,3.823320533
20170601,-5,EV,D,310.14014,0.9493186,23.227972,5.513602489,3.097062933
20170601,-5,EV,D,522.23047,0.94613034,29.256544,9.284097244,3.900872533
20170601,-5,EV,D,320.91797,0.984638,21.570475,5.705208356,2.876063333
20170601,-5,EV,D,278.44434,0.9849673,19.821629,4.9501216,2.642883867
20170601,-5,EV,D,373.8086,0.95317674,25.707424,6.645486222,3.427656533
