Strain,Label,Area_px,Area_micron,Length_px,Length_micron
cdrS,cdrSB,4391.3125,10.97828125,167.63054,8.381527
cdrS,cdrSB,4206.6694,10.5166735,147.89862,7.394931
cdrS,cdrSB,2592.7344,6.481836,156.73225,7.8366125
cdrS,cdrSB,1404.6094,3.5115235,139.44533,6.9722665
cdrS,cdrSB,2383.3438,5.9583595,117.47766,5.873883
cdrS,cdrSB,733,1.8325,44.777225,2.23886125
cdrS,cdrSB,5519.586,13.798965,275.04544,13.752272
cdrS,cdrSB,2296.6172,5.741543,98.48858,4.924429
cdrS,cdrSB,8622.4375,21.55609375,352.38898,17.619449
cdrS,cdrSB,4472.9062,11.1822655,242.62111,12.1310555
cdrS,cdrSB,3544.1953,8.86048825,91.389275,4.56946375
cdrS,cdrSB,2589.1484,6.472871,159.70285,7.9851425
cdrS,cdrSB,6224.7188,15.561797,329.15195,16.4575975
cdrS,cdrSB,3962.6562,9.9066405,241.08505,12.0542525
cdrS,cdrSB,5018.787,12.5469675,160.03125,8.0015625
cdrS,cdrSB,7292.3125,18.23078125,439.14462,21.957231
cdrS,cdrSB,6688.422,16.721055,343.23315,17.1616575
cdrS,cdrSB,7868.953,19.6723825,448.3849,22.419245
cdrS,cdrSB,8442.043,21.1051075,398.1771,19.908855
cdrS,cdrSB,9478.6875,23.69671875,505.85373,25.2926865
cdrS,cdrSB,719.0781,1.79769525,44.777225,2.23886125
cdrS,cdrSB,2263.4863,5.65871575,141.05673,7.0528365
cdrS,cdrSB,2385.162,5.962905,175.02571,8.7512855
cdrS,cdrSB,10033.094,25.082735,297.22888,14.861444
cdrS,cdrSB,5642.2734,14.1056835,306.93973,15.3469865
cdrS,cdrSB,1588.2656,3.970664,129.46814,6.473407
cdrS,cdrSB,2588.2188,6.470547,80.70936,4.035468
cdrS,cdrSB,4180.2188,10.450547,99.724625,4.98623125
cdrS,cdrSB,3508.3828,8.770957,213.00235,10.6501175
cdrS,cdrSB,8564.68,21.4117,418.70755,20.9353775
cdrS,cdrSB,2695.8984,6.739746,169.7292,8.48646
cdrS,cdrSB,9502.852,23.75713,497.10864,24.855432
cdrS,cdrSB,800.29297,2.000732425,60.033325,3.00166625
cdrS,cdrSB,4525.0938,11.3127345,149.40549,7.4702745
cdrS,cdrSB,6427.6035,16.06900875,348.74203,17.4371015
cdrS,cdrSB,7796.633,19.4915825,401.67773,20.0838865
cdrS,cdrSB,5048.3125,12.62078125,255.98633,12.7993165
cdrS,cdrSB,3361.5312,8.403828,165.71059,8.2855295
cdrS,cdrSB,3090.9219,7.72730475,191.68985,9.5844925
cdrS,cdrSB,1142.0938,2.8552345,56.0803,2.804015
cdrS,cdrSB,7087.6016,17.719004,275.18176,13.759088
cdrS,cdrSB,10295.242,25.738105,518.028,25.9014
cdrS,cdrSB,2188.42,5.47105,110.63454,5.531727
cdrS,cdrSB,3646.1172,9.115293,125.31959,6.2659795
cdrS,cdrSB,2161.8125,5.40453125,116.48176,5.824088
cdrS,cdrSB,1574.125,3.9353125,89.050545,4.45252725
cdrS,cdrSB,1868.6875,4.67171875,64.53681,3.2268405
cdrS,cdrSB,9163.805,22.9095125,594.2432,29.71216
cdrS,cdrSB,1356.1562,3.3903905,72.94518,3.647259
cdrS,cdrSB,6684.578,16.711445,174.03854,8.701927
cdrS,cdrSB,11563.531,28.9088275,634.0954,31.70477
cdrS,cdrSB,4206.1895,10.51547375,179.01117,8.9505585
cdrS,cdrSB,2033.9531,5.08488275,106.89247,5.3446235
cdrS,cdrSB,5652.922,14.132305,305.118,15.2559
cdrS,cdrSB,4135.3125,10.33828125,193.65175,9.6825875
cdrS,cdrSB,2931.3965,7.32849125,182.91968,9.145984
cdrS,cdrSB,8240.961,20.6024025,573.2268,28.66134
cdrS,cdrSB,9362.461,23.4061525,318.0016,15.90008
cdrS,cdrSB,10730.594,26.826485,311.29407,15.5647035
cdrS,cdrSB,12740.428,31.85107,589.61176,29.480588
cdrS,cdrSB,1029.6953,2.57423825,49.76947,2.4884735
cdrS,cdrSC,2136.7383,5.34184575,69.52697,3.4763485
cdrS,cdrSC,6494.3438,16.2358595,362.69272,18.134636
cdrS,cdrSC,7164.367,17.9109175,360.90164,18.045082
cdrS,cdrSC,2415.7441,6.03936025,85.58621,4.2793105
cdrS,cdrSC,1591.4219,3.97855475,67.20119,3.3600595
cdrS,cdrSC,10351.0625,25.87765625,557.245,27.86225
cdrS,cdrSC,674.9844,1.687461,53.600372,2.6800186
cdrS,cdrSC,3970.2344,9.925586,199.37904,9.968952
cdrS,cdrSC,3652.1562,9.1303905,137.76791,6.8883955
cdrS,cdrSC,16465.387,41.1634675,384.48016,19.224008
cdrS,cdrSC,7760.2305,19.40057625,445.02808,22.251404
cdrS,cdrSC,2523.7031,6.30925775,114.424644,5.7212322
cdrS,cdrSC,4077.1562,10.1928905,222.6567,11.132835
cdrS,cdrSC,2092.7969,5.23199225,137.17871,6.8589355
cdrS,cdrSC,4496.6133,11.24153325,261.69638,13.084819
cdrS,cdrSC,5745.918,14.364795,278.0018,13.90009
cdrS,cdrSC,1830.3125,4.57578125,110.02727,5.5013635
cdrS,cdrSC,4360.508,10.90127,286.21146,14.310573
cdrS,cdrSC,1298.5938,3.2464845,77.02597,3.8512985
cdrS,cdrSC,6201.7344,15.504336,260.0942,13.00471
cdrS,cdrSC,3275.9844,8.189961,154.20766,7.710383
cdrS,cdrSC,550.03906,1.37509765,35.608986,1.7804493
cdrS,cdrSC,3039.75,7.599375,112.61439,5.6307195
cdrS,cdrSC,1012.375,2.5309375,58.694122,2.9347061
cdrS,cdrSC,2556.9688,6.392422,141.28694,7.064347
cdrS,cdrSC,7369.3438,18.4233595,390.0833,19.504165
cdrS,cdrSC,2948.539,7.3713475,186.13167,9.3065835
cdrS,cdrSC,8366.069,20.9151725,477.61072,23.880536
cdrS,cdrSC,2001.9688,5.004922,113.99123,5.6995615
cdrS,cdrSC,3685.0625,9.21265625,219.27608,10.963804
cdrS,cdrSC,5526.1875,13.81546875,188.67963,9.4339815
cdrS,cdrSC,819.9531,2.04988275,43.416588,2.1708294
cdrS,cdrSC,7187.3447,17.96836175,334.1751,16.708755
cdrS,cdrSC,8126.1094,20.3152735,415.76556,20.788278
cdrS,cdrSC,2634.961,6.5874025,197.7726,9.88863
cdrS,cdrSC,1164.5156,2.911289,60.530983,3.02654915
cdrS,cdrSC,6533.504,16.33376,324.6783,16.233915
cdrS,cdrSC,1885.793,4.7144825,94.42987,4.7214935
cdrS,cdrSC,10131.434,25.328585,503.94543,25.1972715
cdrS,cdrSC,2052.4688,5.131172,112.53888,5.626944
cdrS,cdrSC,2902.3516,7.255879,163.68874,8.184437
cdrS,cdrSC,2716.9375,6.79234375,184.27155,9.2135775
cdrS,cdrSC,757.8789,1.89469725,94.36631,4.7183155
cdrS,cdrSC,2696.668,6.74167,140.76932,7.038466
cdrS,cdrSC,2929.9375,7.32484375,139.12944,6.956472
cdrS,cdrSC,4259.6875,10.64921875,207.96634,10.398317
cdrS,cdrSC,2831.7344,7.079336,189.52573,9.4762865
cdrS,cdrSC,2380.3691,5.95092275,113.65298,5.682649
cdrS,cdrSC,2578.7812,6.446953,132.40091,6.6200455
cdrS,cdrSC,5823.414,14.558535,376.13297,18.8066485
cdrS,cdrSC,8437.828,21.09457,412.82562,20.641281
cdrS,cdrSC,1811.8125,4.52953125,80.13114,4.006557
cdrS,cdrSC,8778.0625,21.94515625,414.99036,20.749518
cdrS,cdrSC,834.33984,2.0858496,50.24938,2.512469
cdrS,cdrSC,1257.5,3.14375,77.42093,3.8710465
cdrS,cdrSC,7080.453,17.7011325,404.69495,20.2347475
cdrS,cdrSC,2023.5469,5.05886725,177.10167,8.8550835
cdrS,cdrSC,7694.4795,19.23619875,278.68622,13.934311
cdrS,cdrSC,3930.9941,9.82748525,261.01532,13.050766
cdrS,cdrSC,10885.852,27.21463,547.329,27.36645
cdrS,cdrSC,3470.7812,8.676953,146.0137,7.300685
cdrS,cdrSC,7662.8438,19.1571095,327.5515,16.377575
cdrS,cdrSC,4417.867,11.0446675,178.21335,8.9106675
cdrS,cdrSC,3257.6562,8.1441405,202.2004,10.11002
cdrS,cdrSC,3377.75,8.444375,163.1104,8.15552
cdrS,cdrSC,3051.9062,7.6297655,177.792,8.8896
cdrS,cdrSC,4065.3281,10.16332025,214.03271,10.7016355
cdrS,cdrSC,6001.6826,15.0042065,331.9292,16.59646
cdrS,cdrSC,2125.875,5.3146875,135.01482,6.750741
cdrS,cdrSC,2092.4688,5.231172,83.09633,4.1548165
cdrS,cdrSC,1844.6094,4.6115235,109.14211,5.4571055
cdrS,cdrSC,2767.4688,6.918672,137.36447,6.8682235
cdrS,cdrSC,7420.75,18.551875,387.24152,19.362076
cdrS,cdrSC,4730.203,11.8255075,237.10335,11.8551675
cdrS,cdrSC,2245.4297,5.61357425,98.71677,4.9358385
cdrS,cdrSC,856.65625,2.141640625,61.073727,3.05368635
cdrS,cdrSC,5034.7188,12.586797,272.3417,13.617085
cdrS,cdrSC,2085.0938,5.2127345,63.03174,3.151587
cdrS,cdrSC,9065.27,22.663175,532.4481,26.622405
cdrS,cdrSC,1218.4688,3.046172,52.392746,2.6196373
cdrS,cdrSC,3141.4688,7.853672,192.62918,9.631459
cdrS,cdrSC,1490.6426,3.7266065,49.396355,2.46981775
cdrS,cdrSC,5997.369,14.9934225,311.45145,15.5725725
cdrS,cdrSC,3492.0518,8.7301295,168.65645,8.4328225
cdrS,cdrSC,4250.922,10.627305,147.50255,7.3751275
cdrS,cdrSC,675.75,1.689375,61.91123,3.0955615
cdrS,cdrSC,9102.25,22.755625,501.08783,25.0543915
cdrS,cdrSC,1666.1797,4.16544925,84.21995,4.2109975
cdrS,cdrSC,3085.0469,7.71261725,153.83432,7.691716
cdrS,cdrSC,487.59375,1.218984375,38.078865,1.90394325
cdrS,cdrSC,9251.616,23.12904,455.80368,22.790184
cdrS,cdrSC,8152.336,20.38084,447.4472,22.37236
cdrS,cdrSC,1527.7891,3.81947275,138.22084,6.911042
cdrS,cdrSC,1529.9297,3.82482425,74.168724,3.7084362
cdrS,cdrSC,1020.97656,2.5524414,58.30952,2.915476
cdrS,cdrSC,3485.2383,8.71309575,151.47607,7.5738035
cdrS,cdrSC,9529.625,23.8240625,537.7825,26.889125
cdrS,cdrSC,4151.0312,10.377578,208.00241,10.4001205
cdrS,cdrSC,6557.8184,16.394546,221.92342,11.096171
cdrS,cdrSC,7486.4062,18.7160155,390.4664,19.52332
cdrS,cdrSC,12663.328,31.65832,294.8983,14.744915
cdrS,cdrSC,2353.5625,5.88390625,119.519875,5.97599375
cdrS,cdrSC,2681.6484,6.704121,139.807,6.99035
cdrS,cdrSC,15365.793,38.4144825,775.16516,38.758258
cdrS,cdrSC,4251.0625,10.62765625,218.32315,10.9161575
cdrS,cdrSC,1068.2812,2.670703,39.45884,1.972942
cdrS,cdrSC,4674,11.685,249.3291,12.466455
cdrS,cdrSC,8176.7637,20.44190925,215.07674,10.753837
cdrS,cdrSC,1112.8008,2.782002,66.4906,3.32453
cdrS,cdrSC,641.3594,1.6033985,65.734314,3.2867157
cdrS,cdrSC,12742.3125,31.85578125,593.7415,29.687075
cdrS,cdrSC,1357.625,3.3940625,117.20068,5.860034
cdrS,cdrSC,18723.324,46.80831,510.35773,25.5178865
cdrS,cdrSC,16572.84,41.4321,240.68236,12.034118
cdrS,cdrSC,4672.2188,11.680547,316.82962,15.841481
cdrS,cdrSC,1073.9688,2.684922,45.65085,2.2825425
cdrS,cdrSC,10641.82,26.60455,514.53375,25.7266875
cdrS,cdrSC,4162.965,10.4074125,238.56458,11.928229
cdrS,cdrSC,6845.2305,17.11307625,368.33136,18.416568
cdrS,cdrSC,3463.0938,8.6577345,129.38702,6.469351
cdrS,cdrSC,2397.9844,5.994961,129.06587,6.4532935
cdrS,cdrSC,17440.04,43.6001,634.5274,31.72637
cdrS,cdrSC,3943.3281,9.85832025,230.32585,11.5162925
cdrS,cdrSC,3576.1914,8.9404785,142.86357,7.1431785
cdrS,cdrSC,10912.07,27.280175,503.95438,25.197719
cdrS,cdrSC,3373.5,8.43375,98.478424,4.9239212
cdrS,cdrSC,3237.2188,8.093047,307.0407,15.352035
cdrS,cdrSC,1475.3125,3.68828125,131.57507,6.5787535
cdrS,cdrSC,1541.6675,3.85416875,73.60027,3.6800135
cdrS,cdrSC,2095.6562,5.2391405,126.11503,6.3057515
cdrS,cdrSC,14724.465,36.8111625,654.9885,32.749425
cdrS,cdrSC,2441.3672,6.103418,173.07224,8.653612
cdrS,cdrSC,5555.0312,13.887578,226.8149,11.340745
cdrS,cdrSD,1493.1875,3.73296875,141.06894,7.053447
cdrS,cdrSD,5214.633,13.0365825,299.82828,14.991414
cdrS,cdrSD,10632.09,26.580225,480.72964,24.036482
cdrS,cdrSD,1349.7461,3.37436525,90.13878,4.506939
cdrS,cdrSD,8606.164,21.51541,395.29736,19.764868
cdrS,cdrSD,2794.5,6.98625,138.22446,6.911223
cdrS,cdrSD,3918.6094,9.7965235,191.36426,9.568213
cdrS,cdrSD,1262.1875,3.15546875,119.71254,5.985627
cdrS,cdrSD,2555.375,6.3884375,105.30907,5.2654535
cdrS,cdrSD,16171.047,40.4276175,334.01346,16.700673
cdrS,cdrSD,9753.719,24.3842975,374.90045,18.7450225
cdrS,cdrSD,2789.6494,6.9741235,132.90974,6.645487
cdrS,cdrSD,2471.4297,6.17857425,110.98198,5.549099
cdrS,cdrSD,1832.9375,4.58234375,79.43668,3.971834
cdrS,cdrSD,2954.9902,7.3874755,133.01503,6.6507515
cdrS,cdrSD,11544.719,28.8617975,463.87067,23.1935335
cdrS,cdrSD,2176.875,5.4421875,77.88453,3.8942265
cdrS,cdrSD,14868.914,37.172285,455.43936,22.771968
cdrS,cdrSD,2997.5312,7.493828,139.79515,6.9897575
cdrS,cdrSD,433.9922,1.0849805,42.056625,2.10283125
cdrS,cdrSD,5071.5312,12.678828,256.40265,12.8201325
cdrS,cdrSD,2579.483,6.4487075,114.05701,5.7028505
cdrS,cdrSD,7152.4062,17.8810155,322.26233,16.1131165
cdrS,cdrSD,5344.9844,13.362461,376.1981,18.809905
cdrS,cdrSD,1979.9023,4.94975575,191.83446,9.591723
cdrS,cdrSD,4476.9375,11.19234375,334.94077,16.7470385
cdrS,cdrSD,643.59375,1.608984375,62.579296,3.1289648
cdrS,cdrSD,2853.3906,7.1334765,142.12671,7.1063355
cdrS,cdrSD,3448.3594,8.6208985,239.92082,11.996041
cdrS,cdrSD,3497.7188,8.744297,183.60327,9.1801635
cdrS,cdrSD,3690.3594,9.2258985,183.83278,9.191639
cdrS,cdrSD,6752,16.88,296.96844,14.848422
cdrS,cdrSD,1386.9062,3.4672655,106.25441,5.3127205
cdrS,cdrSD,1152.5625,2.88140625,81.939,4.09695
cdrS,cdrSD,7234.7725,18.08693125,391.8635,19.593175
cdrS,cdrSD,649.90625,1.624765625,48.259712,2.4129856
cdrS,cdrSD,2663.5781,6.65894525,116.841774,5.8420887
cdrS,cdrSD,2168.6562,5.4216405,152.06145,7.6030725
cdrS,cdrSD,4772.953,11.9323825,245.80682,12.290341
cdrS,cdrSD,1506.0605,3.76515125,91.983696,4.5991848
cdrS,cdrSD,5243.4062,13.1085155,268.14438,13.407219
cdrS,cdrSD,3637.9375,9.09484375,159.63675,7.9818375
cdrS,cdrSD,2358.6562,5.8966405,123.49686,6.174843
cdrS,cdrSD,1305.8125,3.26453125,83.13518,4.156759
cdrS,cdrSD,1495.3594,3.7383985,83.287476,4.1643738
cdrS,cdrSD,3700.3125,9.25078125,135.39142,6.769571
cdrS,cdrSD,6793.171,16.9829275,291.01547,14.5507735
cdrS,cdrSD,390.3125,0.97578125,22.984735,1.14923675
cdrS,cdrSD,4206.6797,10.51669925,141.80388,7.090194
cdrS,cdrSD,4157.0312,10.392578,254.41278,12.720639
cdrS,cdrSD,3040.3125,7.60078125,144.92245,7.2461225
cdrS,cdrSD,16524.262,41.310655,610.1229,30.506145
cdrS,cdrSD,9921.391,24.8034775,470.9862,23.54931
cdrS,cdrSD,9275.379,23.1884475,368.76144,18.438072
cdrS,cdrSD,10277.656,25.69414,415.78,20.789
cdrS,cdrSD,3620.4883,9.05122075,95.94252,4.797126
cdrS,cdrSD,920.1875,2.30046875,71.85709,3.5928545
cdrS,cdrSD,8681.844,21.70461,434.7505,21.737525
cdrS,cdrSD,4605.1953,11.51298825,258.2131,12.910655
cdrS,cdrSD,856.93066,2.14232665,35,1.75
cdrS,cdrSD,3022.8472,7.557118,137.61177,6.8805885
cdrS,cdrSD,17210.234,43.025585,724.86206,36.243103
cdrS,cdrSD,13008.664,32.52166,576.0226,28.80113
cdrS,cdrSD,3957.2656,9.893164,208.38458,10.419229
cdrS,cdrSD,440.57422,1.10143555,28.832098,1.4416049
cdrS,cdrSD,1786.291,4.4657275,50.447994,2.5223997
cdrS,cdrSD,4365.702,10.914255,248.74484,12.437242
cdrS,cdrSD,1848.375,4.6209375,85.23497,4.2617485
cdrS,cdrSD,1636.1807,4.09045175,87.69264,4.384632
cdrS,cdrSD,5700.1113,14.25027825,276.09058,13.804529
cdrS,cdrSD,1056.2188,2.640547,37.802116,1.8901058
cdrS,cdrSD,4857.4727,12.14368175,245.5813,12.279065
cdrS,cdrSD,2603.25,6.508125,110.38385,5.5191925
cdrS,cdrSD,3420.526,8.551315,139.23003,6.9615015
cdrS,cdrSD,1562.9922,3.9074805,65.4817,3.274085
cdrS,cdrSD,513.03125,1.282578125,48.211582,2.4105791
cdrS,cdrSD,8548.219,21.3705475,289.1107,14.455535
cdrS,cdrSD,3180.25,7.950625,106.10372,5.305186
cdrS,cdrSD,3773.9297,9.43482425,277.61304,13.880652
cdrS,cdrSD,10930.531,27.3263275,610.38104,30.519052
cdrS,cdrSD,7956.7383,19.89184575,460.06955,23.0034775
cdrS,cdrSD,2804.9688,7.012422,128.68954,6.434477
cdrS,cdrSD,7241.006,18.102515,301.2806,15.06403
cdrS,cdrSD,6172.617,15.4315425,318.5671,15.928355
cdrS,cdrSD,1451.5391,3.62884775,86.269196,4.3134598
cdrS,cdrSD,11184.672,27.96168,503.9547,25.197735
cdrS,cdrSD,5811.999,14.5299975,274.8545,13.742725
cdrS,cdrSD,1752.0391,4.38009775,113.07078,5.653539
cdrS,cdrSD,1833.6543,4.58413575,99.08077,4.9540385
cdrS,cdrSD,1769.6406,4.4241015,88.29496,4.414748
cdrS,cdrSD,2088.9062,5.2222655,113.28283,5.6641415
cdrS,cdrSD,1471.0156,3.677539,137.30322,6.865161
cdrS,cdrSD,5444.6406,13.6116015,206.04248,10.302124
cdrS,cdrSD,2665.5312,6.663828,255.56033,12.7780165
cdrS,cdrSD,2263.336,5.65834,110.42192,5.521096
cdrS,cdrSD,8849.68,22.1242,485.6439,24.282195
cdrS,cdrSD,3035.9385,7.58984625,300.75143,15.0375715
cdrS,cdrSD,6076.5234,15.1913085,294.7677,14.738385
cdrS,cdrSD,14403.092,36.00773,537.3863,26.869315
cdrS,cdrSD,1072.8281,2.68207025,67.18631,3.3593155
cdrS,cdrSD,4928.625,12.3215625,271.4001,13.570005
cdrS,cdrSD,6834.629,17.0865725,305.85126,15.292563
cdrS,cdrSD,6522.547,16.3063675,391.15213,19.5576065
cdrS,cdrSD,2583.5234,6.4588085,123.97581,6.1987905
cdrS,cdrSD,1235.9353,3.08983825,84.645836,4.2322918
cdrS,cdrSD,3599.1406,8.9978515,167.57948,8.378974
cdrS,cdrSD,13007.695,32.5192375,544.7724,27.23862
cdrS,cdrSD,1600.375,4.0009375,101.24229,5.0621145
cdrS,cdrSD,1317.689,3.2942225,111.32385,5.5661925
